Timestamp,League,Target,Accuracy,Accuracy Std,Precision Under,Precision Over,Recall Under,Recall Over
2025-12-11T20:51:30.026086,SP1,OverUnder10.5Corners,0.9074766355140186,0.020772066141021395,0.9014004688751989,0.9210644024215531,0.9585199305992994,0.8190280913825218
2025-12-11T20:51:29.528669,F1,Over2.5,0.8763440860215054,0.017992688742668274,0.875239028818318,0.8767806938658861,0.8455530849406927,0.897787445364191
2025-12-11T20:51:28.937802,I1,Over2.5,0.8422535211267606,0.019829776602763256,0.845446350856187,0.8387754244584453,0.8631022962474996,0.8102326322476177
2025-12-11T20:51:30.122218,E0,OverUnder10.5Corners,0.9990654205607477,0.0018691588785046509,1.0,0.9982142857142857,0.9980582524271846,1.0
2025-12-11T20:51:29.676911,D1,OverUnder10.5Corners,0.9415204678362572,0.019218335351058453,0.931913075907912,0.9588281359681823,0.9714559683000761,0.8951299200478624
2025-12-11T20:51:29.851701,I1,OverUnder10.5Corners,0.8929577464788732,0.02169806574327015,0.8861032187691865,0.9092311157599825,0.9578910611730918,0.7735567782924447
2025-12-11T20:51:29.342593,E0,Over2.5,0.9504672897196261,0.017384182465175937,0.9521098203347901,0.949493970714901,0.9230754473967234,0.9683484583176266
2025-12-11T20:51:29.109176,SP1,Over2.5,0.9,0.012398597347122993,0.8924448219540094,0.9120171218588601,0.9190509496095034,0.8736120661641618
2025-12-11T20:51:30.280810,F1,OverUnder10.5Corners,0.9505376344086022,0.009855001494528679,0.9430531986820787,0.9691318118445779,0.9853308917596889,0.8801654401385257
2025-12-11T20:51:28.686519,D1,Over2.5,0.9146198830409356,0.01595108970407702,0.9185905072371238,0.9132457496974729,0.8640019633280239,0.9461969136889044
2025-12-18T21:19:52.628673,SP1,OverUnder10.5Corners,0.9513157894736842,0.012202129599336472,0.9401915878976943,0.9744628084182964,0.9846040176306786,0.8906429129521009
2025-12-18T21:19:52.056092,F1,Over2.5,0.8864000000000001,0.019855477833585388,0.8930691322092867,0.8824337957124844,0.8559390282919693,0.9103061473484008
2025-12-18T21:19:51.169846,I1,Over2.5,0.9350993377483444,0.011393808300718705,0.9305257300908455,0.9403807741732966,0.9470902412700164,0.9213896654727305
2025-12-18T21:19:52.726022,E0,OverUnder10.5Corners,1.0,0.0,1.0,1.0,1.0,1.0
2025-12-18T21:19:52.308162,D1,OverUnder10.5Corners,0.9213114754098359,0.025712110067800196,0.918829901127275,0.9298368583680701,0.9523243006376673,0.8713688247093725
2025-12-18T21:19:52.469908,I1,OverUnder10.5Corners,0.9033112582781457,0.018543046357615903,0.9009595008274227,0.9061624649859944,0.9527036532163171,0.8200478249307288
2025-12-18T21:19:51.800591,E0,Over2.5,0.8834437086092715,0.030377072691866774,0.8703045633611808,0.8908939207718186,0.8211762694521315,0.9197031343980415
2025-12-18T21:19:51.518836,SP1,Over2.5,0.9407894736842106,0.024965349948697743,0.942917057246429,0.9388155910137336,0.9380177230142032,0.9383336933350777
2025-12-18T21:19:52.947309,F1,OverUnder10.5Corners,0.9104000000000001,0.026484712571594942,0.8942134835194866,0.9521624018083499,0.9770650467371491,0.7846920017651725
2025-12-18T21:19:50.808252,D1,Over2.5,0.9,0.015894032319397816,0.9045419420723373,0.9006334694011532,0.8393768426215236,0.9356911294657786
2026-01-01T13:20:21.008209,SP1,OverUnder10.5Corners,0.9077922077922078,0.029443594931830203,0.8994458620381792,0.9284905073140367,0.9590010393445967,0.8133405373932454
2026-01-01T13:20:20.703737,F1,Over2.5,0.9728,0.008158431221748464,0.9743490428186341,0.9703961761524529,0.9652829958712312,0.9801293415377923
2026-01-01T13:20:20.306199,I1,Over2.5,0.8506493506493505,0.012987012987012958,0.8566452102726612,0.8466974687844502,0.8641474101079634,0.8315084584133453
2026-01-01T13:20:21.134566,E0,OverUnder10.5Corners,0.8980645161290323,0.01931178006076873,0.877903693162642,0.9252119179397272,0.935681310498883,0.8584711779448622
2026-01-01T13:20:20.800231,D1,OverUnder10.5Corners,0.9203252032520325,0.03015810892844132,0.9175802263932494,0.9285960378983635,0.9530428501892066,0.8674947355382138
2026-01-01T13:20:20.898367,I1,OverUnder10.5Corners,0.9051948051948052,0.015145329597000783,0.9003294437691108,0.9132287798840467,0.9584464428364141,0.8143997003688577
2026-01-01T13:20:20.545458,E0,Over2.5,0.9174193548387096,0.02358150565483493,0.930311326517175,0.9104370186916299,0.8547410953004855,0.9568261826620489
2026-01-01T13:20:20.393614,SP1,Over2.5,0.8961038961038961,0.016932993260266642,0.8982910147256498,0.8927365716189625,0.8966842245467929,0.8907537202975838
2026-01-01T13:20:21.224319,F1,OverUnder10.5Corners,0.9136000000000001,0.024475293665245344,0.8979972598323662,0.9528051627959385,0.9770650467371491,0.7943291899737892
2026-01-01T13:20:20.141480,D1,Over2.5,0.9186991869918699,0.018539437806490033,0.9258984700599606,0.915391496156202,0.8696589756117792,0.9497574945751538
2026-01-20T19:41:14.638074,SP1,OverUnder10.5Corners,0.9582278481012659,0.014761903531253924,0.9435606405609498,0.9862438756980847,0.9912894471151621,0.9010054190382059
2026-01-06T21:21:16.043830,SC0,Over2.5,0.8333333333333334,0.032940392293420606,0.8450930356193513,0.8242844511810029,0.7681271109842538,0.8869073483855118
2026-01-06T21:21:16.139069,F1,Over2.5,0.9874015748031496,0.01460412361495388,0.9897619047619047,0.9850020682593394,0.9835622028244979,0.9911224925309433
2026-01-06T21:21:15.674958,I1,Over2.5,0.8438709677419356,0.023931918698053438,0.8546295513400777,0.8327019671981197,0.8508908953212752,0.8316050328304845
