Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Referee,Season,AST,HST,AvgLast5AwayGoalsScored,AvgLast5HomeCorners,HF,AS,AF,AvgAwayGoalsConceded,AvgAwayGoalsScored,AvgHomeCorners,Last5HomeOver2.5Perc,AvgLast5HomeCornersConceded,B365AHA,MaxC_gt_2.5,AvgLast5HomeGoalsScored,B365C_gt_2.5,B365CAHA,AwayOver2.5Perc,HY,MaxC_lt_2.5,MaxAHA,PredictedTotalCorners,HomeOver2.5Perc,AvgLast5AwayGoalsConceded,PredictedAwayCorners,HS,AvgLast5AwayCorners,PredictedTotalCorners_Last5,AvgLast5AwayCornersConceded,PredictedHomeCorners,Last5AwayOver2.5Perc,AvgLast5HomeGoalsConceded,Over2.5,OverUnder10.5Corners
2024-10-21,E0,20:00,Nott'm Forest,Crystal Palace,H,D,T Robinson,2024/2025,7,6,0.75,5.25,9,20,12,1.32,1.42,4.26,0.0,5.0,1.84,2.38,0.75,2.3,1.88,42.11,2,1.68,1.85,9.76,31.58,1.5,5.11,20,6.5,11.75,4.75,4.65,50.0,0.75,0,1
2024-11-02,E0,17:30,Wolves,Crystal Palace,D,D,A Taylor,2024/2025,7,6,1.0,3.0,7,19,9,1.32,1.42,3.89,100.0,9.2,2.08,2.0,1.4,1.99,1.83,42.11,1,2.0,2.12,9.61,57.89,1.6,5.43,11,6.4,9.4,4.4,4.18,60.0,2.8,1,0
2024-11-23,E0,15:00,Aston Villa,Crystal Palace,D,A,T Robinson,2024/2025,6,5,1.2,7.4,10,13,11,1.32,1.42,7.47,60.0,3.6,1.83,1.9,1.8,1.88,1.94,42.11,3,2.1,1.85,10.89,57.89,1.6,4.18,17,5.2,12.6,5.6,6.71,60.0,1.2,1,1
2024-12-03,E0,19:30,Ipswich,Crystal Palace,A,D,C Pawson,2024/2025,3,2,1.2,5.4,14,13,13,1.32,1.42,4.11,20.0,4.8,2.05,2.05,0.8,2.04,1.98,42.11,2,1.91,2.08,9.63,52.63,1.4,4.97,9,5.6,11.0,5.6,4.66,60.0,1.4,0,1
2024-12-15,E0,14:00,Brighton,Crystal Palace,A,A,M Oliver,2024/2025,5,5,1.6,5.6,11,13,15,1.32,1.42,4.79,80.0,5.6,2.0,1.83,1.8,1.73,1.96,42.11,1,2.2,2.02,9.73,68.42,1.2,4.61,17,5.0,10.6,6.2,5.12,60.0,1.8,1,1
2024-12-26,E0,15:00,Bournemouth,Crystal Palace,D,D,T Bramall,2024/2025,4,4,1.6,6.4,13,10,12,1.32,1.42,6.32,40.0,5.4,1.97,1.72,1.0,1.67,2.08,42.11,2,2.3,1.98,10.69,31.58,1.0,4.67,18,4.2,10.6,6.0,6.02,60.0,0.8,0,0
2025-01-15,E0,19:30,Leicester,Crystal Palace,A,D,A Madley,2024/2025,4,4,1.6,4.4,7,9,6,1.32,1.42,4.21,60.0,4.4,1.93,1.91,1.0,1.9,1.99,42.11,0,2.1,1.94,9.36,47.37,0.6,4.68,21,3.6,8.0,6.2,4.68,40.0,2.0,0,0
2025-01-18,E0,15:00,West Ham,Crystal Palace,A,D,T Bramall,2024/2025,7,0,1.6,4.8,13,12,10,1.32,1.42,4.63,60.0,3.4,1.98,2.11,1.2,2.06,1.88,42.11,1,1.95,1.99,9.23,57.89,0.2,4.44,7,4.2,9.0,4.6,4.79,20.0,2.2,0,0
2025-02-02,E0,14:00,Man United,Crystal Palace,A,D,J Brooks,2024/2025,3,2,1.8,7.0,12,11,13,1.32,1.42,5.58,60.0,2.0,1.88,1.97,0.8,1.95,1.89,42.11,3,2.01,1.92,9.54,52.63,0.2,3.87,17,2.8,9.8,6.0,5.67,20.0,2.2,0,1
2025-02-22,E0,15:00,Fulham,Crystal Palace,A,A,R Jones,2024/2025,5,0,1.6,5.6,10,10,7,1.32,1.42,5.32,60.0,4.0,1.84,2.0,1.2,1.98,2.07,42.11,1,1.96,1.87,9.65,63.16,0.0,4.28,10,3.2,8.8,5.8,5.37,0.0,1.6,0,1
2025-04-02,E0,19:45,Southampton,Crystal Palace,D,H,A Madley,2024/2025,3,2,1.8,3.8,14,9,9,1.32,1.42,3.16,80.0,4.6,2.06,1.87,0.8,1.8,2.08,42.11,2,2.14,2.12,8.99,68.42,0.2,5.05,8,3.2,7.0,5.2,3.94,0.0,2.6,0,0
2025-04-12,E0,12:30,Man City,Crystal Palace,H,D,J Gillett,2024/2025,3,9,1.8,4.8,10,8,16,1.32,1.42,7.0,60.0,3.6,2.09,1.67,2.6,1.62,1.75,42.11,2,2.4,2.1,9.95,73.68,1.2,3.86,21,3.4,8.2,4.6,6.09,20.0,1.2,1,0
2025-04-16,E0,19:30,Newcastle,Crystal Palace,H,H,D England,2024/2025,4,7,1.4,5.4,9,11,15,1.32,1.42,6.21,100.0,4.8,1.98,1.71,3.2,1.67,2.04,42.11,2,2.32,2.01,10.4,63.16,2.2,4.62,14,3.4,8.8,5.2,5.78,40.0,1.4,1,0
2025-04-23,E0,20:00,Arsenal,Crystal Palace,D,H,M Salisbury,2024/2025,4,6,1.4,5.6,4,15,6,1.32,1.42,7.42,40.0,3.8,1.95,1.77,1.2,1.73,1.98,42.11,1,2.23,1.95,10.3,52.63,2.6,4.0,12,4.6,10.2,3.6,6.3,60.0,1.0,1,0
2025-05-11,E0,14:15,Tottenham,Crystal Palace,A,A,C Kavanagh,2024/2025,10,1,1.4,5.2,12,23,10,1.32,1.42,7.16,60.0,3.8,1.89,1.7,1.2,1.67,1.95,42.11,1,2.33,1.9,10.77,73.68,2.6,4.71,8,4.8,10.0,3.0,6.06,60.0,1.6,0,1
2025-05-25,E0,16:00,Liverpool,Crystal Palace,D,A,D England,2024/2025,5,3,1.4,8.6,7,8,10,1.32,1.42,6.53,60.0,2.2,1.85,1.33,2.2,1.3,1.93,42.11,1,3.9,1.87,10.39,63.16,2.6,4.16,14,4.4,13.0,4.8,6.23,60.0,1.0,0,1
2025-08-17,E0,14:00,Chelsea,Crystal Palace,D,D,D England,2025/2026,4,3,0.0,11.0,10,12,12,1.18,1.18,6.91,0.0,2.0,2.05,1.75,0.0,1.73,2.0,54.55,2,2.23,2.05,11.17,54.55,0.0,3.69,19,2.0,13.0,11.0,7.48,0.0,0.0,0,1
2025-08-31,E0,19:00,Aston Villa,Crystal Palace,A,A,S Attwell,2025/2026,4,4,1.5,6.5,7,6,14,1.18,1.18,5.18,50.0,3.5,1.98,1.91,0.0,1.8,1.92,54.55,2,2.05,1.98,9.98,63.64,0.0,3.95,13,1.5,8.0,10.5,6.03,50.0,1.5,1,1
2025-09-20,E0,15:00,West Ham,Crystal Palace,A,A,T Harrington,2025/2026,3,3,1.67,5.67,15,18,5,1.18,1.18,5.67,100.0,8.67,2.05,2.0,0.67,1.8,1.95,54.55,3,2.05,2.05,11.03,75.0,0.33,4.9,8,3.67,9.34,9.67,6.13,66.67,3.33,1,1
2025-10-05,E0,14:00,Everton,Crystal Palace,H,A,M Salisbury,2025/2026,8,7,1.5,4.25,13,15,16,1.18,1.18,4.92,25.0,3.5,2.1,2.32,1.25,2.3,1.98,54.55,2,1.67,2.1,9.52,41.67,0.75,4.14,14,3.75,8.0,7.75,5.38,75.0,0.5,1,0
2025-10-26,E0,14:00,Arsenal,Crystal Palace,H,H,T Bramall,2025/2026,1,3,1.2,6.6,6,7,11,1.18,1.18,5.92,40.0,2.8,1.9,1.71,2.4,1.67,1.98,54.55,0,2.28,1.94,9.6,58.33,0.8,3.51,10,3.6,10.2,7.0,6.09,60.0,0.2,0,0
2025-11-22,E0,15:00,Wolves,Crystal Palace,A,D,A Taylor,2025/2026,4,1,1.6,2.8,13,10,9,1.18,1.18,3.18,60.0,3.4,1.98,2.02,1.2,1.9,2.0,54.55,2,1.95,1.98,8.34,54.55,0.8,4.33,8,4.0,6.8,5.0,4.01,60.0,2.4,0,0
2025-12-03,E0,19:30,Burnley,Crystal Palace,A,A,T Kirk,2025/2026,3,4,1.2,2.0,9,3,8,1.18,1.18,3.08,0.0,5.8,2.03,2.2,0.6,2.2,1.98,54.55,0,1.75,2.03,8.41,33.33,0.8,4.68,11,4.6,6.6,3.6,3.73,40.0,1.2,0,0
2025-12-07,E0,16:30,Fulham,Crystal Palace,A,D,S Barrott,2025/2026,5,4,1.2,7.2,5,11,8,1.18,1.18,5.17,60.0,4.2,2.03,2.0,1.8,1.91,2.08,54.55,0,1.91,2.03,9.87,58.33,0.8,4.51,12,3.8,11.0,3.2,5.36,40.0,1.6,1,0
2025-12-20,E0,20:00,Leeds,Crystal Palace,H,H,T Bramall,2025/2026,3,8,1.2,4.8,5,9,10,1.18,1.18,5.45,100.0,3.6,1.98,2.5,2.6,2.38,1.85,54.55,1,1.6,1.98,9.27,63.64,1.2,3.85,20,4.0,8.8,4.6,5.42,40.0,1.6,1,1
2026-01-04,E0,15:00,Newcastle,Crystal Palace,H,D,J Brooks,2025/2026,1,7,1.2,7.8,5,11,12,1.18,1.18,7.42,80.0,7.2,1.98,1.75,2.0,1.73,2.0,54.55,1,2.2,2.0,11.68,66.67,1.4,4.8,12,4.6,12.4,5.4,6.88,40.0,1.2,0,1
2026-01-17,E0,15:00,Sunderland,Crystal Palace,H,D,R Jones,2025/2026,2,7,1.0,3.6,8,6,15,1.18,1.18,3.73,40.0,5.4,1.93,2.33,1.4,2.2,1.8,54.55,3,1.67,1.93,8.81,45.45,1.8,4.34,13,4.6,8.2,5.8,4.47,60.0,0.8,1,0
2023-08-20,E0,14:00,Aston Villa,Everton,H,H,A Taylor,2023/2024,2,7,0.0,7.0,8,9,12,1.74,0.95,6.0,100.0,6.0,1.99,1.82,4.0,1.73,1.78,47.37,3,2.23,2.01,11.12,78.95,4.0,4.67,13,6.0,13.0,7.0,6.45,100.0,0.0,1,1
2023-09-02,E0,12:30,Sheffield United,Everton,D,H,A Madley,2023/2024,6,8,1.0,3.33,11,16,13,1.74,0.95,4.11,66.67,7.67,1.81,2.13,1.0,2.04,2.04,47.37,1,1.9,1.81,10.36,84.21,3.0,5.47,13,6.0,9.33,5.5,4.89,100.0,1.67,1,0
2023-09-23,E0,17:30,Brentford,Everton,A,D,M Oliver,2023/2024,6,2,1.67,4.25,9,18,12,1.74,0.95,4.84,75.0,4.5,1.84,2.2,1.5,2.1,1.98,47.37,2,1.99,1.9,10.12,68.42,2.33,4.88,12,5.33,9.58,4.0,5.24,100.0,2.0,1,0
2023-10-21,E0,12:30,Liverpool,Everton,H,D,C Pawson,2023/2024,1,6,1.25,9.0,9,6,9,1.74,0.95,8.58,75.0,3.25,1.93,1.47,2.75,1.4,1.82,47.37,1,3.1,1.96,12.12,68.42,2.25,4.15,26,5.0,14.0,6.0,7.97,75.0,0.5,0,1
2023-10-29,E0,13:00,West Ham,Everton,A,D,S Attwell,2023/2024,4,2,1.2,4.4,7,10,11,1.74,0.95,4.68,60.0,5.8,2.03,1.78,1.6,1.73,1.84,47.37,4,2.23,2.06,10.24,52.63,1.8,4.92,12,4.6,9.0,5.6,5.32,60.0,1.4,0,0
2023-11-11,E0,15:00,Crystal Palace,Everton,A,D,S Barrott,2023/2024,4,4,1.8,6.0,9,8,18,1.74,0.95,5.42,60.0,3.0,1.8,2.51,1.2,2.4,2.07,47.37,1,1.65,1.84,10.17,63.16,1.4,4.24,13,3.8,9.8,6.0,5.93,60.0,1.4,1,1
2023-12-02,E0,17:30,Nott'm Forest,Everton,A,D,P Tierney,2023/2024,3,2,1.6,3.0,15,12,14,1.74,0.95,4.32,40.0,6.0,1.88,2.4,1.4,2.25,1.93,47.37,1,1.71,1.89,9.97,52.63,1.0,4.94,13,3.2,6.2,6.0,5.03,40.0,1.4,0,0
2023-12-16,E0,17:30,Burnley,Everton,A,A,A Taylor,2023/2024,6,2,1.4,7.4,9,9,8,1.74,0.95,5.58,60.0,3.2,1.86,2.06,1.4,1.99,1.98,47.37,0,2.03,1.87,10.79,57.89,0.8,4.49,14,3.6,11.0,7.4,6.3,20.0,2.0,0,1
2023-12-23,E0,15:00,Tottenham,Everton,H,H,S Attwell,2023/2024,8,6,1.6,4.8,6,18,18,1.74,0.95,7.21,100.0,5.4,1.89,1.59,1.8,1.53,2.04,47.37,1,2.66,1.91,11.51,84.21,0.8,4.75,13,4.4,9.2,5.6,6.76,40.0,2.0,1,1
2023-12-30,E0,15:00,Wolves,Everton,H,H,T Bramall,2023/2024,0,6,1.4,7.2,9,10,14,1.74,0.95,5.21,60.0,4.4,1.99,2.2,1.8,2.1,1.83,47.37,2,1.89,2.03,10.59,63.16,1.4,4.67,12,4.2,11.4,5.8,5.92,60.0,0.6,1,0
2024-01-30,E0,19:45,Fulham,Everton,D,D,T Bramall,2023/2024,4,6,0.8,7.4,6,21,13,1.74,0.95,5.89,60.0,4.6,1.83,2.28,2.4,2.15,2.0,47.37,1,1.83,1.86,11.16,63.16,1.0,4.73,25,5.0,12.4,7.0,6.43,40.0,0.6,0,1
2024-02-10,E0,12:30,Man City,Everton,H,D,J Brooks,2023/2024,1,3,0.6,8.8,6,5,11,1.74,0.95,8.16,60.0,2.8,1.83,1.55,2.4,1.48,1.89,47.37,0,2.89,1.95,11.82,57.89,1.4,3.9,19,4.4,13.2,8.0,7.92,40.0,1.2,0,0
2024-02-24,E0,15:00,Brighton,Everton,D,D,T Harrington,2023/2024,3,7,0.4,7.6,9,6,14,1.74,0.95,7.05,40.0,2.8,2.06,1.69,2.0,1.6,2.05,47.37,2,2.44,2.09,11.38,57.89,1.6,4.13,23,3.8,11.4,8.6,7.25,40.0,1.0,0,1
2024-03-09,E0,12:30,Man United,Everton,H,H,S Hooper,2023/2024,6,8,0.2,6.2,13,23,11,1.74,0.95,7.84,80.0,8.8,2.06,1.78,2.2,1.73,1.98,47.37,1,2.21,2.08,13.0,68.42,1.6,5.42,15,3.8,10.0,9.0,7.58,20.0,1.2,0,1
2024-03-30,E0,15:00,Bournemouth,Everton,H,D,S Barrott,2023/2024,3,4,0.4,8.8,14,7,11,1.74,0.95,7.05,60.0,5.6,1.98,1.73,1.8,1.62,2.0,47.37,1,2.36,2.02,12.41,63.16,1.4,4.92,11,5.0,13.8,9.8,7.49,20.0,1.6,1,1
2024-04-02,E0,19:30,Newcastle,Everton,D,H,T Harrington,2023/2024,3,6,0.6,5.0,9,10,14,1.74,0.95,5.89,80.0,3.2,1.9,1.74,2.8,1.67,1.89,47.37,0,2.28,1.91,10.77,68.42,1.6,4.46,18,4.4,9.4,8.2,6.31,20.0,2.0,0,0
2024-04-15,E0,20:00,Chelsea,Everton,H,H,P Tierney,2023/2024,2,10,0.6,7.6,5,10,21,1.74,0.95,6.11,100.0,4.0,1.98,1.67,3.4,1.62,2.07,47.37,1,2.41,2.02,11.33,63.16,2.4,4.74,14,6.0,13.6,7.2,6.59,40.0,2.2,1,1
2024-05-03,E0,20:00,Luton,Everton,D,D,T Robinson,2023/2024,3,5,0.6,6.6,14,10,12,1.74,0.95,6.63,60.0,6.2,1.94,1.76,1.4,1.73,1.86,47.37,1,2.31,1.96,11.84,68.42,2.4,5.12,18,6.8,13.4,6.6,6.72,40.0,2.2,0,1
2024-05-19,E0,16:00,Arsenal,Everton,H,D,M Oliver,2023/2024,2,5,0.8,5.0,8,5,11,1.74,0.95,6.79,60.0,2.2,2.07,1.41,2.4,1.36,1.89,47.37,4,3.2,2.09,10.68,73.68,2.4,3.98,26,5.4,10.4,7.2,6.7,60.0,0.6,1,0
2024-08-24,E0,15:00,Tottenham,Everton,H,H,A Taylor,2024/2025,1,7,0.0,12.0,11,10,15,1.11,0.84,7.16,100.0,5.0,1.95,1.5,4.0,1.4,1.94,26.32,0,3.12,1.98,12.58,73.68,4.0,4.57,13,5.0,17.0,12.0,8.01,100.0,0.0,1,1
2024-09-14,E0,17:30,Aston Villa,Everton,H,A,C Pawson,2024/2025,2,8,1.0,5.0,10,6,12,1.11,0.84,7.47,50.0,1.5,2.05,1.84,1.5,1.8,2.05,26.32,1,2.21,2.1,10.7,57.89,3.5,3.52,17,3.5,8.5,9.0,7.18,100.0,2.0,1,0
2024-09-21,E0,15:00,Leicester,Everton,D,A,D England,2024/2025,5,2,1.0,3.0,11,16,12,1.11,0.84,4.21,33.33,6.0,2.09,1.86,1.0,1.73,2.06,26.32,1,2.2,2.11,9.55,47.37,2.67,4.46,12,2.67,5.67,8.0,5.09,66.67,1.33,0,0
2024-10-19,E0,15:00,Ipswich,Everton,A,A,M Oliver,2024/2025,8,2,1.25,6.25,12,11,10,1.11,0.84,4.11,25.0,6.0,1.82,1.92,0.75,1.88,1.83,26.32,1,2.1,1.84,9.93,52.63,2.0,4.65,13,4.0,10.25,7.25,5.28,50.0,1.75,0,1
2024-11-02,E0,15:00,Southampton,Everton,H,D,A Madley,2024/2025,5,2,1.0,3.8,14,16,18,1.11,0.84,3.16,40.0,7.8,1.95,2.0,0.8,1.99,1.98,26.32,4,2.11,1.97,9.64,68.42,1.8,5.21,9,4.4,8.2,6.4,4.43,40.0,1.6,0,0
2024-11-09,E0,15:00,West Ham,Everton,D,D,S Attwell,2024/2025,4,6,1.0,5.4,10,18,9,1.11,0.84,4.63,80.0,6.4,2.02,2.0,1.4,1.95,2.06,26.32,1,2.0,2.05,9.8,57.89,1.0,4.5,11,4.6,10.0,5.4,5.3,20.0,1.6,0,1
2024-12-01,E0,13:30,Man United,Everton,H,H,J Brooks,2024/2025,2,5,0.6,4.2,12,8,12,1.11,0.84,5.58,80.0,4.0,1.97,1.85,2.0,1.8,1.88,26.32,2,2.13,1.99,9.59,52.63,1.2,3.97,11,4.6,8.8,4.6,5.62,20.0,1.0,1,0
2024-12-14,E0,15:00,Arsenal,Everton,D,D,C Pawson,2024/2025,0,5,0.4,8.6,6,2,9,1.11,0.84,7.42,60.0,1.4,1.95,1.69,2.0,1.62,1.88,26.32,0,2.42,1.98,10.6,52.63,1.0,3.49,13,4.8,13.4,5.0,7.11,20.0,0.6,0,0
2024-12-26,E0,12:30,Man City,Everton,D,D,S Hooper,2024/2025,3,5,0.2,9.0,5,8,10,1.11,0.84,7.0,60.0,2.6,1.92,1.58,1.2,1.5,1.92,26.32,1,2.63,1.93,10.53,73.68,1.2,3.55,24,4.2,13.2,5.6,6.98,20.0,1.4,0,1
2025-01-04,E0,15:00,Bournemouth,Everton,H,D,J Brooks,2024/2025,0,8,0.2,7.6,15,9,14,1.11,0.84,6.32,20.0,4.0,1.91,1.9,0.8,1.86,2.03,26.32,2,2.09,1.93,10.77,31.58,1.2,4.18,19,3.6,11.2,6.8,6.59,20.0,0.6,0,1
2025-01-25,E0,15:00,Brighton,Everton,A,A,T Robinson,2024/2025,1,1,0.4,6.2,8,3,11,1.11,0.84,4.79,20.0,4.0,2.02,2.08,0.6,2.05,1.94,26.32,3,1.95,2.04,9.56,68.42,1.2,3.92,16,2.6,8.8,7.2,5.64,20.0,1.2,0,0
2025-02-15,E0,17:30,Crystal Palace,Everton,A,A,A Taylor,2024/2025,6,6,0.8,5.4,9,11,12,1.11,0.84,4.58,80.0,5.0,2.08,2.63,1.2,2.63,1.89,26.32,0,1.63,2.12,9.99,47.37,0.6,4.46,17,2.6,8.0,8.0,5.53,20.0,2.2,1,0
2025-02-26,E0,19:30,Brentford,Everton,D,H,S Hooper,2024/2025,4,3,1.0,4.4,3,14,6,1.11,0.84,5.16,40.0,6.2,1.86,1.86,0.8,1.8,1.88,26.32,2,2.12,1.87,10.11,63.16,0.8,4.48,12,3.2,7.6,6.8,5.63,20.0,2.0,0,0
2025-03-08,E0,20:00,Wolves,Everton,D,D,S Attwell,2024/2025,4,3,1.0,4.6,11,12,16,1.11,0.84,3.89,40.0,5.2,2.04,2.63,0.8,2.5,1.95,26.32,2,1.59,2.06,9.31,57.89,0.8,4.42,11,3.2,7.8,6.2,4.89,20.0,1.4,0,0
2025-04-02,E0,20:00,Liverpool,Everton,H,D,S Barrott,2024/2025,0,3,1.0,5.6,7,5,11,1.11,0.84,6.53,60.0,3.6,2.07,1.86,2.4,1.86,2.06,26.32,2,2.1,2.08,10.41,63.16,0.8,3.93,17,3.6,9.2,6.6,6.48,20.0,0.6,0,1
2025-04-12,E0,15:00,Nott'm Forest,Everton,A,D,C Pawson,2024/2025,5,5,1.0,2.8,9,13,13,1.11,0.84,4.26,20.0,7.2,2.09,2.35,1.8,2.2,1.93,26.32,0,1.74,2.09,9.66,31.58,0.8,4.87,10,4.8,7.6,5.0,4.79,20.0,0.2,0,0
2025-04-26,E0,12:30,Chelsea,Everton,H,H,C Kavanagh,2024/2025,3,7,0.6,9.0,11,6,11,1.11,0.84,6.47,40.0,3.2,1.89,1.67,1.8,1.62,1.92,26.32,0,2.4,1.9,10.55,57.89,0.8,3.84,10,4.8,13.8,5.8,6.71,0.0,0.4,0,1
2025-05-10,E0,15:00,Fulham,Everton,A,D,M Salisbury,2024/2025,7,6,1.0,5.6,15,11,9,1.11,0.84,5.32,60.0,5.0,2.01,2.1,1.4,2.0,1.91,26.32,1,1.91,2.01,10.06,63.16,0.8,4.26,18,4.8,10.4,6.4,5.8,20.0,1.8,1,0
2025-05-25,E0,16:00,Newcastle,Everton,A,D,T Harrington,2024/2025,6,6,1.0,7.4,12,14,9,1.11,0.84,6.21,60.0,3.8,1.93,1.5,2.8,1.44,1.85,26.32,1,2.81,1.96,10.95,63.16,0.6,4.34,17,4.4,11.8,7.8,6.61,20.0,0.4,0,1
2025-08-18,E0,20:00,Leeds,Everton,H,D,C Kavanagh,2025/2026,1,3,0.0,7.0,6,7,8,0.91,0.91,5.45,0.0,2.0,1.8,2.2,1.0,2.2,1.8,18.18,0,1.73,1.8,8.94,63.64,1.0,3.09,21,2.0,9.0,7.0,5.85,0.0,0.0,0,0
2025-08-30,E0,15:00,Wolves,Everton,A,A,M Oliver,2025/2026,4,4,1.5,3.0,15,10,10,0.91,0.91,3.18,100.0,4.0,1.93,2.5,1.0,2.5,1.98,18.18,0,1.6,1.97,7.74,54.55,1.5,3.79,12,2.0,5.0,4.5,3.95,50.0,3.5,1,0
2025-09-20,E0,12:30,Liverpool,Everton,H,H,D England,2025/2026,2,3,1.33,4.67,11,9,10,0.91,0.91,5.82,66.67,6.33,1.88,1.75,2.33,1.73,2.0,18.18,2,2.23,1.9,9.38,45.45,1.67,3.79,11,2.67,7.34,4.67,5.59,66.67,1.0,1,0
2025-10-18,E0,15:00,Man City,Everton,H,D,T Harrington,2025/2026,1,7,1.0,7.5,8,5,14,0.91,0.91,7.08,50.0,2.75,1.98,1.71,2.5,1.67,1.8,18.18,0,2.25,2.02,9.91,58.33,1.75,3.19,19,2.75,10.25,6.25,6.72,50.0,0.75,0,1
2025-11-03,E0,20:00,Sunderland,Everton,D,A,T Bramall,2025/2026,2,3,1.0,4.2,10,8,12,0.91,0.91,3.73,40.0,3.8,1.93,2.45,1.8,2.38,2.0,18.18,3,1.64,1.93,8.07,45.45,1.6,3.56,17,2.4,6.6,5.8,4.51,40.0,0.6,0,0
2025-11-24,E0,20:00,Man United,Everton,A,A,T Harrington,2025/2026,1,6,1.2,4.8,12,3,9,0.91,0.91,4.45,60.0,3.2,1.85,1.85,2.2,1.85,1.98,18.18,2,2.1,1.86,8.55,36.36,1.4,3.55,25,2.2,7.0,6.2,5.0,40.0,1.2,0,0
2025-12-02,E0,19:30,Bournemouth,Everton,A,D,M Salisbury,2025/2026,3,2,0.8,5.0,14,13,14,0.91,0.91,5.0,40.0,3.4,1.93,1.83,1.4,1.8,1.98,18.18,3,2.05,1.94,8.83,50.0,1.0,3.53,5,3.0,8.0,6.0,5.3,20.0,0.8,0,0
2025-12-13,E0,15:00,Chelsea,Everton,H,H,T Bramall,2025/2026,2,5,0.6,6.6,13,11,11,0.91,0.91,6.91,60.0,2.8,2.0,1.86,1.8,1.85,1.93,18.18,1,2.0,2.0,10.03,54.55,1.0,3.53,17,3.6,10.2,5.8,6.5,0.0,0.8,0,1
2025-12-27,E0,15:00,Burnley,Everton,D,D,C Pawson,2025/2026,6,0,0.6,4.2,8,15,8,0.91,0.91,3.08,20.0,5.6,1.98,2.63,0.4,2.63,1.88,18.18,0,1.58,1.98,8.25,33.33,0.6,4.2,16,4.0,8.2,4.8,4.05,0.0,1.6,0,1
2025-12-30,E0,19:30,Nott'm Forest,Everton,A,A,M Oliver,2025/2026,3,6,0.8,6.4,11,11,9,0.91,0.91,6.36,60.0,3.2,2.05,2.3,1.4,2.2,2.0,18.18,1,1.67,2.05,9.85,63.64,0.4,3.68,21,4.2,10.6,5.8,6.17,0.0,1.4,0,1
2026-01-18,E0,16:30,Aston Villa,Everton,A,D,T Harrington,2025/2026,3,5,0.8,5.0,15,9,13,0.91,0.91,5.18,60.0,3.8,2.0,1.85,1.6,1.8,2.08,18.18,1,2.0,2.0,9.23,63.64,0.4,3.91,18,4.8,9.8,5.2,5.32,0.0,0.8,0,0
2023-08-12,E0,15:00,Everton,Fulham,A,D,S Attwell,2023/2024,2,9,1.0,10.0,12,9,6,1.95,1.26,5.11,0.0,4.0,1.97,2.26,0.0,2.1,1.87,63.16,0,1.81,2.0,11.15,36.84,0.0,5.08,19,4.0,14.0,10.0,6.07,0.0,1.0,0,1
2023-08-26,E0,15:00,Arsenal,Fulham,D,A,P Tierney,2023/2024,3,11,1.5,8.0,6,8,5,1.95,1.26,6.79,100.0,3.0,2.05,1.54,2.0,1.5,1.89,63.16,0,2.68,2.09,10.91,73.68,1.0,4.21,19,3.5,11.5,9.0,6.7,50.0,1.5,1,1
2023-09-02,E0,15:00,Man City,Fulham,H,H,M Oliver,2023/2024,4,5,1.33,3.5,12,6,12,1.95,1.26,8.16,50.0,2.5,1.9,1.47,3.0,1.44,2.05,63.16,2,3.26,1.92,11.01,57.89,2.33,4.18,7,4.0,7.5,7.33,6.83,66.67,0.5,1,0
2023-09-23,E0,15:00,Crystal Palace,Fulham,D,D,P Tierney,2023/2024,5,3,1.0,2.67,10,10,15,1.95,1.26,5.42,33.33,4.0,1.92,2.28,1.0,2.2,1.82,63.16,3,1.77,1.98,9.8,63.16,1.75,4.66,7,3.5,6.17,6.25,5.14,50.0,1.0,0,0
2023-10-23,E0,20:00,Tottenham,Fulham,H,H,A Taylor,2023/2024,3,5,0.8,8.75,10,10,14,1.95,1.26,7.21,50.0,4.5,2.1,1.59,2.0,1.5,2.0,63.16,2,2.79,2.13,11.61,84.21,1.8,4.95,15,3.8,12.55,5.6,6.66,40.0,0.5,0,0
2023-10-29,E0,14:00,Brighton,Fulham,D,H,M Salisbury,2023/2024,5,7,0.8,8.2,12,10,8,1.95,1.26,7.05,80.0,3.0,1.98,1.72,2.0,1.65,1.88,63.16,0,2.45,2.0,10.93,57.89,2.0,4.47,18,3.6,11.8,5.0,6.46,40.0,1.6,0,0
2023-11-12,E0,14:00,Aston Villa,Fulham,H,H,S Hooper,2023/2024,5,6,0.6,4.2,4,9,17,1.95,1.26,6.0,100.0,3.6,1.88,1.82,3.8,1.7,1.78,63.16,2,2.36,1.92,9.87,78.95,2.2,4.51,12,3.4,7.6,3.8,5.36,40.0,1.0,1,0
2023-12-03,E0,14:00,Liverpool,Fulham,H,D,S Attwell,2023/2024,5,12,1.0,7.2,6,9,7,1.95,1.26,8.58,80.0,4.6,1.98,1.43,3.0,1.4,1.96,63.16,0,3.19,2.04,11.51,68.42,2.0,4.45,26,3.2,10.4,3.6,7.06,40.0,0.8,1,0
2023-12-16,E0,15:00,Newcastle,Fulham,H,D,S Barrott,2023/2024,4,10,1.0,4.4,7,6,12,1.95,1.26,5.89,60.0,5.0,2.05,1.84,2.6,1.8,2.0,63.16,0,2.13,2.06,10.19,68.42,2.6,4.85,27,3.0,7.4,4.0,5.34,60.0,0.2,1,0
