Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,HST,AvgLast5AwayGoalsScored,AS,AvgLast5HomeCorners,AvgAwayCornersConceded,HF,AF,AvgAwayGoalsScored,AvgAwayGoalsConceded,Last5HomeOver2.5Perc,AvgLast5HomeCornersConceded,AvgAHA,AvgLast5HomeGoalsScored,Last5AwayOver2.5Perc,AwayOver2.5Perc,MaxC_lt_2.5,AvgC_gt_2.5,PredictedTotalCorners,HomeOver2.5Perc,AvgHomeGoalsConceded,AvgLast5AwayGoalsConceded,PredictedAwayCorners,HS,AvgLast5AwayCorners,PredictedTotalCorners_Last5,AvgLast5AwayCornersConceded,PredictedHomeCorners,AvgHomeGoalsScored,AST,AvgLast5HomeGoalsConceded,Over2.5,OverUnder10.5Corners
2025-01-18,I1,14:00,Bologna,Monza,H,H,2024/2025,7,1.0,3,4.4,5.79,16,18,0.79,2.0,80.0,2.4,1.79,2.2,60.0,52.63,1.81,2.1,9.29,47.37,0.95,1.8,3.31,18,4.0,8.4,5.6,5.98,1.74,1,1.2,1,0
2025-01-27,I1,19:45,Genoa,Monza,H,D,2024/2025,6,0.8,5,6.0,5.79,13,19,0.79,2.0,40.0,6.6,1.93,1.2,60.0,52.63,1.6,2.45,9.41,42.11,1.32,2.0,4.22,18,4.6,10.6,6.0,5.19,1.11,1,0.8,0,1
2025-02-09,I1,14:00,Lazio,Monza,H,H,2024/2025,9,0.8,3,7.0,5.79,10,12,0.79,2.0,60.0,3.8,2.02,1.6,80.0,52.63,2.51,1.61,9.76,63.16,1.37,2.8,3.6,26,4.0,11.0,5.4,6.16,1.74,1,2.2,1,0
2025-02-24,I1,19:45,Roma,Monza,H,H,2024/2025,6,0.6,5,3.8,5.79,6,7,0.79,2.0,60.0,4.0,1.89,3.0,80.0,52.63,2.29,1.72,8.32,52.63,0.79,3.2,3.47,23,3.2,7.0,6.2,4.85,1.95,2,0.4,1,0
2025-03-08,I1,19:45,Inter,Monza,H,A,2024/2025,9,0.8,8,7.4,5.79,8,7,0.79,2.0,80.0,3.0,1.82,2.2,80.0,52.63,2.69,1.5,9.98,63.16,1.11,3.4,3.14,30,2.2,9.6,8.0,6.84,2.11,4,1.2,1,1
2025-03-30,I1,11:30,Cagliari,Monza,H,D,2024/2025,4,0.6,12,4.6,5.79,17,11,0.79,2.0,60.0,5.6,1.97,1.4,80.0,52.63,1.88,2.02,9.85,57.89,1.47,3.4,3.99,11,3.4,8.0,8.0,5.86,1.26,3,1.0,1,0
2025-04-12,I1,14:00,Venezia,Monza,H,D,2024/2025,4,0.6,10,3.6,5.79,20,20,0.79,2.0,0.0,5.4,1.86,0.2,80.0,52.63,1.88,2.02,8.79,31.58,1.16,3.2,4.1,9,3.0,6.6,6.8,4.69,0.89,3,0.4,0,0
2025-04-27,I1,17:00,Juventus,Monza,H,H,2024/2025,5,0.4,12,4.2,5.79,17,5,0.79,2.0,40.0,3.4,1.84,1.4,60.0,52.63,2.54,1.56,9.1,42.11,0.79,2.6,3.5,10,3.8,8.0,5.2,5.6,1.63,3,1.0,0,0
2025-05-11,I1,11:30,Udinese,Monza,A,D,2024/2025,5,0.8,5,5.2,5.79,21,8,0.79,2.0,40.0,4.2,2.03,0.4,60.0,52.63,2.07,1.86,9.01,52.63,1.42,2.0,3.84,21,3.2,8.4,5.4,5.17,1.16,2,1.4,1,0
2025-05-24,I1,19:45,Milan,Monza,H,D,2024/2025,6,0.4,6,4.2,5.79,8,9,0.79,2.0,60.0,4.8,1.85,1.8,40.0,52.63,3.25,1.35,9.38,47.37,0.84,1.8,3.85,21,4.2,8.4,3.6,5.53,1.58,2,1.0,0,0
2023-08-19,I1,17:30,Frosinone,Napoli,A,A,2023/2024,1,3.0,19,4.0,4.0,14,17,1.63,1.11,100.0,6.0,2.03,1.0,100.0,47.37,2.23,1.75,10.53,73.68,1.68,1.0,5.17,4,6.0,10.0,4.0,5.36,1.47,8,3.0,1,0
2023-09-16,I1,19:45,Genoa,Napoli,D,H,2023/2024,3,2.5,12,3.0,4.0,14,8,1.63,1.11,100.0,2.5,1.82,1.5,100.0,47.37,1.99,1.95,8.88,42.11,1.16,1.5,4.6,8,3.5,6.5,3.5,4.28,1.42,4,3.0,1,0
2023-09-24,I1,17:00,Bologna,Napoli,D,D,2023/2024,2,1.67,12,4.33,4.0,16,12,1.63,1.11,33.33,4.33,1.99,0.67,66.67,47.37,2.13,1.83,9.1,36.84,0.63,1.0,4.49,5,4.0,8.33,4.0,4.61,1.74,4,1.0,0,0
2023-09-30,I1,14:00,Lecce,Napoli,A,A,2023/2024,4,2.25,15,4.5,4.0,11,11,1.63,1.11,50.0,4.25,1.95,1.25,75.0,47.37,1.9,2.0,9.44,36.84,1.42,0.75,4.75,9,4.75,9.25,3.75,4.69,0.89,6,1.25,1,0
2023-10-21,I1,14:00,Verona,Napoli,A,A,2023/2024,9,2.4,22,3.25,4.0,12,9,1.63,1.11,50.0,6.25,1.81,0.75,80.0,47.37,2.11,1.78,9.64,57.89,1.37,0.8,5.42,15,5.4,8.65,4.0,4.22,1.21,10,1.25,1,1
2023-11-04,I1,14:00,Salernitana,Napoli,A,A,2023/2024,3,2.2,21,5.6,4.0,15,10,1.63,1.11,60.0,5.0,1.94,0.6,60.0,47.37,2.58,1.57,10.02,68.42,2.0,0.6,5.35,10,6.0,11.6,4.8,4.67,0.89,8,2.4,0,1
2023-11-25,I1,17:00,Atalanta,Napoli,A,A,2023/2024,5,2.2,11,6.2,4.0,15,9,1.63,1.11,40.0,3.6,1.92,1.2,60.0,47.37,2.13,1.79,10.32,68.42,0.84,0.4,4.74,16,6.6,12.8,5.2,5.58,2.21,4,0.8,1,0
2023-12-08,I1,19:45,Juventus,Napoli,H,D,2023/2024,2,2.2,13,5.6,4.0,11,12,1.63,1.11,20.0,2.8,1.9,1.4,60.0,47.37,1.78,2.16,10.07,26.32,0.58,0.6,4.67,11,6.8,12.4,4.8,5.4,1.37,1,0.4,0,0
2023-12-23,I1,19:45,Roma,Napoli,H,D,2023/2024,4,1.4,7,5.0,4.0,19,12,1.63,1.11,40.0,2.8,1.78,1.8,40.0,47.37,1.77,2.2,9.36,52.63,1.0,1.0,4.67,17,5.4,10.4,5.0,4.69,2.0,2,0.6,0,0
2024-01-07,I1,14:00,Torino,Napoli,H,H,2023/2024,6,0.8,10,5.8,4.0,7,10,1.63,1.11,60.0,3.2,1.79,2.0,40.0,47.37,1.69,2.32,9.63,26.32,0.47,1.4,4.43,10,4.8,10.6,4.4,5.2,0.95,3,0.4,1,0
2024-01-28,I1,17:00,Lazio,Napoli,D,D,2023/2024,1,0.4,5,4.8,4.0,11,11,1.63,1.11,20.0,4.0,1.9,1.0,40.0,47.37,1.6,2.46,9.26,26.32,0.74,1.4,4.44,10,3.6,8.4,3.6,4.82,1.21,0,0.6,0,0
2024-02-11,I1,19:45,Milan,Napoli,H,H,2023/2024,6,0.0,12,3.4,4.0,9,12,1.63,1.11,60.0,3.6,1.9,2.0,20.0,47.37,1.98,1.97,9.09,52.63,0.89,1.4,4.4,10,3.2,6.6,2.8,4.69,2.0,2,0.6,0,0
2024-02-25,I1,14:00,Cagliari,Napoli,D,D,2023/2024,3,0.2,9,5.8,4.0,12,12,1.63,1.11,60.0,4.8,1.87,1.0,20.0,47.37,2.09,1.79,9.53,63.16,1.68,1.4,4.84,8,2.6,8.4,3.0,4.69,1.47,4,1.4,0,0
2024-02-28,I1,17:00,Sassuolo,Napoli,A,A,2023/2024,2,1.4,27,3.6,4.0,3,5,1.63,1.11,60.0,5.8,2.0,1.2,40.0,47.37,2.28,1.7,9.61,47.37,1.79,1.2,5.04,5,4.6,8.2,3.2,4.57,1.21,9,2.4,1,1
2024-03-17,I1,19:45,Inter,Napoli,D,H,2023/2024,6,1.6,11,7.4,4.0,19,6,1.63,1.11,60.0,3.4,1.87,2.4,20.0,47.37,2.2,1.73,10.52,52.63,0.58,0.8,4.35,19,5.0,12.4,3.8,6.17,2.32,3,0.4,0,1
2024-04-07,I1,14:00,Monza,Napoli,A,H,2023/2024,2,2.4,19,4.4,4.0,10,8,1.63,1.11,60.0,4.2,1.87,1.6,40.0,47.37,2.09,1.81,9.31,42.11,1.37,1.2,4.86,7,5.6,10.0,3.2,4.45,1.21,8,2.0,1,0
2024-04-20,I1,17:00,Empoli,Napoli,H,H,2023/2024,1,2.4,9,3.8,4.0,14,12,1.63,1.11,20.0,5.2,1.87,1.0,40.0,47.37,2.2,1.77,9.69,31.58,1.21,1.2,5.45,7,6.8,10.6,3.4,4.24,0.79,1,1.0,0,0
2024-05-06,I1,19:45,Udinese,Napoli,D,D,2023/2024,2,2.4,12,4.0,4.0,13,10,1.63,1.11,40.0,6.2,1.98,0.8,40.0,47.37,2.1,1.8,9.96,47.37,1.53,1.2,5.53,10,7.2,11.2,4.0,4.43,1.11,4,1.6,0,1
2024-05-17,I1,19:45,Fiorentina,Napoli,D,H,2023/2024,5,1.6,15,6.8,4.0,16,14,1.63,1.11,80.0,2.6,1.86,2.2,40.0,47.37,2.19,1.75,9.66,68.42,1.16,1.4,4.46,14,5.8,12.6,4.0,5.2,1.95,3,1.4,1,0
2024-08-18,I1,17:30,Verona,Napoli,H,D,2024/2025,5,0.0,15,1.0,4.47,15,13,1.42,0.74,100.0,5.0,2.01,3.0,100.0,42.11,2.01,1.91,8.29,57.89,1.89,3.0,4.34,8,5.0,6.0,1.0,3.95,0.79,5,0.0,1,0
2024-09-15,I1,17:00,Cagliari,Napoli,A,A,2024/2025,3,2.0,12,5.67,4.47,22,11,1.42,0.74,33.33,4.33,1.83,0.33,100.0,42.11,2.13,1.8,9.62,57.89,1.47,1.5,4.38,16,4.5,10.17,4.0,5.24,1.26,5,1.67,1,1
2024-09-21,I1,17:00,Juventus,Napoli,D,D,2024/2025,1,1.33,8,4.33,4.47,10,13,1.42,0.74,33.33,2.33,1.94,1.0,66.67,42.11,1.69,2.3,8.98,42.11,0.79,1.0,3.82,9,4.0,8.33,4.0,5.16,1.63,1,0.0,0,0
2024-10-20,I1,11:30,Empoli,Napoli,A,D,2024/2025,4,1.25,9,5.0,4.47,14,13,1.42,0.74,0.0,5.5,1.85,0.0,50.0,42.11,1.82,2.1,8.99,36.84,1.37,0.75,4.47,11,4.75,9.75,4.75,4.52,0.53,1,0.25,0,1
2024-10-29,I1,19:45,Milan,Napoli,A,A,2024/2025,5,1.4,9,6.4,4.47,14,6,1.42,0.74,60.0,3.0,2.07,2.0,40.0,42.11,2.0,1.93,9.59,47.37,0.84,0.6,4.05,13,4.0,10.4,4.8,5.54,1.58,4,0.8,0,0
2024-11-10,I1,19:45,Inter,Napoli,D,D,2024/2025,4,1.6,5,9.2,4.47,15,12,1.42,0.74,60.0,2.4,1.97,2.0,20.0,42.11,2.0,1.9,10.04,63.16,1.11,0.2,3.61,13,3.4,12.6,5.4,6.43,2.11,2,1.8,0,0
2024-12-01,I1,14:00,Torino,Napoli,A,A,2024/2025,1,1.0,16,3.2,4.47,15,9,1.42,0.74,20.0,3.4,2.04,0.8,0.0,42.11,1.61,2.4,8.47,15.79,0.95,0.2,4.03,5,4.0,7.2,4.8,4.44,0.89,6,1.2,0,1
2024-12-14,I1,17:00,Udinese,Napoli,A,H,2024/2025,3,1.6,17,5.2,4.47,14,8,1.42,0.74,20.0,4.0,1.98,0.8,20.0,42.11,1.78,2.17,9.19,52.63,1.42,0.4,4.43,7,5.2,10.4,4.6,4.76,1.16,4,1.4,1,1
2024-12-21,I1,17:00,Genoa,Napoli,A,A,2024/2025,3,1.8,12,5.4,4.47,8,8,1.42,0.74,40.0,5.4,1.91,0.8,40.0,42.11,1.67,2.28,9.17,42.11,1.32,0.6,4.55,11,5.0,10.4,4.2,4.62,1.11,2,1.2,1,1
2025-01-04,I1,17:00,Fiorentina,Napoli,A,A,2024/2025,2,2.0,10,6.8,4.47,17,15,1.42,0.74,80.0,2.6,1.81,2.0,60.0,42.11,1.7,2.31,8.47,63.16,0.95,0.6,4.07,14,5.2,12.0,4.0,4.4,1.68,4,1.4,1,0
2025-01-18,I1,19:45,Atalanta,Napoli,A,A,2024/2025,6,2.4,6,4.6,4.47,18,9,1.42,0.74,80.0,2.4,1.85,2.0,80.0,42.11,1.8,2.16,8.82,52.63,1.26,0.8,3.77,15,5.0,9.6,3.8,5.05,1.89,3,1.6,1,0
2025-02-02,I1,19:45,Roma,Napoli,D,A,2024/2025,2,2.4,5,4.2,4.47,9,13,1.42,0.74,60.0,3.6,2.04,3.0,80.0,42.11,1.8,2.14,8.22,52.63,0.79,1.0,3.94,12,4.2,8.4,3.4,4.28,1.95,2,0.6,0,0
2025-02-15,I1,17:00,Lazio,Napoli,D,D,2024/2025,5,2.2,6,7.6,4.47,9,19,1.42,0.74,60.0,3.6,1.97,2.0,80.0,42.11,1.73,2.27,9.61,63.16,1.37,1.2,3.84,12,2.6,10.2,4.2,5.77,1.74,3,1.4,1,0
2025-02-23,I1,11:30,Como,Napoli,H,D,2024/2025,3,2.0,13,4.4,4.47,17,14,1.42,0.74,100.0,3.6,1.87,1.8,80.0,42.11,1.85,2.32,8.49,47.37,1.37,1.4,3.78,8,2.6,7.0,4.0,4.71,1.47,4,1.6,1,0
2025-03-16,I1,11:30,Venezia,Napoli,D,D,2024/2025,4,1.4,15,4.8,4.47,19,8,1.42,0.74,0.0,6.8,1.91,0.2,60.0,42.11,1.88,2.05,8.91,31.58,1.16,1.4,4.73,13,3.8,8.6,3.8,4.18,0.89,7,0.6,0,1
2025-04-07,I1,19:45,Bologna,Napoli,D,A,2024/2025,4,1.0,6,6.2,4.47,11,18,1.42,0.74,80.0,2.4,1.84,2.6,40.0,42.11,1.58,2.51,9.49,47.37,0.95,1.2,3.74,12,4.2,10.4,4.8,5.75,1.74,2,1.0,0,1
2025-04-19,I1,17:00,Monza,Napoli,A,D,2024/2025,0,1.0,16,3.6,4.47,18,11,1.42,0.74,20.0,4.6,1.86,0.4,40.0,42.11,2.14,1.77,8.44,47.37,1.63,1.0,4.35,8,5.0,8.6,5.6,4.09,0.68,5,1.4,0,1
2025-05-03,I1,17:00,Lecce,Napoli,A,A,2024/2025,1,0.8,8,6.0,4.47,11,4,1.42,0.74,40.0,4.4,1.92,0.6,20.0,42.11,1.8,2.09,9.62,42.11,1.63,0.6,4.54,9,5.2,11.2,5.2,5.08,0.68,2,1.8,0,0
2025-05-18,I1,19:45,Parma,Napoli,D,D,2024/2025,4,0.6,7,4.2,4.47,13,16,1.42,0.74,40.0,4.8,1.88,1.0,0.0,42.11,2.01,1.9,8.81,52.63,1.47,0.2,4.55,6,4.4,8.6,5.0,4.26,1.32,2,1.0,0,0
2025-08-23,I1,17:30,Sassuolo,Napoli,A,A,2025/2026,2,2.0,13,1.0,2.92,17,17,1.17,1.0,0.0,2.0,1.89,0.0,0.0,33.33,1.86,1.97,7.12,45.45,1.27,0.0,4.19,7,2.0,3.0,1.0,2.93,1.09,4,2.0,0,0
2025-09-13,I1,19:45,Fiorentina,Napoli,A,A,2025/2026,3,2.5,14,8.0,2.92,14,14,1.17,1.0,100.0,5.0,1.82,1.0,50.0,33.33,1.67,2.21,9.65,63.64,1.55,0.5,4.57,19,3.5,11.5,4.5,5.08,1.36,9,3.0,1,1
2025-09-28,I1,19:45,Milan,Napoli,H,H,2025/2026,3,2.0,19,5.67,2.92,7,7,1.17,1.0,66.67,4.33,1.8,1.33,66.67,33.33,1.8,2.03,9.47,54.55,0.82,1.0,4.44,6,4.67,10.34,3.33,5.03,1.55,7,1.0,1,0
2025-10-18,I1,17:00,Torino,Napoli,H,H,2025/2026,2,1.5,22,3.67,2.92,9,9,1.17,1.0,33.33,4.67,1.98,0.33,50.0,33.33,1.62,2.32,8.38,63.64,1.82,1.0,4.66,12,6.25,9.92,3.25,3.72,1.0,5,1.0,0,1
2025-10-28,I1,17:30,Lecce,Napoli,A,D,2025/2026,2,1.4,14,4.0,2.92,10,14,1.17,1.0,40.0,6.0,1.92,0.6,40.0,33.33,1.67,2.22,9.03,41.67,1.25,0.8,4.92,7,6.0,10.0,3.2,4.11,0.58,3,1.4,0,0
2025-11-09,I1,14:00,Bologna,Napoli,H,D,2025/2026,4,1.0,4,5.0,2.92,14,15,1.17,1.0,40.0,3.0,1.75,1.8,40.0,33.33,1.5,2.53,9.23,40.0,1.0,1.2,4.52,11,6.4,11.4,4.0,4.71,1.2,1,0.2,0,0
2025-11-30,I1,19:45,Roma,Napoli,A,A,2025/2026,2,0.6,8,5.6,2.92,14,13,1.17,1.0,20.0,2.8,5.37,1.2,20.0,33.33,1.46,2.73,8.78,18.18,0.55,1.0,4.22,8,5.8,11.4,3.2,4.56,1.27,5,0.6,0,0
2025-12-14,I1,14:00,Udinese,Napoli,H,D,2025/2026,5,0.4,7,4.6,2.92,16,9,1.17,1.0,60.0,4.0,1.81,1.2,0.0,33.33,1.62,2.29,8.41,45.45,1.45,0.8,4.6,18,5.0,9.6,3.2,3.81,1.0,0,1.4,0,0
2025-12-28,I1,14:00,Cremonese,Napoli,A,A,2025/2026,2,0.8,22,2.6,2.92,13,8,1.17,1.0,40.0,6.6,1.96,1.0,0.0,33.33,1.73,2.12,8.13,40.0,1.3,0.6,5.15,6,4.8,7.4,2.8,2.98,1.1,8,1.6,0,1
2026-01-04,I1,11:30,Lazio,Napoli,A,A,2025/2026,0,1.0,14,5.4,2.92,10,13,1.17,1.0,0.0,3.2,1.86,1.0,0.0,33.33,1.53,2.48,8.55,36.36,1.09,0.6,4.32,5,5.0,10.4,2.6,4.23,1.36,3,0.6,0,0
2026-01-11,I1,19:45,Inter,Napoli,D,D,2025/2026,4,1.4,7,6.0,2.92,12,11,1.17,1.0,60.0,1.6,1.83,2.2,20.0,33.33,1.67,2.18,9.85,75.0,0.83,0.6,3.92,13,4.4,10.4,2.4,5.93,2.75,3,0.8,1,0
2026-01-25,I1,17:00,Juventus,Napoli,H,H,2025/2026,6,1.2,9,3.8,2.92,21,11,1.17,1.0,80.0,3.6,1.72,2.6,40.0,33.33,1.57,2.41,8.97,54.55,0.73,1.2,4.46,12,4.4,8.2,2.0,4.51,2.09,1,0.6,1,0
2024-08-31,I1,19:45,Napoli,Parma,H,A,2024/2025,7,1.0,13,6.5,6.37,12,6,1.0,1.58,100.0,4.5,1.79,2.5,100.0,57.89,2.47,1.58,10.91,47.37,0.68,2.0,4.31,29,4.0,10.5,6.0,6.6,1.68,2,0.5,1,0
2024-09-21,I1,19:45,Lecce,Parma,D,H,2024/2025,3,1.5,24,4.67,6.37,12,11,1.0,1.58,66.67,8.33,1.95,1.0,100.0,57.89,2.07,1.88,10.86,42.11,1.63,2.0,5.56,14,8.0,12.67,4.0,5.3,0.68,10,2.0,1,1
2024-10-06,I1,14:00,Bologna,Parma,D,D,2024/2025,3,1.0,13,7.0,6.37,15,16,1.0,1.58,0.0,5.75,2.03,0.75,66.67,57.89,2.17,1.77,11.25,47.37,0.95,1.33,4.73,19,7.33,14.33,7.0,6.52,1.74,2,0.75,0,1
2024-10-19,I1,14:00,Como,Parma,D,D,2024/2025,3,1.0,9,6.67,6.37,14,10,1.0,1.58,66.67,2.67,1.86,2.0,50.0,57.89,2.45,1.59,10.13,47.37,1.37,1.25,4.42,11,6.5,13.17,7.0,5.71,1.47,3,1.67,0,1
2024-10-30,I1,19:45,Juventus,Parma,D,A,2024/2025,6,1.2,13,7.0,6.37,7,5,1.0,1.58,20.0,3.4,1.94,0.8,60.0,57.89,2.49,1.61,10.77,42.11,0.79,1.4,4.51,24,6.4,13.4,7.6,6.26,1.63,5,0.6,1,1
2024-11-09,I1,14:00,Venezia,Parma,A,D,2024/2025,6,1.4,10,3.2,6.37,9,10,1.0,1.58,40.0,4.8,2.0,1.2,60.0,57.89,2.45,1.61,10.05,31.58,1.16,1.2,5.18,12,6.8,10.0,7.6,4.87,0.89,3,1.4,1,1
2024-12-06,I1,17:30,Inter,Parma,H,H,2024/2025,5,1.2,5,10.0,6.37,8,3,1.0,1.58,60.0,2.2,2.03,2.4,60.0,57.89,3.8,1.32,11.41,63.16,1.11,1.4,4.05,18,4.6,14.6,9.2,7.36,2.11,2,1.6,1,1
2024-12-22,I1,11:30,Roma,Parma,H,H,2024/2025,9,1.2,9,4.4,6.37,10,9,1.0,1.58,60.0,3.0,1.98,2.4,80.0,57.89,2.78,1.48,9.38,52.63,0.79,2.4,4.18,19,3.8,8.2,7.6,5.2,1.95,3,1.2,1,0
2025-01-05,I1,17:00,Torino,Parma,D,D,2024/2025,4,1.0,10,4.8,6.37,9,9,1.0,1.58,0.0,4.0,1.97,0.2,80.0,57.89,1.95,1.94,9.84,15.79,0.95,2.2,4.47,12,4.4,9.2,7.8,5.37,0.89,3,1.0,0,1
2025-01-12,I1,11:30,Genoa,Parma,H,D,2024/2025,4,0.6,9,5.8,6.37,10,10,1.0,1.58,40.0,6.4,1.87,1.0,60.0,57.89,2.0,1.94,10.42,42.11,1.32,2.0,5.0,14,5.0,10.8,7.0,5.42,1.11,3,1.0,0,1
2025-01-26,I1,11:30,Milan,Parma,H,D,2024/2025,5,0.6,12,7.6,6.37,14,7,1.0,1.58,40.0,3.0,2.03,1.6,60.0,57.89,3.32,1.36,10.83,47.37,0.84,2.4,4.46,14,4.6,12.2,7.2,6.37,1.58,5,0.8,1,1
2025-02-09,I1,14:00,Cagliari,Parma,H,D,2024/2025,3,0.6,9,5.4,6.37,14,12,1.0,1.58,80.0,5.2,1.98,1.4,60.0,57.89,2.24,1.76,10.87,57.89,1.47,2.2,4.92,14,5.6,11.0,6.6,5.95,1.26,1,1.6,1,1
2025-03-01,I1,19:45,Udinese,Parma,H,H,2024/2025,6,0.6,9,5.2,6.37,15,7,1.0,1.58,60.0,5.2,2.04,1.6,40.0,57.89,2.06,1.85,10.51,52.63,1.42,1.4,5.04,20,6.6,11.8,7.0,5.47,1.16,4,0.8,0,1
2025-03-15,I1,14:00,Monza,Parma,D,D,2024/2025,4,0.8,14,3.8,6.37,14,16,1.0,1.58,20.0,4.2,1.76,0.6,40.0,57.89,1.92,1.97,9.43,47.37,1.63,1.6,4.74,12,5.8,9.6,6.6,4.69,0.68,6,1.0,0,0
2025-03-31,I1,17:30,Verona,Parma,D,D,2024/2025,0,0.8,10,4.4,6.37,11,9,1.0,1.58,60.0,3.4,1.79,0.4,40.0,57.89,1.73,2.23,9.84,57.89,1.89,1.4,4.53,6,5.0,9.4,6.4,5.31,0.79,1,2.0,0,0
2025-04-13,I1,14:00,Fiorentina,Parma,D,D,2024/2025,3,0.4,7,2.4,6.37,10,19,1.0,1.58,20.0,3.0,1.92,1.0,20.0,57.89,2.01,1.9,8.96,63.16,0.95,0.8,4.39,9,4.6,7.0,5.4,4.57,1.68,3,0.4,0,0
2025-04-28,I1,19:45,Lazio,Parma,D,A,2024/2025,7,0.6,7,6.2,6.37,12,11,1.0,1.58,40.0,3.8,1.99,1.4,20.0,57.89,2.38,1.63,10.5,63.16,1.37,0.8,4.31,14,3.6,9.8,5.0,6.19,1.74,5,1.4,1,0
2025-05-10,I1,19:45,Empoli,Parma,H,H,2024/2025,4,0.8,3,2.2,6.37,21,16,1.0,1.58,40.0,4.8,2.0,0.8,40.0,57.89,1.63,2.41,9.17,36.84,1.37,1.0,4.49,15,2.2,4.4,4.4,4.68,0.53,1,1.0,1,0
2025-05-25,I1,19:45,Atalanta,Parma,A,H,2024/2025,5,1.2,18,8.0,6.37,7,7,1.0,1.58,40.0,5.0,1.87,1.4,60.0,57.89,2.38,1.61,10.06,52.63,1.26,1.2,4.15,11,2.8,10.8,4.2,5.91,1.89,10,1.2,1,1
2025-08-24,I1,19:45,Juventus,Parma,H,D,2025/2026,8,0.0,8,6.0,5.0,9,13,0.64,1.18,0.0,6.0,1.82,2.0,0.0,36.36,1.93,1.95,9.85,54.55,0.73,2.0,4.2,25,6.0,12.0,6.0,5.65,2.09,2,0.0,0,1
2025-09-13,I1,14:00,Cagliari,Parma,H,H,2025/2026,5,0.0,17,3.5,5.0,15,18,0.64,1.18,0.0,3.5,1.94,1.5,0.0,36.36,1.73,2.14,8.57,30.0,1.3,2.0,4.38,12,5.5,9.0,5.0,4.19,1.1,5,0.5,0,0
2025-09-21,I1,14:00,Cremonese,Parma,D,D,2025/2026,1,0.0,15,4.0,5.0,16,8,0.64,1.18,50.0,3.5,1.98,1.5,0.0,36.36,1.83,2.06,7.96,40.0,1.3,1.33,4.17,3,4.67,8.67,4.33,3.79,1.1,3,1.0,0,0
2025-10-19,I1,14:00,Genoa,Parma,D,D,2025/2026,7,0.0,1,3.75,5.0,15,13,0.64,1.18,25.0,2.75,2.0,0.0,0.0,36.36,1.5,2.62,7.7,50.0,1.25,1.0,3.71,23,3.5,7.25,4.0,3.99,1.0,0,1.0,0,0
2025-10-29,I1,17:30,Roma,Parma,H,D,2025/2026,6,0.2,8,6.0,5.0,8,9,0.64,1.18,20.0,3.2,1.92,1.0,20.0,36.36,1.77,2.07,8.65,18.18,0.55,1.2,3.35,18,3.2,9.2,5.0,5.3,1.27,5,0.6,1,1
2025-11-23,I1,11:30,Verona,Parma,A,A,2025/2026,2,0.6,15,4.0,5.0,24,6,0.64,1.18,60.0,3.8,1.85,1.0,40.0,36.36,1.6,2.37,8.22,63.64,1.73,1.0,3.71,10,2.8,6.8,4.6,4.51,1.0,7,1.6,1,0
2025-12-08,I1,14:00,Pisa,Parma,A,A,2025/2026,2,0.8,9,4.0,5.0,15,7,0.64,1.18,0.0,4.0,1.78,0.2,40.0,36.36,1.67,2.21,8.24,9.09,1.0,0.6,3.79,14,1.8,5.8,5.0,4.45,0.18,2,0.6,0,0
2026-01-03,I1,14:00,Sassuolo,Parma,D,D,2025/2026,3,1.0,16,4.2,5.0,12,7,0.64,1.18,60.0,4.0,1.86,1.4,40.0,36.36,1.83,2.04,7.99,45.45,1.27,0.8,3.8,11,2.6,6.8,5.2,4.19,1.09,5,1.4,0,1
2026-01-11,I1,11:30,Lecce,Parma,A,H,2025/2026,1,1.4,12,5.4,5.0,16,17,0.64,1.18,60.0,3.6,1.94,0.8,60.0,36.36,1.53,2.56,8.71,41.67,1.25,1.0,3.74,10,3.2,8.6,5.2,4.97,0.58,2,1.6,1,0
2026-01-14,I1,17:30,Napoli,Parma,D,D,2025/2026,4,1.2,4,6.2,5.0,11,12,0.64,1.18,60.0,1.4,1.78,1.4,40.0,36.36,2.0,1.83,8.78,60.0,0.8,0.6,3.02,16,3.0,9.2,4.8,5.76,1.7,1,0.8,0,0
2026-01-25,I1,14:00,Atalanta,Parma,H,H,2025/2026,9,0.8,15,5.4,5.0,14,8,0.64,1.18,40.0,5.8,1.87,1.8,40.0,36.36,2.15,1.75,9.84,33.33,0.75,1.2,4.0,21,4.0,9.4,5.2,5.84,1.5,2,0.4,1,1
2025-08-24,I1,19:45,Atalanta,Pisa,D,A,2025/2026,6,1.0,11,10.0,5.27,9,10,1.45,2.36,0.0,4.0,1.73,1.0,0.0,72.73,2.1,1.75,10.77,33.33,0.75,1.0,3.92,21,4.0,14.0,10.0,6.85,1.5,2,1.0,0,1
2025-09-22,I1,19:45,Napoli,Pisa,H,H,2025/2026,6,1.5,15,9.0,5.27,10,18,1.45,2.36,50.0,1.5,1.8,2.0,50.0,72.73,1.91,1.91,9.56,60.0,0.8,2.0,3.18,18,3.5,12.5,7.5,6.38,1.7,6,1.0,1,0
2025-10-05,I1,14:00,Bologna,Pisa,H,H,2025/2026,7,1.0,2,5.67,5.27,16,12,1.45,2.36,66.67,2.67,2.02,2.33,66.67,72.73,1.67,2.19,9.12,40.0,1.0,2.67,3.59,24,3.0,8.67,5.67,5.53,1.2,0,0.33,1,0
