Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,HST,AvgLast5AwayGoalsScored,AS,AvgLast5HomeCorners,AvgAwayCornersConceded,HF,AF,AvgAwayGoalsScored,AvgAwayGoalsConceded,Last5HomeOver2.5Perc,AvgLast5HomeCornersConceded,AvgAHA,AvgLast5HomeGoalsScored,Last5AwayOver2.5Perc,AwayOver2.5Perc,MaxC_lt_2.5,AvgC_gt_2.5,PredictedTotalCorners,HomeOver2.5Perc,AvgHomeGoalsConceded,AvgLast5AwayGoalsConceded,PredictedAwayCorners,HS,AvgLast5AwayCorners,PredictedTotalCorners_Last5,AvgLast5AwayCornersConceded,PredictedHomeCorners,AvgHomeGoalsScored,AST,AvgLast5HomeGoalsConceded,Over2.5,OverUnder10.5Corners
2025-02-28,I1,19:45,Fiorentina,Lecce,H,H,2024/2025,3,1.4,8,3.6,6.89,10,12,0.74,1.42,40.0,4.2,1.82,1.4,60.0,36.84,1.63,2.43,8.44,63.16,0.95,1.4,3.64,10,2.8,6.4,5.2,4.8,1.68,3,0.8,0,0
2025-03-14,I1,19:45,Genoa,Lecce,H,H,2024/2025,2,1.0,15,5.0,6.89,12,10,0.74,1.42,20.0,5.8,1.78,1.6,60.0,36.84,1.56,2.54,9.21,42.11,1.32,1.6,4.04,8,3.0,8.0,4.0,5.17,1.11,2,0.4,1,0
2025-04-12,I1,19:45,Juventus,Lecce,H,H,2024/2025,7,1.0,14,5.6,6.89,7,10,0.74,1.42,40.0,3.4,1.79,1.2,60.0,36.84,2.01,1.9,9.49,42.11,0.79,1.2,3.54,22,3.6,9.2,4.6,5.95,1.63,3,1.0,1,1
2025-04-27,I1,19:45,Atalanta,Lecce,D,A,2024/2025,6,0.6,10,6.4,6.89,10,8,0.74,1.42,0.0,4.0,1.92,0.6,40.0,36.84,2.55,1.6,9.56,52.63,1.26,1.2,3.46,21,3.8,10.2,6.4,6.1,1.89,3,0.8,0,1
2025-05-11,I1,14:00,Verona,Lecce,D,D,2024/2025,2,0.8,11,3.4,6.89,17,15,0.74,1.42,20.0,3.8,1.98,0.4,40.0,36.84,1.56,2.69,9.07,57.89,1.89,1.4,3.73,6,3.6,7.0,6.4,5.34,0.79,3,1.0,0,0
2025-05-25,I1,19:45,Lazio,Lecce,A,A,2024/2025,7,1.0,9,7.4,6.89,11,11,0.74,1.42,20.0,3.2,1.92,1.0,40.0,36.84,2.32,1.63,10.36,63.16,1.37,1.2,3.6,26,4.0,11.4,8.2,6.76,1.74,3,1.2,0,1
2025-08-23,I1,17:30,Genoa,Lecce,D,D,2025/2026,2,0.0,7,3.0,6.7,16,13,0.6,1.4,0.0,7.0,1.88,0.0,0.0,20.0,1.58,2.42,9.14,50.0,1.25,0.0,4.9,5,7.0,10.0,3.0,4.24,1.0,0,0.0,0,0
2025-09-14,I1,14:00,Atalanta,Lecce,H,H,2025/2026,8,0.5,12,9.0,6.7,12,7,0.6,1.4,50.0,3.0,1.9,2.5,50.0,20.0,2.06,1.77,10.85,33.33,0.75,2.0,4.19,19,4.5,13.5,5.5,6.66,1.5,3,1.0,1,0
2025-10-04,I1,14:00,Parma,Lecce,A,A,2025/2026,2,0.67,7,3.0,6.7,16,16,0.6,1.4,33.33,4.67,1.96,1.0,33.33,20.0,1.67,2.21,9.05,27.27,1.18,1.33,4.62,10,6.0,9.0,5.0,4.43,0.64,3,1.0,0,1
2025-10-25,I1,14:00,Udinese,Lecce,H,H,2025/2026,4,1.0,13,4.25,6.7,12,12,0.6,1.4,50.0,4.0,1.99,1.25,50.0,20.0,1.63,2.27,9.41,45.45,1.45,1.75,4.54,8,6.75,11.0,4.75,4.87,1.0,3,1.75,1,1
2025-11-02,I1,14:00,Fiorentina,Lecce,A,A,2025/2026,4,1.0,11,4.4,6.7,14,21,0.6,1.4,80.0,5.0,1.98,1.0,40.0,20.0,1.73,2.13,10.29,63.64,1.55,1.4,4.61,15,6.2,10.6,4.6,5.68,1.36,4,2.0,0,0
2025-11-23,I1,17:00,Lazio,Lecce,H,H,2025/2026,9,1.0,5,4.6,6.7,8,13,0.6,1.4,20.0,4.6,2.0,1.6,40.0,20.0,1.5,2.56,9.64,36.36,1.09,1.8,4.24,19,5.2,9.8,5.6,5.4,1.36,1,0.8,0,0
2025-12-07,I1,11:30,Cremonese,Lecce,H,D,2025/2026,4,0.8,9,3.4,6.7,15,12,0.6,1.4,40.0,5.4,1.74,1.2,20.0,20.0,1.67,2.27,9.11,40.0,1.3,1.4,4.89,11,5.8,9.2,5.0,4.22,1.1,1,1.4,0,0
2026-01-03,I1,17:00,Juventus,Lecce,D,A,2025/2026,5,0.8,6,5.4,6.7,6,7,0.6,1.4,60.0,3.4,1.95,1.6,20.0,20.0,2.0,1.81,10.22,54.55,0.73,1.6,4.18,25,4.2,9.6,6.2,6.04,2.09,1,0.8,0,1
2026-01-14,I1,19:45,Inter,Lecce,H,D,2025/2026,7,0.4,10,7.6,6.7,11,14,0.6,1.4,60.0,2.0,1.85,2.0,0.0,20.0,2.5,1.52,11.14,75.0,0.83,1.2,3.59,21,3.0,10.6,7.6,7.55,2.75,1,0.8,0,1
2026-01-18,I1,19:45,Milan,Lecce,H,D,2025/2026,6,0.2,4,7.4,6.7,9,11,0.6,1.4,40.0,2.6,1.86,1.6,0.0,20.0,1.95,1.87,10.52,54.55,0.82,1.4,3.83,20,2.6,10.0,8.8,6.69,1.55,0,0.6,0,1
2023-08-21,I1,19:45,Bologna,Milan,A,A,2023/2024,5,2.0,10,3.0,4.42,10,4,2.0,1.68,0.0,6.0,1.99,0.0,0.0,78.95,1.94,2.0,8.99,36.84,0.63,0.0,4.51,17,6.0,9.0,3.0,4.48,1.74,6,2.0,0,0
2023-09-01,I1,19:45,Roma,Milan,A,A,2023/2024,2,2.0,9,6.0,4.42,14,15,2.0,1.68,100.0,3.0,1.89,1.5,50.0,78.95,1.64,2.44,9.04,52.63,1.0,0.5,4.35,13,5.5,11.5,3.0,4.69,2.0,4,2.0,1,0
2023-09-16,I1,17:00,Inter,Milan,H,H,2023/2024,7,1.67,9,4.67,4.42,16,13,2.0,1.68,66.67,1.33,2.01,3.67,66.67,78.95,2.13,1.85,9.65,52.63,0.58,2.0,3.66,14,3.67,8.34,3.67,5.99,2.32,2,0.33,1,0
2023-09-27,I1,17:30,Cagliari,Milan,A,A,2023/2024,6,2.0,17,3.67,4.42,13,6,2.0,1.68,33.33,6.0,1.83,0.33,75.0,78.95,1.78,2.24,9.38,63.16,1.68,1.75,4.75,16,4.0,7.67,3.5,4.63,1.47,6,1.67,1,0
2023-10-07,I1,19:45,Genoa,Milan,A,D,2023/2024,1,1.8,12,2.5,4.42,10,13,2.0,1.68,75.0,3.5,1.94,1.75,60.0,78.95,1.71,2.27,8.69,42.11,1.16,1.4,4.36,7,3.6,6.1,3.4,4.33,1.42,3,2.0,0,0
2023-10-29,I1,19:45,Napoli,Milan,D,A,2023/2024,4,1.8,20,7.8,4.42,14,10,2.0,1.68,80.0,3.6,1.93,2.0,80.0,78.95,2.03,1.94,10.31,63.16,1.42,1.8,3.92,17,3.2,11.0,4.0,6.39,1.26,6,1.6,1,0
2023-11-11,I1,14:00,Lecce,Milan,D,A,2023/2024,5,1.8,10,3.6,4.42,12,16,2.0,1.68,40.0,2.8,1.95,0.8,80.0,78.95,1.8,2.18,8.75,36.84,1.42,2.0,4.02,14,2.4,6.0,4.0,4.73,0.89,6,1.6,1,0
2023-12-09,I1,17:00,Atalanta,Milan,H,D,2023/2024,7,2.0,14,6.0,4.42,11,11,2.0,1.68,60.0,3.0,2.06,1.4,80.0,78.95,1.9,2.03,9.56,68.42,0.84,1.6,3.99,19,3.2,9.2,4.2,5.57,2.21,4,1.2,1,0
2023-12-22,I1,19:45,Salernitana,Milan,D,D,2023/2024,7,1.8,21,6.2,4.42,16,11,2.0,1.68,80.0,6.0,1.93,1.4,80.0,78.95,2.6,1.65,9.68,68.42,2.0,1.8,4.84,19,3.4,9.6,4.8,4.84,0.89,9,1.8,1,1
2024-01-07,I1,11:30,Empoli,Milan,A,A,2023/2024,2,2.2,13,6.2,4.42,9,13,2.0,1.68,60.0,5.8,1.82,0.8,100.0,78.95,2.19,1.75,9.68,31.58,1.21,1.8,4.9,17,4.2,10.4,5.4,4.78,0.79,6,2.6,1,1
2024-01-20,I1,19:45,Udinese,Milan,A,D,2023/2024,6,2.4,15,4.4,4.42,12,9,2.0,1.68,100.0,6.8,1.89,2.2,100.0,78.95,2.05,1.91,9.71,47.37,1.53,1.8,5.01,11,4.8,9.2,5.2,4.7,1.11,7,2.0,1,1
2024-02-03,I1,17:00,Frosinone,Milan,A,D,2023/2024,4,2.6,13,5.2,4.42,10,13,2.0,1.68,80.0,5.0,1.81,1.6,100.0,78.95,2.33,1.67,10.34,73.68,1.68,1.8,4.66,7,5.4,10.6,5.0,5.68,1.47,5,1.8,1,0
2024-02-18,I1,19:45,Monza,Milan,H,H,2023/2024,6,2.6,16,4.2,4.42,11,10,2.0,1.68,40.0,3.8,2.01,1.2,100.0,78.95,1.93,1.98,9.16,42.11,1.37,2.0,4.43,12,5.2,9.4,5.2,4.73,1.21,6,1.6,1,0
2024-03-01,I1,19:45,Lazio,Milan,A,D,2023/2024,3,2.4,14,4.4,4.42,17,19,2.0,1.68,40.0,3.6,1.88,1.0,80.0,78.95,1.81,2.09,9.16,26.32,0.74,1.6,4.19,11,5.0,9.4,4.4,4.97,1.21,5,0.8,0,0
2024-03-17,I1,14:00,Verona,Milan,A,A,2023/2024,4,2.4,18,3.2,4.42,9,8,2.0,1.68,60.0,7.4,1.92,1.4,80.0,78.95,1.95,1.95,9.43,57.89,1.37,1.8,5.13,15,4.8,8.0,3.8,4.3,1.21,6,1.4,1,0
2024-03-30,I1,19:45,Fiorentina,Milan,A,D,2023/2024,7,2.2,14,7.4,4.42,8,12,2.0,1.68,80.0,4.0,1.81,2.0,80.0,78.95,2.03,1.89,9.5,68.42,1.16,1.6,4.11,17,4.4,11.8,4.2,5.39,1.95,10,1.4,1,1
2024-04-14,I1,14:00,Sassuolo,Milan,D,H,2023/2024,5,2.2,23,4.4,4.42,12,9,2.0,1.68,60.0,4.0,1.96,1.6,80.0,78.95,2.35,1.64,9.39,47.37,1.79,1.8,4.53,10,4.8,9.2,4.2,4.86,1.21,7,2.6,1,0
2024-04-27,I1,17:00,Juventus,Milan,D,D,2023/2024,7,1.8,9,7.6,4.42,10,4,2.0,1.68,40.0,3.6,2.06,1.2,60.0,78.95,1.97,1.98,9.91,26.32,0.58,1.0,4.22,18,5.0,12.6,4.6,5.69,1.37,0,0.8,0,1
2024-05-18,I1,19:45,Torino,Milan,H,H,2023/2024,5,1.8,16,4.8,4.42,15,14,2.0,1.68,20.0,4.0,1.86,0.8,80.0,78.95,1.74,2.21,9.49,26.32,0.47,1.6,4.24,11,5.6,10.4,4.8,5.25,0.95,4,0.2,1,1
2024-08-24,I1,17:30,Parma,Milan,H,H,2024/2025,5,1.0,17,3.5,4.11,9,13,1.63,1.42,50.0,9.0,1.87,1.5,100.0,73.68,2.49,1.6,10.02,52.63,1.47,2.0,6.12,8,9.0,12.5,3.0,3.9,1.32,5,1.0,1,1
2024-08-31,I1,19:45,Lazio,Milan,D,A,2024/2025,5,1.5,10,5.5,4.11,12,9,1.63,1.42,100.0,5.0,2.08,2.5,100.0,73.68,2.02,1.86,10.67,63.16,1.37,2.0,5.22,7,8.0,13.5,4.0,5.45,1.74,4,1.5,1,1
2024-09-22,I1,19:45,Inter,Milan,A,D,2024/2025,4,1.67,16,6.33,4.11,13,4,1.63,1.42,66.67,4.0,2.01,2.33,100.0,73.68,2.21,1.73,10.7,63.16,1.11,1.67,4.72,13,6.0,12.33,4.67,5.98,2.11,8,0.67,1,0
2024-10-06,I1,19:45,Fiorentina,Milan,H,H,2024/2025,3,1.5,16,4.0,4.11,11,21,1.63,1.42,75.0,5.0,1.89,1.5,100.0,73.68,2.3,1.68,9.09,63.16,0.95,1.75,5.11,12,6.25,10.25,3.5,3.98,1.68,8,1.0,1,0
2024-11-02,I1,19:45,Monza,Milan,A,A,2024/2025,2,1.4,18,2.2,4.11,18,15,1.63,1.42,40.0,4.2,1.91,1.0,80.0,73.68,2.0,1.92,8.75,47.37,1.63,1.4,5.11,12,6.0,8.2,3.4,3.64,0.68,7,1.4,0,0
2024-11-09,I1,17:00,Cagliari,Milan,D,A,2024/2025,7,1.8,13,7.8,4.11,7,11,1.63,1.42,60.0,5.0,2.02,1.2,80.0,73.68,2.41,1.64,10.53,57.89,1.47,1.6,5.17,16,4.8,12.6,4.0,5.36,1.26,6,2.6,1,0
2024-12-06,I1,19:45,Atalanta,Milan,H,D,2024/2025,8,1.6,6,4.8,4.11,14,13,1.63,1.42,80.0,2.0,2.0,3.4,80.0,73.68,2.32,1.79,9.3,52.63,1.26,1.6,4.26,17,3.4,8.2,4.4,5.04,1.89,2,0.8,1,0
2024-12-20,I1,19:45,Verona,Milan,A,D,2024/2025,2,1.4,14,4.6,4.11,21,9,1.63,1.42,80.0,5.2,2.01,0.8,60.0,73.68,2.25,1.76,9.51,57.89,1.89,1.4,5.01,10,4.6,9.2,3.8,4.5,0.79,6,3.0,0,1
2025-01-14,I1,17:30,Como,Milan,A,D,2024/2025,4,1.6,12,5.2,4.11,11,17,1.63,1.42,20.0,4.2,1.91,1.2,60.0,73.68,2.1,1.84,9.39,47.37,1.37,1.2,4.67,12,4.0,9.2,4.2,4.72,1.47,6,1.0,1,0
2025-01-18,I1,17:00,Juventus,Milan,H,D,2024/2025,6,1.4,13,5.0,4.11,19,11,1.63,1.42,60.0,4.0,1.95,2.0,60.0,73.68,1.74,2.21,9.88,42.11,0.79,1.6,4.68,15,4.0,9.0,4.6,5.2,1.63,3,1.2,0,0
2025-02-08,I1,17:00,Empoli,Milan,A,D,2024/2025,0,1.2,16,6.4,4.11,17,10,1.63,1.42,40.0,3.8,1.83,0.6,40.0,73.68,2.23,1.72,9.46,36.84,1.37,1.0,4.98,8,4.6,11.0,3.8,4.48,0.53,5,1.8,0,0
2025-02-22,I1,17:00,Torino,Milan,H,H,2024/2025,3,1.2,26,6.2,4.11,14,5,1.63,1.42,20.0,4.8,2.03,1.2,40.0,73.68,2.11,1.84,9.63,15.79,0.95,1.0,5.14,9,6.8,13.0,3.2,4.49,0.89,8,0.6,1,1
2025-02-27,I1,19:45,Bologna,Milan,H,A,2024/2025,4,1.2,8,5.0,4.11,13,15,1.63,1.42,80.0,2.6,1.82,2.4,60.0,73.68,1.88,2.02,10.05,47.37,0.95,1.4,4.65,14,6.2,11.2,3.4,5.4,1.74,4,1.2,1,0
2025-03-08,I1,17:00,Lecce,Milan,A,H,2024/2025,3,1.4,16,7.0,4.11,13,7,1.63,1.42,40.0,4.8,1.98,0.4,60.0,73.68,2.01,1.92,10.34,42.11,1.63,1.6,5.43,11,6.8,13.8,3.4,4.91,0.68,9,1.6,1,0
2025-03-30,I1,19:45,Napoli,Milan,H,H,2024/2025,3,1.6,17,6.6,4.11,10,5,1.63,1.42,60.0,4.0,1.88,1.6,80.0,73.68,2.01,1.9,10.64,47.37,0.68,1.6,4.91,8,7.0,13.6,2.8,5.73,1.68,4,1.0,1,0
2025-04-11,I1,19:45,Udinese,Milan,A,A,2024/2025,5,2.0,14,5.4,4.11,10,9,1.63,1.42,60.0,5.2,1.95,1.4,100.0,73.68,2.04,1.86,10.01,52.63,1.42,1.6,5.44,14,7.2,12.6,3.4,4.57,1.16,7,1.4,1,1
2025-04-27,I1,11:30,Venezia,Milan,A,A,2024/2025,2,2.2,12,4.2,4.11,14,13,1.63,1.42,0.0,4.6,1.87,0.2,80.0,73.68,2.33,1.65,9.41,31.58,1.16,1.2,5.36,15,5.4,9.6,4.0,4.05,0.89,2,0.6,0,0
2025-05-05,I1,19:45,Genoa,Milan,A,D,2024/2025,4,2.4,10,4.2,4.11,14,12,1.63,1.42,40.0,5.2,2.01,1.0,80.0,73.68,2.1,1.81,9.77,42.11,1.32,1.0,5.3,11,5.8,10.0,4.8,4.47,1.11,5,1.2,1,1
2025-05-18,I1,19:45,Roma,Milan,H,D,2024/2025,6,2.0,12,5.4,4.11,12,16,1.63,1.42,20.0,3.8,1.85,1.4,80.0,73.68,2.16,1.74,9.2,52.63,0.79,1.2,4.71,15,4.8,10.2,5.2,4.49,1.95,3,0.4,1,0
2025-08-29,I1,19:45,Lecce,Milan,A,D,2025/2026,2,2.0,14,4.0,5.64,10,8,1.64,0.73,0.0,5.0,1.97,0.0,0.0,36.36,1.82,2.04,8.93,41.67,1.25,0.0,4.06,7,5.0,9.0,4.0,4.87,0.58,6,2.0,0,0
2025-09-20,I1,19:45,Udinese,Milan,A,A,2025/2026,4,2.5,13,3.0,5.64,9,7,1.64,0.73,50.0,2.5,1.8,0.5,50.0,36.36,2.15,1.75,8.01,45.45,1.45,0.0,3.75,10,4.5,7.5,2.5,4.26,1.0,6,2.0,1,0
2025-10-05,I1,19:45,Juventus,Milan,D,D,2025/2026,3,1.67,13,7.75,5.64,15,8,1.64,0.73,25.0,5.0,1.89,1.75,33.33,36.36,1.78,2.05,9.55,54.55,0.73,0.0,3.8,12,3.0,10.75,3.67,5.75,2.09,4,1.0,0,0
2025-10-28,I1,19:45,Atalanta,Milan,D,D,2025/2026,3,1.5,6,8.4,5.64,9,8,1.64,0.73,20.0,2.8,1.91,1.4,25.0,36.36,1.91,1.9,9.91,33.33,0.75,0.25,3.63,17,3.25,11.65,5.0,6.28,1.5,1,0.8,0,1
2025-11-08,I1,19:45,Parma,Milan,D,A,2025/2026,4,1.6,10,3.2,5.64,14,10,1.64,0.73,60.0,4.6,2.01,1.0,40.0,36.36,1.82,1.98,8.08,27.27,1.18,0.6,3.92,14,3.2,6.4,4.8,4.16,0.64,5,1.4,1,0
2025-11-23,I1,19:45,Inter,Milan,A,D,2025/2026,6,1.4,7,8.0,5.64,7,9,1.64,0.73,60.0,2.2,1.88,2.2,40.0,36.36,1.78,2.06,10.28,75.0,0.83,0.6,3.13,20,2.4,10.4,5.8,7.15,2.75,3,0.6,0,0
2025-12-08,I1,19:45,Torino,Milan,A,H,2025/2026,4,1.4,17,4.2,5.64,16,7,1.64,0.73,80.0,4.4,1.75,1.6,40.0,36.36,1.83,1.99,8.32,63.64,1.82,1.0,3.59,8,2.4,6.6,6.0,4.73,1.0,6,2.2,1,0
2026-01-02,I1,19:45,Cagliari,Milan,A,D,2025/2026,1,1.6,11,4.8,5.64,10,8,1.64,0.73,60.0,4.6,1.96,1.4,40.0,36.36,1.75,2.09,8.9,30.0,1.3,1.0,4.32,6,3.8,8.6,6.0,4.58,1.1,4,1.6,0,1
2026-01-11,I1,14:00,Fiorentina,Milan,D,D,2025/2026,7,1.6,13,6.4,5.64,10,14,1.64,0.73,40.0,3.8,1.95,1.8,40.0,36.36,2.0,1.86,9.58,63.64,1.55,1.0,3.85,20,4.0,10.4,5.8,5.73,1.36,3,1.0,0,1
2026-01-15,I1,19:45,Como,Milan,A,D,2025/2026,8,1.8,7,5.8,5.64,7,5,1.64,0.73,20.0,2.4,1.75,1.0,40.0,36.36,1.79,2.04,8.25,27.27,0.64,0.8,3.3,18,4.2,10.0,6.6,4.95,1.82,4,0.8,1,1
2026-01-25,I1,19:45,Roma,Milan,D,D,2025/2026,7,1.8,5,5.2,5.64,15,11,1.64,0.73,20.0,2.2,1.95,1.4,40.0,36.36,1.73,2.12,8.85,18.18,0.55,1.0,3.39,15,4.6,9.8,5.8,5.46,1.27,2,0.6,0,0
2023-08-19,I1,19:45,Inter,Monza,H,H,2023/2024,3,0.0,12,8.0,5.95,8,13,0.84,1.32,0.0,3.0,2.03,2.0,0.0,36.84,2.53,1.59,10.64,52.63,0.58,2.0,3.5,22,3.0,11.0,8.0,7.14,2.32,2,0.0,0,1
2023-09-02,I1,19:45,Atalanta,Monza,H,H,2023/2024,8,0.0,8,7.0,5.95,11,9,0.84,1.32,100.0,3.0,1.79,3.0,50.0,36.84,2.34,1.65,10.09,68.42,0.84,2.5,3.71,18,3.0,10.0,7.5,6.38,2.21,2,0.0,1,0
2023-09-23,I1,19:45,Lazio,Monza,D,D,2023/2024,1,0.33,16,8.0,5.95,13,7,0.84,1.32,0.0,2.0,1.84,0.5,33.33,36.84,2.23,1.76,9.37,26.32,0.74,2.0,3.57,8,3.0,11.0,5.33,5.8,1.21,4,1.0,0,0
2023-10-02,I1,17:30,Sassuolo,Monza,A,D,2023/2024,7,0.5,13,7.5,5.95,8,10,0.84,1.32,50.0,3.75,1.92,1.75,25.0,36.84,2.55,1.57,9.79,47.37,1.79,1.5,4.08,19,3.25,10.75,5.75,5.71,1.21,4,1.5,0,1
2023-10-22,I1,11:30,Roma,Monza,H,D,2023/2024,4,0.4,11,5.8,5.95,11,11,0.84,1.32,60.0,4.0,1.92,2.6,20.0,36.84,2.03,1.94,9.38,52.63,1.0,1.4,4.0,21,3.6,9.4,6.2,5.38,2.0,4,0.8,0,1
2023-11-05,I1,11:30,Verona,Monza,A,A,2023/2024,5,1.0,12,3.0,5.95,6,12,0.84,1.32,60.0,6.2,2.0,0.8,40.0,36.84,1.73,2.22,9.47,57.89,1.37,1.2,4.69,16,4.2,7.2,5.0,4.78,1.21,6,1.6,1,0
2023-11-26,I1,11:30,Cagliari,Monza,D,H,2023/2024,6,1.2,12,4.6,5.95,10,15,0.84,1.32,80.0,5.4,1.81,1.8,20.0,36.84,1.9,1.99,9.93,63.16,1.68,0.8,4.61,17,5.8,10.4,5.6,5.32,1.47,4,2.4,0,1
2023-12-17,I1,11:30,Milan,Monza,H,H,2023/2024,9,1.0,21,6.0,5.95,8,8,0.84,1.32,40.0,6.2,1.8,1.4,40.0,36.84,2.21,1.73,10.13,52.63,0.89,1.2,4.35,17,6.2,12.2,6.2,5.78,2.0,4,0.6,1,0
2023-12-29,I1,17:30,Napoli,Monza,D,D,2023/2024,9,0.8,8,7.0,5.95,10,21,0.84,1.32,60.0,3.0,1.81,0.8,40.0,36.84,2.28,1.7,10.82,63.16,1.42,1.2,3.84,25,5.6,12.6,6.8,6.98,1.26,3,1.4,0,1
2024-01-06,I1,14:00,Frosinone,Monza,A,A,2023/2024,5,1.4,7,5.8,5.95,11,16,0.84,1.32,80.0,4.2,1.94,1.4,60.0,36.84,2.13,1.82,10.51,73.68,1.68,1.4,4.26,10,4.8,10.6,6.2,6.25,1.47,2,1.4,1,0
2024-01-21,I1,14:00,Empoli,Monza,H,H,2023/2024,5,0.8,15,5.8,5.95,15,10,0.84,1.32,60.0,6.0,1.84,1.4,60.0,36.84,1.82,2.06,9.92,31.58,1.21,1.8,4.73,9,5.0,10.8,6.0,5.19,0.79,5,2.0,1,0
2024-02-03,I1,14:00,Udinese,Monza,D,D,2023/2024,6,0.6,3,4.8,5.95,12,13,0.84,1.32,80.0,7.0,1.92,1.6,60.0,36.84,1.8,2.18,9.78,47.37,1.53,1.6,4.64,21,3.6,8.4,5.4,5.14,1.11,2,1.4,0,1
2024-02-24,I1,17:00,Salernitana,Monza,A,D,2023/2024,3,1.0,17,4.6,5.95,6,13,0.84,1.32,80.0,6.6,1.78,0.8,40.0,36.84,1.79,2.13,9.96,68.42,2.0,1.0,4.78,11,4.8,9.4,6.0,5.18,0.89,7,2.2,0,1
2024-03-09,I1,19:45,Genoa,Monza,A,A,2023/2024,6,1.6,9,7.2,5.95,11,10,0.84,1.32,60.0,4.0,2.03,1.4,60.0,36.84,1.64,2.38,9.7,42.11,1.16,1.4,4.26,22,4.8,12.0,6.0,5.44,1.42,5,1.6,1,1
2024-03-30,I1,14:00,Torino,Monza,H,D,2023/2024,6,1.0,9,6.6,5.95,9,11,0.84,1.32,0.0,3.4,2.03,0.6,40.0,36.84,1.65,2.34,9.83,26.32,0.47,1.2,3.86,15,5.0,11.6,6.4,5.97,0.95,2,0.4,0,0
2024-04-13,I1,19:45,Bologna,Monza,D,D,2023/2024,7,1.0,4,7.0,5.95,13,19,0.84,1.32,20.0,1.8,1.91,1.4,20.0,36.84,1.86,2.05,9.37,36.84,0.63,0.6,3.58,17,3.6,10.6,8.2,5.79,1.74,0,0.2,0,0
2024-04-27,I1,14:00,Lecce,Monza,D,D,2023/2024,4,1.2,9,7.2,5.95,13,18,0.84,1.32,20.0,5.6,1.82,0.4,20.0,36.84,1.73,2.21,9.93,36.84,1.42,0.8,4.18,12,3.8,11.0,6.8,5.75,0.89,1,1.2,0,0
2024-05-13,I1,19:45,Fiorentina,Monza,H,D,2023/2024,8,1.0,5,7.4,5.95,9,14,0.84,1.32,80.0,2.4,1.9,2.2,40.0,36.84,2.35,1.64,9.43,68.42,1.16,1.2,3.42,15,1.8,9.2,6.6,6.01,1.95,2,1.4,1,0
2024-05-25,I1,17:00,Juventus,Monza,H,H,2023/2024,4,0.4,12,7.6,5.95,15,13,0.84,1.32,0.0,4.0,1.9,0.8,20.0,36.84,2.56,1.57,9.87,26.32,0.58,1.2,3.74,12,2.4,10.0,5.2,6.13,1.37,4,0.2,0,0
2024-08-17,I1,19:45,Empoli,Monza,D,D,2024/2025,1,0.0,4,7.0,5.79,16,19,0.79,2.0,0.0,3.0,1.76,0.0,0.0,52.63,1.73,2.22,8.92,36.84,1.37,0.0,3.64,9,3.0,10.0,7.0,5.28,0.53,1,0.0,0,0
2024-09-01,I1,17:30,Fiorentina,Monza,D,A,2024/2025,5,1.0,4,6.5,5.79,11,21,0.79,2.0,50.0,1.5,1.95,1.0,50.0,52.63,1.85,2.08,8.13,63.16,0.95,1.0,3.18,15,1.5,8.0,6.5,4.95,1.68,3,1.0,1,0
2024-09-29,I1,19:45,Napoli,Monza,H,H,2024/2025,2,0.67,5,4.67,5.79,16,8,0.79,2.0,66.67,4.0,2.03,2.33,33.33,52.63,2.23,1.74,9.45,47.37,0.68,1.33,3.31,11,2.0,6.67,4.67,6.14,1.68,1,0.33,0,0
2024-10-21,I1,19:45,Verona,Monza,A,A,2024/2025,4,1.25,10,6.4,5.79,8,13,0.79,2.0,100.0,4.8,1.87,1.4,50.0,52.63,1.68,2.3,9.01,57.89,1.89,1.0,3.71,16,3.0,9.4,5.75,5.3,0.79,4,2.0,1,1
2024-10-30,I1,19:45,Atalanta,Monza,H,D,2024/2025,6,1.0,4,4.6,5.79,14,11,0.79,2.0,80.0,1.8,1.95,3.6,40.0,52.63,2.36,1.65,8.62,52.63,1.26,1.2,3.06,16,2.6,7.2,5.6,5.56,1.89,3,1.4,0,0
2024-11-24,I1,14:00,Torino,Monza,D,D,2024/2025,5,1.2,9,2.8,5.79,17,13,0.79,2.0,20.0,3.4,1.81,0.8,40.0,52.63,1.54,2.62,8.29,15.79,0.95,1.4,3.48,12,2.6,5.4,5.6,4.81,0.89,6,1.0,0,0
2024-11-30,I1,14:00,Como,Monza,D,H,2024/2025,3,1.0,9,6.6,5.79,16,11,0.79,2.0,40.0,3.6,1.81,1.2,20.0,52.63,1.87,2.08,8.97,47.37,1.37,1.2,3.45,17,3.4,10.0,6.6,5.52,1.47,3,2.2,0,1
2024-12-15,I1,11:30,Lecce,Monza,H,H,2024/2025,4,1.2,10,2.4,5.79,15,16,0.79,2.0,40.0,4.8,1.75,1.0,40.0,52.63,1.76,2.24,9.28,42.11,1.63,1.2,4.07,11,4.2,6.6,6.8,5.21,0.68,1,1.8,1,0
2024-12-28,I1,14:00,Parma,Monza,H,D,2024/2025,3,0.8,10,3.6,5.79,16,21,0.79,2.0,80.0,6.0,1.84,1.6,40.0,52.63,2.04,1.91,8.86,52.63,1.47,1.6,4.24,9,4.2,7.8,5.8,4.62,1.32,4,1.8,1,0
