Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,Last5HomeOver2.5Perc,HomeOver2.5Perc,HST,Last5HomeOver2.5Count,AwayOver2.5Perc,MaxAHH,AST,PredictedTotalCorners_Last5,AvgLast5AwayGoalsScored,MaxC_gt_2.5,AvgHomeCorners,AvgLast5HomeCornersConceded,AvgLast5AwayCorners,HF,AvgLast5HomeCorners,HS,AvgLast5AwayGoalsConceded,PredictedTotalCorners,Last5AwayOver2.5Perc,PAHA,PredictedHomeCorners,Last5AwayOver2.5Count,AvgLast5AwayCornersConceded,AvgAwayGoalsScored,B365CAHH,AvgHomeGoalsScored,AvgAwayCornersConceded,AvgLast5HomeGoalsScored,PredictedAwayCorners,AvgLast5HomeGoalsConceded,Over2.5,OverUnder10.5Corners
2022-08-13,D1,14:30,Leverkusen,Augsburg,A,D,2022/2023,100.0,70.59,10.0,1.0,70.59,1.93,4.0,10.0,2.0,1.45,4.71,3.0,3.0,7.0,7.0,23.0,1.0,9.82,100.0,2.01,5.3,1.0,7.0,1.53,2.04,2.06,5.24,1.0,4.52,2.0,1,0
2022-08-27,D1,14:30,Hoffenheim,Augsburg,H,H,2022/2023,50.0,70.59,6.0,1.0,70.59,2.01,1.0,10.5,1.0,1.47,5.59,4.0,4.5,14.0,6.0,24.0,1.0,10.71,50.0,1.93,5.53,1.0,5.5,1.53,1.85,1.65,5.24,2.0,5.18,1.0,0,0
2022-09-09,D1,19:30,Werder Bremen,Augsburg,A,D,2022/2023,66.67,70.59,6.0,2.0,70.59,2.05,5.0,8.66,1.0,1.61,2.88,6.33,5.33,12.0,3.33,11.0,0.67,9.15,33.33,2.05,3.69,1.0,4.67,1.53,2.02,1.53,5.24,1.67,5.46,2.33,0,0
2022-10-02,D1,16:30,Schalke 04,Augsburg,A,A,2022/2023,100.0,70.59,5.0,4.0,70.59,2.02,5.0,10.25,1.5,1.85,5.47,5.25,5.0,11.0,5.25,16.0,1.0,10.79,50.0,1.93,5.39,2.0,5.5,1.53,1.88,1.35,5.24,2.0,5.4,3.0,1,1
2022-10-16,D1,14:30,FC Koln,Augsburg,H,A,2022/2023,60.0,47.06,6.0,3.0,70.59,1.9,3.0,11.4,1.6,1.66,6.88,6.2,4.6,11.0,6.8,14.0,1.4,11.35,60.0,2.03,6.31,3.0,5.4,1.53,2.0,1.65,5.24,1.8,5.04,1.2,1,0
2022-10-29,D1,14:30,Stuttgart,Augsburg,H,D,2022/2023,60.0,47.06,8.0,3.0,70.59,2.11,6.0,10.0,1.4,1.61,5.0,4.4,4.6,7.0,5.4,31.0,1.6,10.34,60.0,1.89,5.2,3.0,6.0,1.53,1.89,1.35,5.24,1.6,5.14,1.4,1,1
2022-11-09,D1,19:30,Union Berlin,Augsburg,D,D,2022/2023,40.0,47.06,6.0,2.0,70.59,2.0,2.0,9.2,1.8,2.14,5.29,4.8,4.0,7.0,5.2,18.0,1.8,10.55,80.0,1.94,5.38,4.0,6.4,1.53,2.0,1.76,5.24,1.8,5.17,0.8,1,0
2023-01-22,D1,14:30,Dortmund,Augsburg,H,D,2022/2023,80.0,82.35,10.0,4.0,70.59,1.92,4.0,10.4,2.2,1.43,6.35,3.2,3.2,6.0,7.2,27.0,2.6,10.78,100.0,2.05,6.24,5.0,7.2,1.53,1.9,3.24,5.24,3.0,4.54,1.0,1,0
2023-01-28,D1,14:30,Freiburg,Augsburg,H,H,2022/2023,40.0,41.18,9.0,2.0,70.59,1.9,4.0,7.8,1.8,1.92,3.94,3.2,3.8,14.0,4.0,15.0,2.8,9.09,100.0,2.08,4.5,5.0,6.2,1.53,1.86,1.65,5.24,2.4,4.59,0.6,1,0
2023-02-11,D1,14:30,Mainz,Augsburg,H,H,2022/2023,80.0,64.71,7.0,4.0,70.59,1.86,3.0,10.2,1.6,1.78,4.47,4.6,5.6,12.0,4.6,13.0,2.8,9.84,100.0,2.06,4.83,5.0,6.0,1.53,2.08,1.82,5.24,2.0,5.01,1.8,1,1
2023-02-25,D1,14:30,Hertha,Augsburg,H,D,2022/2023,40.0,47.06,3.0,2.0,70.59,1.91,2.0,11.0,1.4,1.96,4.76,4.6,6.2,16.0,4.8,11.0,2.8,10.21,80.0,2.05,4.83,4.0,4.2,1.53,1.84,1.41,5.24,1.6,5.38,1.6,0,0
2023-03-11,D1,14:30,Bayern Munich,Augsburg,H,H,2022/2023,60.0,64.71,9.0,3.0,70.59,1.95,6.0,14.6,1.6,1.22,8.24,4.4,6.6,8.0,8.0,24.0,3.4,11.99,80.0,2.0,7.1,4.0,4.6,1.53,1.87,3.12,5.24,2.6,4.89,1.0,1,1
2023-04-01,D1,14:30,Wolfsburg,Augsburg,D,A,2022/2023,80.0,76.47,5.0,4.0,70.59,2.11,2.0,11.4,1.4,1.72,4.82,5.2,7.4,9.0,4.0,23.0,3.0,10.28,80.0,1.84,4.76,4.0,4.0,1.53,2.0,2.0,5.24,1.4,5.52,2.4,1,1
2023-04-15,D1,14:30,RB Leipzig,Augsburg,H,H,2022/2023,100.0,76.47,6.0,5.0,70.59,1.94,3.0,11.4,1.6,1.53,4.76,3.8,7.0,8.0,4.4,13.0,3.0,9.78,80.0,1.99,4.77,4.0,4.0,1.53,2.01,2.24,5.24,1.8,5.01,1.6,1,0
2023-04-29,D1,14:30,Ein Frankfurt,Augsburg,D,H,2022/2023,0.0,52.94,1.0,0.0,70.59,1.97,3.0,13.6,1.6,1.66,5.94,3.0,6.0,6.0,7.6,7.0,2.6,10.61,60.0,2.0,5.76,3.0,4.2,1.53,2.0,2.06,5.24,1.2,4.85,0.8,0,1
2023-05-13,D1,14:30,Bochum,Augsburg,H,D,2022/2023,60.0,64.71,8.0,3.0,70.59,1.9,2.0,12.2,2.0,1.82,5.0,6.4,6.2,13.0,6.0,15.0,2.8,10.8,80.0,2.01,5.2,4.0,5.4,1.53,1.99,1.65,5.24,1.6,5.6,2.2,1,1
2023-05-27,D1,14:30,M'gladbach,Augsburg,H,H,2022/2023,20.0,52.94,7.0,1.0,70.59,1.94,3.0,11.6,1.4,1.49,5.0,4.4,6.0,5.0,5.6,17.0,2.2,10.17,60.0,1.97,5.08,3.0,4.6,1.53,2.01,1.94,5.24,1.6,5.09,0.6,0,0
2023-08-27,D1,16:30,Bayern Munich,Augsburg,H,H,2023/2024,100.0,70.59,6.0,1.0,64.71,2.1,2.0,14.0,1.0,1.19,7.24,4.0,4.0,13.0,10.0,19.0,3.0,11.62,100.0,1.81,7.38,1.0,10.0,1.41,2.0,3.12,5.59,3.0,4.24,1.0,1,1
2023-09-16,D1,14:30,RB Leipzig,Augsburg,H,H,2023/2024,100.0,58.82,6.0,2.0,64.71,2.09,4.0,7.5,0.5,1.44,6.76,5.0,5.0,16.0,2.5,9.0,3.0,10.6,100.0,1.83,5.92,2.0,5.5,1.41,1.98,2.35,5.59,4.0,4.68,0.5,1,0
2023-10-01,D1,16:30,Freiburg,Augsburg,H,H,2023/2024,33.33,58.82,3.0,1.0,64.71,1.95,4.0,8.66,0.33,1.99,4.41,5.33,4.33,13.0,4.33,7.0,2.67,9.41,66.67,1.98,4.69,2.0,4.33,1.41,1.9,1.65,5.59,1.67,4.72,1.33,0,0
2023-10-22,D1,16:30,Heidenheim,Augsburg,A,A,2023/2024,75.0,58.82,5.0,3.0,64.71,2.13,6.0,12.25,1.5,1.88,6.24,4.75,4.5,11.0,7.75,16.0,2.5,10.94,75.0,1.82,6.08,3.0,4.75,1.41,2.13,1.76,5.59,2.25,4.86,2.5,1,1
2023-11-04,D1,14:30,FC Koln,Augsburg,D,D,2023/2024,60.0,41.18,12.0,3.0,64.71,2.1,3.0,13.0,1.4,1.71,6.65,2.8,4.0,10.0,9.0,28.0,2.2,11.21,60.0,1.88,6.54,3.0,5.8,1.41,2.04,0.88,5.59,1.2,4.67,1.8,0,1
2023-11-25,D1,14:30,Union Berlin,Augsburg,D,A,2023/2024,60.0,58.82,6.0,3.0,64.71,2.04,2.0,10.0,1.4,2.09,5.29,4.0,4.0,10.0,6.0,16.0,1.8,10.11,40.0,1.88,5.35,2.0,4.4,1.41,2.01,1.29,5.59,0.2,4.76,2.4,0,0
2023-12-09,D1,14:30,Werder Bremen,Augsburg,H,H,2023/2024,60.0,70.59,5.0,3.0,64.71,2.14,1.0,6.4,1.4,1.67,4.12,4.4,3.2,13.0,3.2,12.0,1.6,9.41,20.0,1.78,4.5,1.0,5.2,1.41,1.98,1.71,5.59,1.6,4.91,1.6,0,0
2023-12-20,D1,19:30,Stuttgart,Augsburg,H,H,2023/2024,60.0,76.47,7.0,3.0,64.71,2.1,5.0,9.4,1.4,1.54,5.65,4.0,3.4,8.0,6.0,17.0,1.8,10.12,40.0,1.88,5.66,2.0,5.6,1.41,2.02,2.94,5.59,2.0,4.46,1.0,1,0
2024-01-21,D1,16:30,M'gladbach,Augsburg,A,H,2023/2024,100.0,76.47,4.0,5.0,64.71,1.96,7.0,8.4,0.8,1.61,5.71,4.2,3.8,10.0,4.6,18.0,1.6,10.34,40.0,1.93,5.54,2.0,5.4,1.41,1.75,1.59,5.59,2.4,4.8,1.2,1,1
2024-02-03,D1,14:30,Bochum,Augsburg,D,H,2023/2024,40.0,58.82,4.0,2.0,64.71,1.97,6.0,8.2,0.8,1.82,5.12,5.2,4.4,17.0,3.8,9.0,1.6,9.95,40.0,1.97,4.99,2.0,4.0,1.41,2.1,1.53,5.59,1.8,4.96,0.6,0,0
2024-02-17,D1,14:30,Mainz,Augsburg,H,H,2023/2024,0.0,35.29,4.0,0.0,64.71,2.05,4.0,13.2,0.6,1.99,6.82,3.0,5.0,8.0,8.2,19.0,1.6,10.95,40.0,1.87,6.45,2.0,4.8,1.41,1.99,1.35,5.59,0.6,4.5,0.8,0,1
2024-03-02,D1,14:30,Darmstadt,Augsburg,A,A,2023/2024,80.0,64.71,5.0,4.0,64.71,1.81,6.0,9.6,1.8,1.81,3.76,3.4,5.8,4.0,3.8,10.0,1.2,9.05,60.0,2.14,4.29,3.0,4.4,1.41,2.05,0.88,5.59,0.6,4.76,3.0,1,0
2024-03-16,D1,14:30,Wolfsburg,Augsburg,A,D,2023/2024,60.0,64.71,4.0,3.0,64.71,1.88,5.0,12.4,2.4,1.74,4.47,3.6,6.2,12.0,6.2,15.0,0.8,9.89,60.0,2.06,5.0,3.0,5.2,1.41,2.04,1.47,5.59,1.4,4.89,2.0,1,1
2024-04-07,D1,14:30,Hoffenheim,Augsburg,H,H,2023/2024,60.0,70.59,6.0,3.0,64.71,2.03,7.0,13.0,2.2,1.43,5.71,4.0,6.0,8.0,7.0,17.0,1.2,10.6,60.0,1.89,5.88,3.0,6.4,1.41,2.04,1.82,5.59,1.2,4.72,1.4,1,1
2024-04-19,D1,19:30,Ein Frankfurt,Augsburg,H,A,2023/2024,60.0,52.94,7.0,3.0,64.71,2.07,1.0,12.2,2.2,1.6,5.71,2.2,6.0,2.0,6.2,12.0,1.6,10.21,80.0,1.86,5.86,4.0,7.0,1.41,1.92,1.71,5.59,1.8,4.35,1.0,1,1
2024-05-04,D1,14:30,Dortmund,Augsburg,H,H,2023/2024,60.0,64.71,10.0,3.0,64.71,1.89,4.0,13.2,2.4,1.4,6.0,4.8,6.4,4.0,6.8,21.0,2.4,10.94,100.0,2.04,6.06,5.0,6.8,1.41,2.01,2.18,5.59,2.2,4.88,1.4,1,1
2024-05-18,D1,14:30,Leverkusen,Augsburg,H,H,2023/2024,80.0,82.35,8.0,4.0,64.71,1.96,2.0,13.0,1.4,1.25,7.65,2.0,6.0,6.0,7.0,19.0,2.8,11.26,100.0,1.96,7.02,5.0,7.2,1.41,1.98,2.76,5.59,2.6,4.24,0.8,1,0
2024-09-01,D1,14:30,Heidenheim,Augsburg,H,H,2024/2025,100.0,58.82,9.0,1.0,52.94,2.12,1.0,11.0,0.0,1.82,5.18,6.0,6.0,15.0,5.0,17.0,4.0,9.39,100.0,1.83,5.25,1.0,5.0,1.0,2.09,0.76,5.59,4.0,4.14,0.0,1,1
2024-09-28,D1,14:30,RB Leipzig,Augsburg,H,H,2024/2025,33.33,64.71,7.0,1.0,52.94,1.92,1.0,13.17,0.0,1.52,6.12,4.33,5.5,9.0,7.67,14.0,4.0,10.2,100.0,2.05,6.18,2.0,6.5,1.0,1.78,1.94,5.59,1.67,4.02,0.0,1,1
2024-10-19,D1,14:30,Freiburg,Augsburg,H,H,2024/2025,100.0,82.35,6.0,4.0,52.94,1.97,3.0,10.0,0.33,1.7,4.29,3.75,5.0,11.0,5.0,15.0,3.67,8.68,100.0,1.95,4.86,3.0,6.0,1.0,1.86,1.88,5.59,2.0,3.82,1.5,1,0
2024-11-02,D1,14:30,Wolfsburg,Augsburg,D,A,2024/2025,80.0,58.82,6.0,4.0,52.94,2.04,1.0,7.8,0.5,1.83,5.06,3.8,4.0,7.0,3.8,18.0,3.0,9.06,75.0,1.88,5.21,3.0,6.5,1.0,1.84,1.59,5.59,1.6,3.85,2.4,0,0
2024-11-22,D1,19:30,Bayern Munich,Augsburg,H,D,2024/2025,60.0,82.35,14.0,3.0,52.94,2.02,1.0,9.2,0.4,1.3,6.71,2.4,3.2,9.0,6.0,33.0,3.0,9.47,80.0,1.91,6.37,4.0,6.8,1.0,1.99,3.12,5.59,2.6,3.1,0.2,1,0
2024-12-07,D1,14:30,Ein Frankfurt,Augsburg,D,D,2024/2025,60.0,70.59,4.0,3.0,52.94,1.96,3.0,6.4,0.8,1.7,5.35,4.8,2.0,17.0,4.4,16.0,2.6,9.08,80.0,1.99,5.44,4.0,6.6,1.0,1.88,2.41,5.59,3.0,3.64,1.4,1,0
2024-12-21,D1,14:30,Holstein Kiel,Augsburg,H,H,2024/2025,40.0,70.59,6.0,2.0,52.94,1.85,4.0,7.2,1.0,1.96,3.59,4.8,2.6,11.0,4.6,8.0,2.8,8.46,80.0,2.09,4.39,4.0,5.6,1.0,2.04,1.41,5.59,1.2,4.07,1.6,1,1
2025-01-15,D1,19:30,Union Berlin,Augsburg,A,A,2024/2025,20.0,47.06,2.0,1.0,52.94,1.85,5.0,6.6,1.2,2.24,4.19,3.25,2.6,15.0,4.0,13.0,2.2,8.26,60.0,2.07,4.7,3.0,6.0,1.0,1.9,1.06,5.59,0.4,3.56,1.4,0,1
2025-01-19,D1,16:30,Werder Bremen,Augsburg,A,A,2024/2025,80.0,52.94,2.0,4.0,52.94,1.89,4.0,9.0,1.4,1.85,5.12,3.6,2.8,8.0,6.2,20.0,2.0,8.98,60.0,2.02,5.39,3.0,5.6,1.0,1.93,1.24,5.59,2.2,3.59,1.8,0,0
2025-02-01,D1,14:30,St Pauli,Augsburg,D,H,2024/2025,40.0,17.65,1.0,2.0,52.94,2.06,1.0,6.8,1.6,2.24,5.06,4.0,3.0,16.0,3.8,5.0,1.6,8.54,40.0,1.88,5.02,2.0,4.6,1.0,1.85,0.59,5.59,1.4,3.52,1.0,0,0
2025-02-08,D1,14:30,Mainz,Augsburg,D,D,2024/2025,20.0,35.29,5.0,1.0,52.94,2.06,2.0,8.8,1.2,2.14,5.82,3.2,3.6,12.0,5.2,9.0,1.2,9.02,20.0,1.88,5.52,1.0,4.0,1.0,2.07,1.41,5.59,1.6,3.5,0.2,0,0
2025-02-22,D1,14:30,M'gladbach,Augsburg,A,D,2024/2025,60.0,58.82,5.0,3.0,52.94,1.89,4.0,7.8,1.6,1.99,4.94,4.8,2.8,10.0,5.0,8.0,0.2,8.89,20.0,2.07,4.99,1.0,3.8,1.0,1.99,1.71,5.59,1.6,3.9,1.2,1,0
2025-03-08,D1,14:30,Dortmund,Augsburg,A,A,2024/2025,80.0,76.47,1.0,4.0,52.94,1.91,1.0,10.0,1.4,1.73,6.41,3.2,2.6,6.0,7.4,14.0,0.2,9.29,20.0,1.99,6.14,1.0,4.8,1.0,1.87,2.59,5.59,2.2,3.15,1.6,0,1
2025-03-29,D1,14:30,Hoffenheim,Augsburg,D,D,2024/2025,40.0,58.82,4.0,2.0,52.94,2.08,4.0,8.4,1.2,2.0,4.88,4.2,2.6,14.0,5.8,13.0,0.4,8.81,20.0,1.83,5.06,1.0,4.0,1.0,2.06,1.47,5.59,1.0,3.75,1.8,0,0
2025-04-12,D1,14:30,Bochum,Augsburg,A,A,2024/2025,60.0,47.06,9.0,3.0,52.94,1.82,5.0,9.0,1.4,2.2,5.76,5.2,3.6,14.0,5.4,25.0,0.4,9.58,40.0,2.14,5.59,2.0,4.8,1.0,2.05,0.94,5.59,0.8,3.99,2.0,1,1
2025-04-26,D1,14:30,Leverkusen,Augsburg,H,H,2024/2025,20.0,64.71,5.0,1.0,52.94,1.85,2.0,10.2,1.4,1.66,7.65,3.0,4.4,10.0,5.8,14.0,0.8,9.99,40.0,2.07,6.7,2.0,5.2,1.0,2.08,2.12,5.59,1.0,3.29,0.6,0,0
2025-05-11,D1,18:30,Stuttgart,Augsburg,H,H,2024/2025,80.0,76.47,11.0,4.0,52.94,1.92,0.0,9.0,0.8,1.53,6.12,5.4,4.0,9.0,5.0,29.0,1.6,9.7,40.0,2.0,5.96,2.0,7.0,1.0,1.84,2.06,5.59,1.8,3.74,2.0,1,1
2025-08-23,D1,14:30,Freiburg,Augsburg,A,A,2025/2026,100.0,83.33,4.0,1.0,83.33,1.85,5.0,10.0,3.0,1.98,6.0,5.0,5.0,14.0,5.0,16.0,1.0,8.73,100.0,2.03,5.43,1.0,5.0,1.33,1.93,2.17,4.5,1.0,3.3,3.0,1,0
2025-09-14,D1,14:30,St Pauli,Augsburg,H,D,2025/2026,100.0,83.33,7.0,2.0,83.33,1.9,5.0,7.0,2.0,2.1,7.67,1.5,3.0,10.0,4.0,13.0,1.5,8.64,100.0,1.99,6.14,2.0,4.0,1.33,1.8,1.0,4.5,2.5,2.5,2.0,1,0
2025-09-27,D1,14:30,Heidenheim,Augsburg,H,D,2025/2026,66.67,71.43,5.0,2.0,83.33,2.03,2.0,6.0,1.67,1.77,5.14,3.67,2.67,16.0,3.33,11.0,1.67,7.89,100.0,1.86,4.65,3.0,3.67,1.33,1.83,1.14,4.5,1.0,3.24,2.0,1,0
2025-10-18,D1,14:30,FC Koln,Augsburg,D,D,2025/2026,66.67,66.67,2.0,2.0,83.33,2.0,4.0,7.83,1.5,1.57,4.33,5.0,2.5,10.0,5.33,9.0,1.5,7.7,75.0,1.9,4.44,3.0,4.0,1.33,2.03,2.33,4.5,2.0,3.26,1.33,0,0
2025-11-09,D1,16:30,Stuttgart,Augsburg,H,D,2025/2026,40.0,50.0,6.0,2.0,83.33,1.85,6.0,8.0,1.6,1.53,4.83,4.8,2.8,13.0,5.2,17.0,1.8,8.1,80.0,2.03,4.7,4.0,4.0,1.33,1.88,1.5,4.5,1.8,3.4,0.6,1,0
2025-11-29,D1,14:30,Hoffenheim,Augsburg,H,H,2025/2026,80.0,83.33,3.0,4.0,83.33,1.86,4.0,9.2,1.0,1.57,6.5,4.6,2.2,17.0,7.0,17.0,2.2,9.16,80.0,2.07,5.84,4.0,4.4,1.33,1.93,1.83,4.5,2.0,3.32,1.4,1,0
2022-08-05,D1,19:30,Ein Frankfurt,Bayern Munich,A,A,2022/2023,100.0,52.94,2.0,1.0,64.71,1.91,10.0,11.0,6.0,1.42,5.94,6.0,6.0,10.0,5.0,8.0,1.0,10.36,100.0,2.04,5.31,1.0,5.0,2.29,2.0,2.06,4.18,1.0,5.05,6.0,1,1
2022-08-21,D1,16:30,Bochum,Bayern Munich,A,A,2022/2023,100.0,64.71,7.0,2.0,64.71,1.97,12.0,9.5,6.5,1.27,5.0,5.0,5.5,10.0,4.0,13.0,0.5,10.0,100.0,1.94,4.7,2.0,5.0,2.29,1.87,1.65,4.18,0.5,5.3,4.5,1,0
2022-09-03,D1,14:30,Union Berlin,Bayern Munich,D,D,2022/2023,66.67,47.06,3.0,2.0,64.71,1.94,6.0,9.67,4.67,1.49,5.29,8.0,6.0,19.0,3.67,10.0,0.67,10.41,66.67,2.02,4.82,2.0,5.0,2.29,1.83,1.76,4.18,2.0,5.59,1.0,0,1
2022-09-17,D1,14:30,Augsburg,Bayern Munich,H,D,2022/2023,50.0,41.18,4.0,2.0,64.71,2.04,7.0,10.25,3.5,1.25,4.35,5.0,6.5,16.0,3.75,9.0,0.75,9.37,50.0,1.88,4.24,2.0,4.25,2.29,2.0,0.94,4.18,0.5,5.13,2.0,0,0
2022-10-08,D1,17:30,Dortmund,Bayern Munich,D,A,2022/2023,40.0,82.35,6.0,2.0,64.71,1.89,3.0,11.8,3.2,1.44,6.35,4.4,6.0,8.0,5.8,13.0,1.0,10.45,60.0,2.04,5.6,3.0,4.8,2.29,1.98,3.24,4.18,1.4,4.85,1.0,1,1
2022-10-22,D1,14:30,Hoffenheim,Bayern Munich,A,A,2022/2023,40.0,70.59,3.0,2.0,64.71,1.93,10.0,11.0,2.4,1.4,5.59,4.4,5.8,12.0,5.2,7.0,0.8,10.41,40.0,2.03,5.16,2.0,5.2,2.29,1.93,1.65,4.18,1.2,5.25,1.0,0,1
2022-11-05,D1,14:30,Hertha,Bayern Munich,A,A,2022/2023,80.0,47.06,5.0,4.0,64.71,2.07,4.0,9.4,1.6,1.33,4.76,5.2,6.2,13.0,3.2,7.0,1.2,9.78,40.0,1.85,4.44,2.0,4.6,2.29,2.02,1.41,4.18,1.8,5.34,1.8,1,0
2022-11-12,D1,17:30,Schalke 04,Bayern Munich,A,A,2022/2023,40.0,70.59,2.0,2.0,64.71,2.02,6.0,10.0,1.8,1.35,5.47,5.6,5.8,7.0,4.2,6.0,1.0,10.33,40.0,1.94,4.91,2.0,4.4,2.29,1.86,1.35,4.18,0.6,5.42,2.0,0,0
2023-01-20,D1,19:30,RB Leipzig,Bayern Munich,D,A,2022/2023,60.0,76.47,3.0,3.0,64.71,2.06,2.0,10.0,2.0,1.49,4.76,2.6,4.6,17.0,5.4,10.0,1.0,9.22,40.0,1.88,4.66,2.0,4.6,2.29,2.01,2.24,4.18,2.6,4.56,0.8,0,0
2023-02-05,D1,16:30,Wolfsburg,Bayern Munich,A,A,2022/2023,80.0,76.47,5.0,4.0,64.71,1.99,4.0,10.0,2.4,1.52,4.82,5.2,4.6,10.0,5.4,19.0,1.0,9.84,40.0,1.94,4.7,2.0,4.6,2.29,2.05,2.0,4.18,3.2,5.14,1.2,1,1
2023-02-18,D1,14:30,M'gladbach,Bayern Munich,H,D,2022/2023,80.0,52.94,7.0,4.0,64.71,1.96,4.0,7.6,2.4,1.43,5.0,4.4,3.6,9.0,4.0,17.0,1.6,9.35,60.0,1.97,4.6,3.0,4.0,2.29,1.88,1.94,4.18,2.4,4.75,1.6,1,0
2023-03-04,D1,17:30,Stuttgart,Bayern Munich,A,A,2022/2023,60.0,47.06,4.0,3.0,64.71,2.05,6.0,8.4,2.2,1.56,5.0,5.2,3.4,6.0,5.0,11.0,1.4,9.73,60.0,1.95,4.72,3.0,4.2,2.29,1.99,1.35,4.18,1.4,5.01,1.2,1,0
2023-03-19,D1,16:30,Leverkusen,Bayern Munich,H,A,2022/2023,60.0,70.59,6.0,3.0,64.71,2.0,6.0,8.8,2.0,1.51,4.71,3.6,3.0,10.0,5.8,12.0,1.8,9.14,80.0,1.95,4.66,4.0,4.4,2.29,1.97,2.06,4.18,2.0,4.48,1.4,1,0
2023-04-08,D1,14:30,Freiburg,Bayern Munich,A,D,2022/2023,40.0,41.18,2.0,2.0,64.71,1.92,8.0,6.0,2.0,1.58,3.94,3.2,3.8,10.0,2.2,10.0,1.6,8.34,80.0,1.99,3.85,4.0,4.2,2.29,1.88,1.65,4.18,1.2,4.49,1.0,0,0
2023-04-22,D1,14:30,Mainz,Bayern Munich,H,A,2022/2023,60.0,64.71,4.0,3.0,64.71,1.99,2.0,8.4,1.4,1.61,4.47,4.0,4.4,14.0,4.0,13.0,1.8,8.96,80.0,1.93,4.22,4.0,3.2,2.29,2.07,1.82,4.18,2.2,4.74,0.8,1,0
2023-05-06,D1,17:30,Werder Bremen,Bayern Munich,A,D,2022/2023,100.0,70.59,2.0,5.0,64.71,1.89,4.0,8.8,1.4,1.33,2.88,4.4,6.6,14.0,2.2,12.0,1.4,8.41,80.0,2.01,3.11,4.0,2.6,2.29,1.98,1.53,4.18,1.6,5.3,1.8,1,1
2023-05-27,D1,14:30,FC Koln,Bayern Munich,A,A,2022/2023,40.0,47.06,3.0,2.0,64.71,1.95,3.0,14.4,1.4,1.34,6.88,3.2,6.0,11.0,8.4,9.0,1.4,10.8,80.0,1.98,6.01,4.0,3.4,2.29,1.91,1.65,4.18,1.4,4.79,1.2,1,0
2023-09-02,D1,17:30,M'gladbach,Bayern Munich,A,H,2023/2024,100.0,76.47,3.0,2.0,94.12,1.99,9.0,13.5,3.0,1.27,5.71,11.5,10.5,5.0,3.0,8.0,0.5,11.06,100.0,1.94,4.21,2.0,0.5,2.41,1.96,1.59,2.88,0.5,6.85,2.5,1,1
2023-09-30,D1,17:30,RB Leipzig,Bayern Munich,D,H,2023/2024,100.0,58.82,2.0,3.0,94.12,2.0,5.0,10.66,2.67,1.43,6.76,3.67,7.33,10.0,3.33,7.0,1.0,10.4,100.0,1.91,4.97,3.0,2.0,2.41,1.93,2.35,2.88,3.33,5.43,1.0,1,0
2023-10-21,D1,17:30,Mainz,Bayern Munich,A,A,2023/2024,75.0,35.29,3.0,3.0,94.12,2.02,5.0,11.25,2.75,1.42,6.82,4.0,7.25,12.0,4.0,14.0,1.0,10.55,100.0,1.89,5.07,4.0,2.0,2.41,1.9,1.35,2.88,0.75,5.48,2.5,1,0
2023-11-04,D1,17:30,Dortmund,Bayern Munich,A,A,2023/2024,60.0,64.71,1.0,3.0,94.12,2.11,8.0,11.2,3.0,1.36,6.0,4.2,6.2,14.0,5.0,15.0,0.8,10.19,100.0,1.85,4.74,5.0,2.2,2.41,1.93,2.18,2.88,1.6,5.45,1.6,1,0
2023-11-24,D1,19:30,FC Koln,Bayern Munich,A,A,2023/2024,40.0,41.18,2.0,2.0,94.12,2.07,5.0,15.8,2.4,1.37,6.65,5.0,7.4,6.0,8.4,6.0,0.8,11.37,80.0,1.86,5.5,4.0,2.8,2.41,2.02,0.88,2.88,1.0,5.87,1.6,0,1
2023-12-09,D1,14:30,Ein Frankfurt,Bayern Munich,H,H,2023/2024,60.0,52.94,6.0,3.0,94.12,2.07,6.0,9.2,2.2,1.5,5.71,4.8,6.2,8.0,3.0,14.0,1.6,9.72,80.0,1.85,4.44,4.0,2.8,2.41,2.0,1.71,2.88,2.2,5.28,1.2,1,0
2023-12-20,D1,19:30,Wolfsburg,Bayern Munich,A,A,2023/2024,80.0,64.71,4.0,4.0,94.12,1.97,7.0,10.2,2.2,1.54,4.47,5.2,7.2,14.0,3.0,5.0,1.4,9.46,80.0,1.99,3.66,4.0,1.8,2.41,1.91,1.47,2.88,1.2,5.8,1.6,1,0
2024-01-27,D1,14:30,Augsburg,Bayern Munich,A,A,2023/2024,40.0,58.82,7.0,2.0,94.12,1.9,4.0,9.4,2.2,1.37,4.71,6.6,6.8,12.0,2.6,14.0,1.6,9.76,80.0,2.06,3.79,4.0,2.2,2.41,2.03,1.53,2.88,1.2,5.97,1.4,1,0
2024-02-10,D1,17:30,Leverkusen,Bayern Munich,H,H,2023/2024,60.0,82.35,8.0,3.0,94.12,2.06,1.0,15.0,1.4,1.83,7.65,3.4,7.6,13.0,7.4,14.0,2.2,11.1,80.0,1.88,5.91,4.0,2.4,2.41,2.08,2.76,2.88,2.2,5.19,0.2,1,0
2024-02-18,D1,16:30,Bochum,Bayern Munich,H,H,2023/2024,40.0,58.82,5.0,2.0,94.12,2.02,10.0,10.4,1.6,1.47,5.12,5.8,7.0,12.0,3.4,14.0,2.8,10.07,100.0,1.91,4.14,5.0,2.6,2.41,1.86,1.53,2.88,1.8,5.93,0.8,1,1
