Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,HST,AvgLast5AwayGoalsScored,AS,HF,AvgAwayCornersConceded,AvgHomeCorners,Last5HomeOver2.5Perc,AvgLast5HomeGoalsScored,AwayOver2.5Perc,MaxAHA,PredictedTotalCorners,HomeOver2.5Perc,AvgLast5AwayGoalsConceded,MaxCAHA,AvgLast5AwayCorners,AvgLast5AwayCornersConceded,PredictedHomeCorners,AvgHomeGoalsScored,Last5AwayOver2.5Perc,AST,AvgLast5HomeGoalsConceded,AvgLast5HomeCorners,AF,AvgLast5HomeCornersConceded,MaxC_gt_2.5,PredictedAwayCorners,HS,AvgAHH,PredictedTotalCorners_Last5,AvgAwayCorners,B365C_lt_2.5,Over2.5,OverUnder10.5Corners
2024-05-24,SP1,20:00,Girona,Granada,H,H,2023/2024,9,0.4,10,6,5.37,4.32,80.0,3.6,47.37,1.95,8.25,68.42,2.8,1.99,3.6,6.2,4.76,2.79,60.0,2,1.2,4.2,13,3.0,1.35,3.49,16,1.94,7.8,3.37,3.5,1,0
2023-08-18,SP1,20:30,Valencia,Las Palmas,H,D,2023/2024,4,0.0,7,12,6.0,4.11,0.0,1.0,26.32,1.88,8.65,36.84,1.0,1.89,4.0,6.0,4.96,1.05,0.0,1,0.0,6.0,6,4.0,2.25,3.69,9,2.05,10.0,3.26,1.73,0,0
2023-09-03,SP1,13:00,Girona,Las Palmas,H,D,2023/2024,6,0.0,10,15,6.0,4.32,50.0,2.0,26.32,2.03,8.2,68.42,1.0,2.04,4.5,4.5,4.63,2.79,0.0,5,0.0,3.0,10,3.5,2.03,3.57,11,1.86,7.5,3.26,1.96,0,0
2023-09-17,SP1,17:30,Sevilla,Las Palmas,H,D,2023/2024,9,0.0,12,13,6.0,5.37,66.67,1.0,26.32,2.11,9.36,57.89,1.0,1.96,4.0,5.33,5.69,1.42,0.0,2,1.33,7.0,12,3.33,1.92,3.67,26,1.8,11.0,3.26,2.01,0,0
2023-09-27,SP1,18:00,Real Madrid,Las Palmas,H,H,2023/2024,9,0.0,16,7,6.0,5.89,66.67,2.0,26.32,1.88,9.18,57.89,1.25,2.12,3.5,5.75,6.05,2.53,0.0,2,0.67,7.33,9,2.0,1.5,3.13,21,2.01,10.83,3.26,2.75,0,0
2023-10-08,SP1,13:00,Villarreal,Las Palmas,A,A,2023/2024,4,0.4,8,17,6.0,6.05,100.0,1.6,26.32,1.84,9.6,73.68,1.2,1.89,3.2,6.0,6.03,1.89,20.0,5,2.2,6.0,7,4.8,1.9,3.57,9,2.05,9.2,3.26,2.05,1,0
2023-10-28,SP1,13:00,Almeria,Las Palmas,A,A,2023/2024,4,0.8,10,13,6.0,4.74,100.0,1.8,26.32,1.94,8.68,68.42,1.2,1.97,2.8,5.4,5.09,1.16,40.0,3,2.6,4.4,19,4.0,2.24,3.59,10,1.99,7.2,3.26,1.67,1,0
2023-11-11,SP1,17:30,Osasuna,Las Palmas,D,D,2023/2024,3,1.0,6,25,6.0,5.16,20.0,1.0,26.32,1.91,9.01,26.32,1.2,1.97,2.4,6.4,5.48,1.0,40.0,1,1.4,5.0,10,4.6,2.5,3.53,11,1.98,7.4,3.26,1.57,0,1
2023-11-26,SP1,20:00,Betis,Las Palmas,H,H,2023/2024,6,1.0,15,7,6.0,6.0,40.0,1.8,26.32,2.06,9.79,36.84,1.2,2.05,3.0,6.4,6.14,1.42,40.0,4,0.4,7.0,12,4.2,2.25,3.65,12,1.85,10.0,3.26,1.7,0,1
2023-12-09,SP1,13:00,Alaves,Las Palmas,A,A,2023/2024,5,1.2,9,13,6.0,5.63,20.0,1.0,26.32,1.84,9.62,26.32,0.8,1.9,3.2,7.4,6.12,1.21,40.0,2,1.0,7.8,13,3.2,2.66,3.5,19,2.06,11.0,3.26,1.5,0,1
2023-12-20,SP1,20:30,Ath Bilbao,Las Palmas,H,D,2023/2024,10,0.8,5,12,6.0,5.95,60.0,2.6,26.32,2.01,9.46,57.89,0.8,2.11,3.2,7.0,6.11,2.21,20.0,1,1.0,6.4,11,3.4,1.82,3.35,19,1.88,9.6,3.26,2.15,0,0
2024-01-20,SP1,13:00,Vallecano,Las Palmas,A,A,2023/2024,3,0.8,10,19,6.0,5.79,20.0,0.4,26.32,2.01,9.42,36.84,0.6,1.97,2.8,8.8,6.3,0.95,0.0,5,1.2,7.4,8,1.8,2.38,3.12,16,1.9,10.2,3.26,1.7,0,1
2024-02-03,SP1,15:15,Granada,Las Palmas,D,H,2023/2024,1,0.8,16,6,6.0,4.47,20.0,0.8,26.32,1.96,9.2,47.37,0.6,2.11,4.0,7.6,5.12,1.26,0.0,6,1.2,4.0,16,5.8,2.35,4.08,3,1.94,8.0,3.26,1.67,0,1
2024-02-17,SP1,13:00,Ath Madrid,Las Palmas,H,H,2023/2024,7,0.8,11,19,6.0,4.21,60.0,2.6,26.32,1.88,9.11,78.95,1.4,2.2,3.8,6.8,4.86,2.21,20.0,2,0.8,3.6,9,6.8,2.06,4.25,13,2.03,7.4,3.26,1.88,1,0
2024-03-02,SP1,17:30,Getafe,Las Palmas,D,H,2023/2024,5,1.2,14,28,6.0,4.16,40.0,1.6,26.32,1.88,8.17,31.58,2.0,1.89,4.0,5.2,4.55,1.05,40.0,5,1.8,2.4,9,4.0,2.45,3.62,16,2.04,6.4,3.26,1.6,1,0
2024-03-30,SP1,20:00,Barcelona,Las Palmas,H,D,2023/2024,2,1.2,8,11,6.0,7.26,40.0,2.0,26.32,1.92,9.83,57.89,2.0,1.95,3.8,5.4,6.57,2.26,40.0,0,0.6,5.4,9,3.6,1.48,3.26,14,1.98,9.2,3.26,2.88,0,0
2024-04-20,SP1,13:00,Celta,Las Palmas,H,H,2023/2024,13,1.0,9,10,6.0,5.79,40.0,1.2,26.32,1.93,9.1,42.11,2.8,2.06,4.6,4.6,5.64,1.11,60.0,4,0.8,5.0,9,3.6,2.0,3.46,21,1.97,9.6,3.26,1.95,1,1
2024-05-04,SP1,13:00,Sociedad,Las Palmas,H,H,2023/2024,4,0.8,7,12,6.0,5.74,40.0,1.4,26.32,2.1,9.3,31.58,3.0,1.88,3.2,5.6,6.1,1.37,60.0,1,1.2,8.8,11,2.0,1.97,3.2,9,1.82,12.0,3.26,1.95,0,0
2024-05-11,SP1,13:00,Mallorca,Las Palmas,H,H,2023/2024,2,0.8,7,18,6.0,6.0,0.0,0.6,26.32,2.05,9.14,26.32,2.2,2.09,2.6,5.4,5.94,0.89,40.0,1,0.4,6.0,10,2.6,2.6,3.2,7,1.84,8.6,3.26,1.53,0,0
2024-05-19,SP1,18:00,Cadiz,Las Palmas,D,D,2023/2024,3,0.2,9,13,6.0,4.74,0.0,0.6,26.32,2.08,8.27,26.32,1.6,2.0,2.4,5.6,5.21,0.84,20.0,1,0.4,5.4,12,2.4,2.4,3.06,10,1.84,7.8,3.26,1.62,0,0
2024-08-25,SP1,18:00,Leganes,Las Palmas,H,D,2024/2025,5,1.0,10,11,6.53,2.68,100.0,2.0,52.63,2.0,8.26,47.37,2.0,1.9,7.0,3.0,3.71,1.21,100.0,5,1.0,3.0,10,7.0,2.8,4.55,10,1.91,10.0,3.21,1.5,1,0
2024-09-01,SP1,16:00,Alaves,Las Palmas,H,H,2024/2025,5,0.5,12,13,6.53,5.79,0.0,1.0,52.63,1.95,9.92,15.79,2.0,1.97,6.0,4.5,5.72,0.74,50.0,7,0.0,4.5,9,6.5,2.4,4.2,15,1.95,10.5,3.21,1.67,0,1
2024-09-21,SP1,15:15,Osasuna,Las Palmas,H,D,2024/2025,2,0.67,11,14,6.53,4.89,50.0,1.75,52.63,1.98,8.83,57.89,2.0,2.12,5.33,3.67,5.16,1.74,66.67,4,1.0,4.75,11,3.75,2.2,3.67,13,1.91,10.08,3.21,1.85,1,0
2024-09-30,SP1,20:00,Villarreal,Las Palmas,H,H,2024/2025,7,0.75,7,14,6.53,5.26,100.0,2.5,52.63,1.9,9.05,73.68,2.25,2.12,4.5,3.5,5.35,2.26,75.0,3,2.75,4.75,10,3.0,1.53,3.7,17,1.99,9.25,3.21,2.63,1,0
2024-10-21,SP1,20:00,Valencia,Las Palmas,A,D,2024/2025,7,1.2,11,12,6.53,5.84,40.0,1.2,52.63,2.12,9.81,47.37,2.2,2.01,4.0,5.0,6.2,1.37,80.0,6,1.2,8.6,12,4.4,2.36,3.61,14,1.82,12.6,3.21,1.62,1,1
2024-11-03,SP1,13:00,Ath Madrid,Las Palmas,H,H,2024/2025,3,1.0,1,13,6.53,5.84,40.0,1.8,52.63,2.14,9.4,52.63,2.2,1.91,2.8,6.2,6.22,2.21,60.0,1,0.4,7.6,13,2.8,1.69,3.18,15,1.81,10.4,3.21,2.2,0,0
2024-11-08,SP1,20:00,Vallecano,Las Palmas,A,A,2024/2025,7,1.6,11,9,6.53,5.74,40.0,1.4,52.63,2.06,9.57,52.63,2.0,2.05,2.6,7.4,6.19,1.26,80.0,3,1.2,6.6,13,3.8,2.36,3.38,35,1.87,9.2,3.21,1.62,1,1
2024-11-30,SP1,13:00,Barcelona,Las Palmas,A,D,2024/2025,8,1.8,5,7,6.53,8.53,80.0,3.4,52.63,2.04,10.91,68.42,1.8,1.89,1.8,8.4,7.92,2.74,80.0,3,0.8,7.6,11,3.2,1.29,2.99,27,1.86,9.4,3.21,4.0,1,0
2024-12-15,SP1,17:30,Sociedad,Las Palmas,D,D,2024/2025,4,1.6,9,17,6.53,6.74,0.0,0.8,52.63,1.89,10.34,42.11,1.2,2.16,2.6,9.4,6.96,1.05,60.0,3,0.6,6.8,12,4.2,2.3,3.38,15,2.01,9.4,3.21,1.88,0,1
2025-01-19,SP1,15:15,Real Madrid,Las Palmas,H,H,2024/2025,13,1.2,6,11,6.53,8.42,80.0,2.8,52.63,1.98,11.2,63.16,1.6,1.87,2.6,8.8,7.94,2.37,60.0,2,1.4,8.0,13,3.4,1.4,3.26,26,1.89,10.6,3.21,3.0,1,0
2025-02-03,SP1,20:00,Girona,Las Palmas,H,H,2024/2025,4,1.4,10,12,6.53,5.42,100.0,2.0,52.63,2.12,9.54,68.42,1.6,2.14,3.0,9.2,6.31,1.42,80.0,2,1.4,7.8,12,2.8,1.77,3.23,12,1.77,10.8,3.21,2.1,1,1
2025-02-16,SP1,17:30,Mallorca,Las Palmas,H,H,2024/2025,5,1.0,9,7,6.53,4.63,60.0,1.4,52.63,1.93,9.41,47.37,2.0,1.88,3.2,7.4,5.28,1.05,80.0,4,1.8,3.6,13,5.8,2.4,4.13,14,1.96,6.8,3.21,1.62,1,0
2025-02-28,SP1,20:00,Valladolid,Las Palmas,D,A,2024/2025,7,0.8,4,11,6.53,4.26,40.0,0.6,52.63,2.09,9.33,47.37,2.0,1.83,4.0,8.6,5.22,0.58,60.0,3,1.6,3.8,8,5.6,2.37,4.11,23,1.8,7.8,3.21,1.62,0,1
2025-03-09,SP1,17:30,Betis,Las Palmas,H,D,2024/2025,6,0.8,8,12,6.53,5.42,80.0,1.8,52.63,1.9,9.52,57.89,2.2,1.95,3.0,9.2,6.13,1.68,60.0,1,1.2,6.0,14,3.6,1.7,3.39,14,1.98,9.0,3.21,2.2,0,1
2025-03-31,SP1,20:00,Celta,Las Palmas,D,H,2024/2025,7,0.8,4,17,6.53,4.53,60.0,1.6,52.63,1.91,8.79,57.89,1.6,1.91,3.0,8.4,5.32,1.68,40.0,2,1.2,3.6,5,4.4,1.99,3.47,19,1.96,6.6,3.21,1.95,0,0
2025-04-12,SP1,15:15,Getafe,Las Palmas,A,H,2024/2025,6,1.2,10,14,6.53,3.63,80.0,1.0,52.63,1.85,7.85,26.32,1.4,2.0,2.8,6.8,4.67,0.79,40.0,5,1.6,3.6,15,3.4,2.36,3.18,11,2.01,6.4,3.21,1.67,1,0
2025-04-23,SP1,18:00,Ath Bilbao,Las Palmas,H,H,2024/2025,4,1.0,10,13,6.53,5.26,40.0,2.4,52.63,2.05,8.78,36.84,1.0,2.03,2.4,6.8,5.61,1.68,20.0,2,0.6,4.0,9,3.0,1.93,3.17,13,1.83,6.4,3.21,2.04,0,0
2025-05-13,SP1,20:30,Sevilla,Las Palmas,H,D,2024/2025,3,0.8,14,22,6.53,5.21,40.0,1.0,52.63,2.01,8.93,26.32,1.0,2.03,2.0,5.0,5.52,0.89,20.0,3,1.2,5.2,15,4.6,1.99,3.41,10,1.87,7.2,3.21,1.99,0,0
2025-05-24,SP1,17:30,Espanol,Las Palmas,H,D,2024/2025,3,0.8,10,12,6.53,4.05,20.0,1.0,52.63,2.02,8.54,36.84,1.2,2.06,3.0,3.4,4.58,1.21,20.0,4,1.0,3.8,11,5.4,1.7,3.96,8,1.86,6.8,3.21,2.2,0,0
2024-08-17,SP1,18:00,Osasuna,Leganes,D,A,2024/2025,5,1.0,10,14,7.21,4.89,0.0,1.0,36.84,2.04,9.28,57.89,1.0,2.06,4.0,6.0,5.69,1.74,0.0,4,1.0,6.0,12,4.0,2.9,3.59,16,1.88,10.0,3.26,1.44,0,0
2024-08-28,SP1,18:00,Valladolid,Leganes,D,D,2024/2025,2,0.5,8,13,7.21,4.26,0.0,0.5,36.84,1.97,8.88,47.37,0.5,2.09,4.0,5.0,5.0,0.58,0.0,1,0.0,3.5,19,3.0,2.82,3.88,12,1.93,7.5,3.26,1.44,0,0
2024-09-13,SP1,20:00,Betis,Leganes,H,D,2024/2025,5,0.33,3,11,7.21,5.42,0.0,1.5,36.84,2.12,9.53,57.89,1.0,2.11,3.0,7.0,6.23,1.68,0.0,0,0.5,7.5,18,2.5,2.56,3.3,14,1.83,10.5,3.26,1.53,0,1
2024-09-22,SP1,13:00,Getafe,Leganes,D,D,2024/2025,3,0.5,6,16,7.21,3.63,0.0,0.33,36.84,1.86,7.93,26.32,1.0,1.88,2.75,6.75,4.91,0.79,0.0,3,0.33,4.33,17,1.67,4.0,3.02,12,2.05,7.08,3.26,1.25,0,0
2024-09-28,SP1,15:15,Vallecano,Leganes,D,H,2024/2025,6,0.6,13,12,7.21,5.74,50.0,1.5,36.84,2.0,9.68,52.63,1.0,2.05,3.2,6.4,6.12,1.26,0.0,3,1.25,5.25,7,4.75,3.02,3.56,15,1.92,8.45,3.26,1.4,0,0
2024-10-20,SP1,15:15,Ath Madrid,Leganes,H,A,2024/2025,9,0.6,5,14,7.21,5.84,60.0,2.0,36.84,2.13,9.66,52.63,1.4,1.95,2.8,6.8,6.29,2.21,20.0,2,0.4,6.0,8,4.4,2.16,3.37,24,1.8,8.8,3.26,1.73,1,0
2024-11-02,SP1,15:15,Girona,Leganes,H,D,2024/2025,6,1.2,8,17,7.21,5.42,60.0,1.4,36.84,1.99,9.2,68.42,2.2,2.0,2.2,7.2,5.96,1.42,40.0,5,1.8,4.6,15,3.4,2.36,3.24,15,1.92,6.8,3.26,1.62,1,0
2024-11-30,SP1,15:15,Alaves,Leganes,D,D,2024/2025,7,1.4,6,15,7.21,5.79,60.0,1.2,36.84,2.09,10.35,15.79,2.0,2.13,3.6,7.6,6.53,0.74,40.0,3,1.6,7.8,15,4.8,3.2,3.82,18,1.82,11.4,3.26,1.36,0,1
2024-12-15,SP1,20:00,Barcelona,Leganes,A,A,2024/2025,4,1.4,6,5,7.21,8.53,60.0,2.0,36.84,1.85,11.23,68.42,1.8,2.06,3.6,8.0,8.01,2.74,40.0,4,1.0,7.2,13,3.4,1.4,3.22,20,2.02,10.8,3.26,4.0,0,0
2025-01-11,SP1,17:30,Espanol,Leganes,D,D,2024/2025,5,1.4,14,15,7.21,4.05,20.0,1.0,36.84,1.8,9.46,36.84,1.8,2.14,3.4,8.6,5.53,1.21,40.0,6,1.0,6.4,19,4.4,2.86,3.93,15,2.09,9.8,3.26,1.44,0,1
2025-01-26,SP1,17:30,Ath Bilbao,Leganes,D,D,2024/2025,3,1.2,5,10,7.21,5.26,20.0,1.2,36.84,1.97,9.62,36.84,1.2,2.02,3.2,10.2,6.4,1.68,20.0,2,0.4,6.8,8,2.4,2.17,3.22,29,1.9,10.0,3.26,1.8,0,1
2025-02-09,SP1,15:15,Valencia,Leganes,H,H,2024/2025,4,0.6,12,14,7.21,5.84,60.0,1.6,36.84,1.91,10.16,47.37,0.8,1.89,3.6,10.8,6.59,1.37,0.0,4,1.0,5.0,9,4.2,2.48,3.57,18,1.99,8.6,3.26,1.57,0,1
2025-02-23,SP1,20:00,Sociedad,Leganes,H,H,2024/2025,5,0.4,8,13,7.21,6.74,60.0,1.2,36.84,1.95,10.24,42.11,1.2,1.83,2.6,8.8,6.89,1.05,20.0,2,0.8,5.0,13,3.6,2.52,3.35,12,2.0,7.6,3.26,1.62,1,0
2025-03-08,SP1,13:00,Celta,Leganes,H,H,2024/2025,4,0.4,12,10,7.21,4.53,60.0,1.8,36.84,1.92,9.04,57.89,1.6,1.94,3.2,7.6,5.43,1.68,40.0,6,1.0,3.8,9,5.4,2.13,3.61,7,1.97,7.0,3.26,1.84,1,0
2025-03-29,SP1,20:00,Real Madrid,Leganes,H,A,2024/2025,10,0.6,10,9,7.21,8.42,60.0,2.4,36.84,1.93,11.26,63.16,2.0,1.94,3.0,7.6,7.93,2.37,60.0,4,1.0,7.4,13,3.4,1.46,3.33,24,1.93,10.4,3.26,2.75,1,1
2025-04-19,SP1,17:30,Mallorca,Leganes,D,D,2024/2025,1,0.6,15,17,7.21,4.63,60.0,1.4,36.84,2.03,9.32,47.37,2.0,2.12,3.6,5.2,5.27,1.05,60.0,1,1.0,4.0,15,4.4,3.12,4.05,11,1.87,7.6,3.26,1.4,0,0
2025-05-04,SP1,15:15,Sevilla,Leganes,D,D,2024/2025,7,1.0,9,17,7.21,5.21,40.0,1.0,36.84,1.83,9.31,26.32,2.0,2.07,3.4,5.0,5.69,0.89,80.0,3,1.4,5.2,12,5.0,2.24,3.62,25,2.05,8.6,3.26,1.73,1,0
2025-05-14,SP1,18:00,Villarreal,Leganes,H,H,2024/2025,7,1.0,23,5,7.21,5.26,60.0,2.0,36.84,1.96,9.74,73.68,2.0,2.09,4.0,5.0,5.78,2.26,80.0,6,0.8,5.8,11,5.8,1.56,3.96,17,1.93,9.8,3.26,2.63,1,0
2025-05-18,SP1,18:00,Las Palmas,Leganes,A,A,2024/2025,3,1.0,11,15,7.21,5.21,40.0,0.8,36.84,2.14,9.58,47.37,1.6,1.98,3.4,6.4,6.01,1.11,60.0,4,1.6,7.0,12,4.6,1.9,3.57,12,1.78,10.4,3.26,2.0,0,1
2025-08-16,SP1,20:30,Alaves,Levante,H,H,2025/2026,4,1.0,7,15,7.55,5.73,100.0,2.0,36.36,2.03,9.55,54.55,2.0,2.07,1.0,10.0,7.04,1.27,100.0,3,1.0,10.0,13,1.0,2.63,2.51,15,1.78,11.0,2.18,1.5,1,1
2025-08-29,SP1,18:30,Elche,Levante,H,D,2025/2026,5,0.5,11,14,7.55,4.09,0.0,1.5,36.36,1.98,7.58,54.55,2.0,2.03,1.5,7.0,5.09,1.73,50.0,1,0.5,2.5,17,2.5,2.3,2.49,16,1.79,4.0,2.18,1.62,0,0
2025-09-20,SP1,13:00,Girona,Levante,A,A,2025/2026,1,1.67,14,11,7.55,4.82,66.67,0.33,36.36,1.95,8.5,45.45,1.33,2.03,2.33,6.33,5.77,0.91,66.67,7,3.0,6.0,17,3.67,1.72,2.73,7,1.88,8.33,2.18,2.2,1,0
2025-09-27,SP1,13:00,Getafe,Levante,D,A,2025/2026,4,1.5,11,15,7.55,4.7,0.0,1.33,36.36,1.8,8.37,20.0,1.25,1.83,2.25,6.25,5.5,0.8,50.0,3,0.67,4.0,16,4.0,2.63,2.87,11,2.02,6.25,2.18,1.5,0,0
2025-10-04,SP1,13:00,Oviedo,Levante,A,A,2025/2026,2,1.6,14,10,7.55,4.6,50.0,0.5,36.36,2.05,9.08,20.0,1.0,1.83,2.4,6.8,5.52,0.3,40.0,5,2.0,4.25,10,7.75,2.12,3.56,13,1.77,6.65,2.18,1.73,0,1
2025-10-26,SP1,13:00,Mallorca,Levante,D,A,2025/2026,4,1.6,13,8,7.55,2.8,20.0,0.8,36.36,1.76,8.03,50.0,0.8,1.91,3.0,5.8,4.37,1.4,20.0,5,1.2,3.6,13,5.6,2.1,3.66,20,2.05,6.6,2.18,1.83,0,0
2025-11-08,SP1,17:30,Ath Madrid,Levante,H,D,2025/2026,10,1.8,6,5,7.55,8.64,80.0,3.0,36.36,1.8,11.37,54.55,1.0,1.84,3.4,9.2,8.54,2.36,40.0,3,1.0,9.8,6,3.6,1.45,2.83,25,2.02,13.2,2.18,2.75,1,1
2025-11-21,SP1,20:00,Valencia,Levante,H,D,2025/2026,3,1.0,8,16,7.55,6.45,20.0,1.0,36.36,1.85,9.91,27.27,1.2,1.85,2.6,9.6,7.02,1.36,20.0,1,1.0,6.2,15,3.4,2.03,2.89,14,1.96,8.8,2.18,1.83,0,0
2025-12-08,SP1,20:00,Osasuna,Levante,H,H,2025/2026,6,0.8,11,15,7.55,3.4,60.0,1.6,36.36,1.9,7.83,50.0,1.4,1.98,2.8,9.0,4.96,1.8,20.0,5,1.6,3.0,7,3.4,1.91,2.87,14,1.94,5.8,2.18,2.03,0,0
2026-01-04,SP1,13:00,Sevilla,Levante,A,A,2025/2026,7,1.0,6,16,7.55,5.27,60.0,1.2,36.36,1.86,8.79,72.73,1.4,1.88,2.4,8.2,6.21,1.45,40.0,4,1.6,6.0,10,3.2,1.91,2.58,15,1.98,8.4,2.18,2.0,1,0
2026-01-17,SP1,13:00,Real Madrid,Levante,H,D,2025/2026,11,0.8,10,12,7.55,6.6,40.0,2.6,36.36,1.93,9.41,50.0,1.6,1.85,1.6,8.8,7.08,2.3,40.0,0,0.6,6.8,14,3.0,1.29,2.33,26,1.89,8.4,2.18,3.75,0,0
2023-08-12,SP1,18:30,Las Palmas,Mallorca,D,H,2023/2024,2,1.0,12,11,4.47,5.11,0.0,1.0,31.58,1.89,8.75,31.58,1.0,1.79,6.0,3.0,4.53,1.05,0.0,2,1.0,3.0,21,6.0,3.2,4.22,5,2.04,9.0,3.16,1.36,0,0
2023-08-26,SP1,18:30,Granada,Mallorca,H,D,2023/2024,4,1.5,10,11,4.47,4.47,50.0,1.5,31.58,2.12,8.42,47.37,2.0,2.06,4.5,4.0,4.48,1.26,50.0,5,2.0,5.0,27,4.5,2.88,3.94,10,1.81,9.5,3.16,1.5,1,0
2023-09-16,SP1,17:30,Celta,Mallorca,A,D,2023/2024,4,1.33,7,9,4.47,5.79,0.0,0.0,31.58,1.86,8.75,42.11,1.33,1.84,3.33,6.0,5.57,1.11,33.33,4,1.33,6.67,15,2.67,2.75,3.18,16,2.04,10.0,3.16,1.5,0,1
2023-09-23,SP1,13:00,Girona,Mallorca,H,H,2023/2024,10,1.75,15,10,4.47,4.32,66.67,3.0,31.58,2.0,7.98,68.42,2.25,2.04,3.75,6.0,4.49,2.79,50.0,5,1.0,4.0,12,4.0,2.53,3.49,23,1.91,7.75,3.16,1.53,1,1
2023-09-30,SP1,15:15,Vallecano,Mallorca,D,D,2023/2024,5,1.8,9,12,4.47,5.79,50.0,1.25,31.58,2.11,8.64,36.84,2.2,1.93,3.0,5.8,5.38,0.95,60.0,4,2.5,5.0,20,3.5,2.62,3.26,19,1.83,8.0,3.16,1.5,1,0
2023-10-21,SP1,13:00,Sociedad,Mallorca,H,D,2023/2024,6,1.6,18,14,4.47,5.74,60.0,2.8,31.58,1.88,8.63,31.58,2.2,2.17,2.8,5.6,5.23,1.37,60.0,7,1.4,4.0,16,5.0,2.8,3.4,14,2.0,6.8,3.16,1.48,0,0
2023-11-04,SP1,15:15,Betis,Mallorca,H,H,2023/2024,3,1.2,8,13,4.47,6.0,40.0,1.8,31.58,2.0,9.07,36.84,2.0,2.07,2.4,5.8,5.6,1.42,40.0,1,0.4,6.0,16,3.6,2.44,3.47,22,1.91,8.4,3.16,1.6,0,0
2023-11-25,SP1,20:00,Ath Madrid,Mallorca,H,D,2023/2024,3,1.0,8,8,4.47,4.21,80.0,2.2,31.58,2.01,8.16,78.95,2.2,1.89,2.8,5.2,4.41,2.21,40.0,1,1.0,4.6,19,3.4,1.93,3.75,20,1.88,7.4,3.16,1.99,0,0
2023-12-17,SP1,13:00,Almeria,Mallorca,D,D,2023/2024,1,0.4,20,12,4.47,4.74,60.0,1.0,31.58,2.02,8.1,68.42,1.2,1.91,2.6,4.8,4.54,1.16,20.0,2,1.6,3.4,9,4.4,2.55,3.56,7,1.88,6.0,3.16,1.53,0,0
2024-01-03,SP1,18:15,Real Madrid,Mallorca,H,D,2023/2024,5,0.0,7,5,4.47,5.89,40.0,2.4,31.58,1.96,8.63,57.89,1.0,2.01,3.4,4.8,5.58,2.53,0.0,0,0.4,7.4,15,1.8,1.74,3.05,17,1.94,10.8,3.16,2.35,0,0
2024-01-20,SP1,15:15,Villarreal,Mallorca,D,H,2023/2024,5,0.2,8,13,4.47,6.05,80.0,1.8,31.58,2.16,8.97,73.68,1.0,2.13,3.6,5.2,5.44,1.89,0.0,2,2.0,4.8,11,4.6,2.19,3.53,18,1.79,8.4,3.16,1.7,0,0
2024-02-02,SP1,20:00,Ath Bilbao,Mallorca,H,H,2023/2024,6,0.2,6,17,4.47,5.95,60.0,2.6,31.58,1.94,8.8,57.89,1.4,1.99,3.8,5.2,5.43,2.21,20.0,2,0.2,5.2,15,3.6,2.61,3.37,13,1.97,9.0,3.16,1.53,1,0
2024-02-24,SP1,17:30,Alaves,Mallorca,D,D,2023/2024,1,0.4,15,7,4.47,5.63,20.0,0.8,31.58,1.97,8.99,26.32,1.4,2.03,3.8,4.4,5.33,1.21,20.0,8,1.2,6.8,15,4.8,3.4,3.66,9,1.93,10.6,3.16,1.33,0,0
2024-03-08,SP1,20:00,Barcelona,Mallorca,H,D,2023/2024,6,0.4,9,9,4.47,7.26,60.0,2.4,31.58,1.88,9.29,57.89,1.6,1.89,3.2,4.4,6.17,2.26,20.0,3,1.6,6.2,14,3.4,1.9,3.12,20,2.03,9.4,3.16,2.0,0,0
2024-03-30,SP1,17:30,Valencia,Mallorca,D,D,2023/2024,5,0.4,11,8,4.47,4.11,40.0,1.0,31.58,1.82,7.61,36.84,1.4,2.14,3.0,4.0,4.12,1.05,20.0,3,0.6,3.4,11,3.6,3.07,3.49,14,2.1,6.4,3.16,1.4,0,0
2024-04-22,SP1,20:00,Sevilla,Mallorca,H,D,2023/2024,4,0.4,8,10,4.47,5.37,60.0,1.6,31.58,1.94,8.43,57.89,1.6,2.16,2.6,4.0,4.73,1.42,40.0,6,1.2,2.6,8,5.6,2.59,3.7,11,1.97,5.2,3.16,1.53,1,0
2024-04-28,SP1,13:00,Cadiz,Mallorca,D,A,2023/2024,2,0.6,9,14,4.47,4.74,20.0,1.2,31.58,1.79,7.57,26.32,1.0,2.06,2.4,3.4,4.62,0.84,20.0,2,0.8,5.6,21,1.8,3.6,2.95,10,2.15,8.0,3.16,1.33,0,0
2024-05-14,SP1,18:30,Osasuna,Mallorca,D,H,2023/2024,4,0.6,10,12,4.47,5.16,20.0,0.8,31.58,2.01,8.24,26.32,1.0,2.13,2.6,3.2,4.76,1.0,20.0,4,1.6,4.8,11,4.4,3.2,3.48,10,1.9,7.4,3.16,1.4,0,0
2024-05-26,SP1,13:00,Getafe,Mallorca,A,D,2023/2024,6,1.0,9,12,4.47,4.16,40.0,0.4,31.58,1.93,7.72,31.58,1.0,1.93,3.2,3.0,4.23,1.05,40.0,4,1.8,5.2,10,4.0,2.63,3.49,16,1.98,8.4,3.16,1.5,1,0
2024-08-24,SP1,16:00,Osasuna,Mallorca,H,D,2024/2025,5,0.0,11,10,6.84,4.89,0.0,1.0,31.58,1.85,8.9,57.89,1.0,1.91,4.0,5.0,5.45,1.74,0.0,2,0.5,5.5,8,4.0,2.76,3.45,15,2.07,9.5,3.0,1.5,0,0
