Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,HST,AvgLast5AwayGoalsScored,AS,HF,AvgAwayCornersConceded,AvgHomeCorners,Last5HomeOver2.5Perc,AvgLast5HomeGoalsScored,AwayOver2.5Perc,MaxAHA,PredictedTotalCorners,HomeOver2.5Perc,AvgLast5AwayGoalsConceded,MaxCAHA,AvgLast5AwayCorners,AvgLast5AwayCornersConceded,PredictedHomeCorners,AvgHomeGoalsScored,Last5AwayOver2.5Perc,AST,AvgLast5HomeGoalsConceded,AvgLast5HomeCorners,AF,AvgLast5HomeCornersConceded,MaxC_gt_2.5,PredictedAwayCorners,HS,AvgAHH,PredictedTotalCorners_Last5,AvgAwayCorners,B365C_lt_2.5,Over2.5,OverUnder10.5Corners
2025-01-11,SP1,15:15,Valladolid,Betis,H,D,2024/2025,1,1.0,14,21,4.68,4.26,40.0,0.8,52.63,1.91,9.25,47.37,1.8,2.04,4.6,2.8,4.07,0.58,40.0,3,1.6,2.8,10,6.2,2.15,5.18,12,1.99,7.4,4.95,1.73,0,0
2025-01-25,SP1,13:00,Mallorca,Betis,A,D,2024/2025,3,1.0,8,12,4.68,4.63,60.0,1.0,52.63,1.94,9.42,47.37,1.6,2.16,5.0,2.4,4.32,1.05,40.0,3,1.8,3.6,18,4.2,2.81,5.1,16,1.93,8.6,4.95,1.5,0,0
2025-02-08,SP1,13:00,Celta,Betis,H,A,2024/2025,6,1.0,12,11,4.68,4.53,60.0,2.0,52.63,1.91,9.02,57.89,1.4,2.07,5.6,2.8,4.34,1.68,40.0,5,1.2,4.0,11,4.4,2.03,4.68,14,1.98,9.6,4.95,1.92,1,1
2025-02-23,SP1,17:30,Getafe,Betis,A,A,2024/2025,4,1.4,13,17,4.68,3.63,20.0,0.6,52.63,2.08,8.36,26.32,1.2,1.91,5.8,3.2,3.81,0.79,60.0,6,0.8,3.2,20,4.6,3.2,4.55,10,1.82,9.0,4.95,1.36,1,0
2025-03-16,SP1,13:00,Leganes,Betis,A,H,2024/2025,4,1.6,21,16,4.68,2.68,40.0,1.4,52.63,2.1,8.55,47.37,1.4,2.1,6.2,2.8,3.16,1.21,60.0,6,1.4,2.4,5,6.6,2.35,5.39,10,1.79,8.6,4.95,1.67,1,0
2025-04-05,SP1,20:00,Barcelona,Betis,D,D,2024/2025,5,1.8,6,16,4.68,8.53,60.0,2.6,52.63,1.93,11.4,68.42,1.4,2.06,5.2,4.4,7.16,2.74,60.0,2,0.4,8.6,12,2.8,1.37,4.24,13,1.96,13.8,4.95,3.2,0,1
2025-04-21,SP1,20:00,Girona,Betis,A,A,2024/2025,5,2.2,17,13,4.68,5.42,60.0,1.0,52.63,1.85,9.85,68.42,1.6,2.05,6.2,5.2,5.17,1.42,80.0,9,1.8,5.0,11,4.6,1.9,4.68,11,2.07,11.2,4.95,2.06,1,1
2025-05-04,SP1,17:30,Espanol,Betis,A,H,2024/2025,5,2.2,20,16,4.68,4.05,20.0,1.0,52.63,2.04,9.66,36.84,1.2,2.09,6.2,5.0,4.28,1.21,80.0,10,1.0,3.8,10,6.8,2.13,5.38,11,1.83,10.0,4.95,1.8,1,0
2025-05-15,SP1,18:00,Vallecano,Betis,D,H,2024/2025,6,2.2,10,8,4.68,5.74,60.0,1.2,52.63,2.17,10.43,52.63,1.4,2.01,6.6,6.6,5.67,1.26,80.0,3,1.8,6.8,18,4.0,2.0,4.76,20,1.76,13.4,4.95,1.9,1,1
2025-05-18,SP1,18:00,Ath Madrid,Betis,H,H,2024/2025,11,1.8,12,12,4.68,5.84,100.0,3.4,52.63,1.95,10.18,52.63,1.8,2.08,6.0,7.4,5.66,2.21,80.0,7,1.4,5.4,9,3.4,1.68,4.52,20,1.93,11.4,4.95,2.3,1,1
2025-08-18,SP1,20:00,Elche,Betis,D,A,2025/2026,2,1.0,12,14,6.09,4.09,0.0,1.0,45.45,1.88,8.11,54.55,1.0,2.0,3.0,1.0,3.97,1.73,0.0,4,1.0,1.0,13,3.0,2.25,4.14,6,1.88,4.0,4.82,1.67,0,0
2025-08-27,SP1,20:00,Celta,Betis,D,A,2025/2026,5,1.0,7,13,6.09,4.64,0.0,0.5,45.45,1.94,10.08,27.27,1.0,1.85,3.5,5.5,5.57,1.45,0.0,2,1.5,9.5,11,3.5,1.79,4.51,14,1.84,13.0,4.82,2.1,0,1
2025-09-14,SP1,15:15,Levante,Betis,D,H,2025/2026,2,1.33,28,16,6.09,4.89,100.0,2.0,45.45,2.0,10.84,66.67,1.33,2.06,6.33,5.0,4.91,1.22,33.33,9,2.5,2.0,11,11.5,1.78,5.93,5,1.86,8.33,4.82,2.1,1,1
2025-10-05,SP1,17:30,Espanol,Betis,A,H,2025/2026,5,1.5,12,16,6.09,4.73,80.0,1.8,45.45,1.95,10.15,45.45,1.25,2.0,6.0,6.25,5.23,1.18,50.0,3,1.4,4.8,4,4.6,1.95,4.92,14,1.86,10.8,4.82,1.9,1,1
2025-10-18,SP1,17:30,Villarreal,Betis,D,H,2025/2026,3,1.6,16,13,6.09,5.36,60.0,2.4,45.45,1.98,10.3,54.55,1.4,2.07,6.0,6.0,5.79,2.09,60.0,3,0.6,7.2,10,2.6,1.55,4.51,7,1.84,13.2,4.82,2.5,1,1
2025-11-09,SP1,17:30,Valencia,Betis,D,D,2025/2026,4,1.6,9,13,6.09,6.45,40.0,1.4,45.45,1.95,11.21,27.27,1.4,1.82,5.8,7.2,6.43,1.36,60.0,2,1.0,6.4,10,4.6,1.95,4.78,17,1.87,12.2,4.82,1.9,0,0
2025-11-30,SP1,15:15,Sevilla,Betis,A,D,2025/2026,3,1.8,9,14,6.09,5.27,60.0,1.4,45.45,22.0,10.13,72.73,1.2,2.05,5.8,6.4,5.66,1.45,60.0,4,1.6,6.0,22,4.2,2.05,4.47,9,1.78,11.8,4.82,1.8,0,0
2025-12-15,SP1,20:00,Vallecano,Betis,D,D,2025/2026,7,1.4,13,10,6.09,6.9,0.0,0.4,45.45,1.98,11.58,20.0,0.8,2.05,4.0,7.2,6.88,0.8,40.0,6,0.4,8.4,7,5.0,2.2,4.7,23,1.82,12.4,4.82,1.67,0,1
2026-01-04,SP1,15:15,Real Madrid,Betis,H,H,2025/2026,9,1.2,13,10,6.09,6.6,60.0,2.6,45.45,1.85,10.7,50.0,1.6,2.12,4.6,6.2,6.53,2.3,40.0,5,0.8,7.6,12,3.8,1.57,4.17,19,1.94,12.2,4.82,2.38,1,1
2026-01-10,SP1,13:00,Oviedo,Betis,D,D,2025/2026,3,1.0,15,15,6.09,4.6,0.0,0.2,45.45,1.93,9.93,20.0,1.4,2.0,3.8,6.2,5.19,0.3,20.0,6,0.2,5.2,8,3.6,2.12,4.74,13,1.88,9.0,4.82,1.8,0,0
2026-01-25,SP1,20:00,Alaves,Betis,H,H,2025/2026,9,1.0,18,17,6.09,5.73,40.0,1.0,45.45,1.88,10.53,54.55,1.6,2.05,4.2,6.0,5.79,1.27,40.0,4,1.0,5.2,11,5.6,2.5,4.74,17,1.93,9.4,4.82,1.53,1,0
2023-08-20,SP1,18:30,Barcelona,Cadiz,H,D,2023/2024,10,0.0,10,9,6.0,7.26,0.0,2.0,26.32,2.08,10.96,57.89,2.0,1.92,2.0,10.0,7.49,2.26,0.0,1,0.0,10.0,22,2.0,1.74,3.47,23,1.83,12.0,4.26,2.2,0,1
2023-09-16,SP1,13:00,Ath Bilbao,Cadiz,H,D,2023/2024,9,0.0,5,10,6.0,5.95,66.67,2.33,26.32,1.95,10.03,57.89,2.5,1.87,3.0,7.5,6.09,2.21,50.0,4,1.33,5.67,20,4.0,2.36,3.94,20,1.95,8.67,4.26,1.73,1,0
2023-09-24,SP1,17:30,Betis,Cadiz,D,A,2023/2024,7,0.33,5,10,6.0,6.0,0.0,0.67,26.32,2.06,10.71,36.84,2.0,1.92,4.67,8.67,6.17,1.42,33.33,1,0.33,5.0,14,6.0,2.25,4.54,21,1.85,9.67,4.26,1.73,0,1
2023-10-01,SP1,20:00,Ath Madrid,Cadiz,H,A,2023/2024,9,0.75,8,5,6.0,4.21,100.0,3.0,26.32,1.87,9.79,78.95,2.25,1.91,4.25,7.75,5.06,2.21,50.0,4,1.33,4.67,10,5.67,1.86,4.73,18,2.03,8.92,4.26,2.05,1,0
2023-10-23,SP1,20:00,Valencia,Cadiz,H,H,2023/2024,4,0.6,5,16,6.0,4.11,40.0,1.4,26.32,1.9,9.24,36.84,2.2,2.05,4.6,7.0,4.88,1.05,40.0,4,0.6,4.2,16,4.6,2.4,4.36,12,2.0,8.8,4.26,1.62,0,0
2023-11-06,SP1,20:00,Getafe,Cadiz,H,D,2023/2024,3,0.6,6,18,6.0,4.16,20.0,1.2,26.32,1.98,9.24,31.58,2.0,1.95,4.8,6.2,4.93,1.05,40.0,2,0.6,5.2,12,4.6,2.82,4.31,13,1.92,10.0,4.26,1.44,0,0
2023-11-29,SP1,20:00,Mallorca,Cadiz,D,D,2023/2024,3,0.8,6,14,6.0,6.0,20.0,0.8,26.32,1.94,9.97,26.32,1.6,2.06,4.0,6.6,6.02,0.89,20.0,3,0.8,5.6,18,3.2,2.66,3.95,16,1.96,9.6,4.26,1.5,0,0
2023-12-04,SP1,20:00,Celta,Cadiz,D,A,2023/2024,7,0.8,2,14,6.0,5.79,40.0,1.0,26.32,1.85,9.99,42.11,1.6,2.0,2.6,6.8,6.12,1.11,20.0,1,1.6,7.6,18,4.2,2.12,3.87,26,2.05,10.2,4.26,1.97,0,1
2023-12-17,SP1,17:30,Las Palmas,Cadiz,D,H,2023/2024,2,0.6,13,9,6.0,5.11,40.0,1.4,26.32,1.98,9.89,31.58,1.2,1.94,3.2,6.6,5.47,1.05,0.0,5,0.8,5.0,12,4.8,2.57,4.42,7,1.94,8.2,4.26,1.53,0,0
2024-01-03,SP1,16:00,Granada,Cadiz,H,H,2023/2024,8,0.6,15,17,6.0,4.47,40.0,1.2,26.32,1.99,9.47,47.37,1.2,2.04,3.2,6.8,5.02,1.26,0.0,2,1.6,3.8,16,4.8,2.73,4.45,15,1.91,7.0,4.26,1.53,0,1
2024-01-19,SP1,20:00,Alaves,Cadiz,H,D,2023/2024,3,0.6,9,15,6.0,5.63,20.0,1.0,26.32,1.97,10.09,26.32,1.2,2.11,3.4,6.4,5.98,1.21,0.0,1,0.6,7.4,18,3.6,2.69,4.11,13,1.94,10.8,4.26,1.5,0,0
2024-02-04,SP1,13:00,Villarreal,Cadiz,D,D,2023/2024,4,0.4,8,14,6.0,6.05,60.0,1.4,26.32,2.08,10.29,73.68,1.0,1.88,3.8,7.6,6.15,1.89,0.0,2,1.4,5.6,14,4.4,1.89,4.14,19,1.82,9.4,4.26,2.0,0,1
2024-02-17,SP1,15:15,Osasuna,Cadiz,H,D,2023/2024,4,0.2,5,20,6.0,5.16,40.0,1.4,26.32,1.88,9.64,26.32,1.2,2.16,4.4,6.2,5.54,1.0,0.0,1,1.0,5.8,12,2.8,2.72,4.1,11,2.04,10.2,4.26,1.48,0,0
2024-03-02,SP1,15:15,Vallecano,Cadiz,D,D,2023/2024,5,0.2,16,14,6.0,5.79,20.0,0.6,26.32,1.83,10.09,36.84,1.2,1.92,5.0,6.2,5.98,0.95,0.0,5,1.4,6.8,17,4.0,2.51,4.11,9,2.07,11.8,4.26,1.53,0,1
2024-03-15,SP1,20:00,Sociedad,Cadiz,H,H,2023/2024,6,0.2,13,15,6.0,5.74,20.0,0.8,26.32,2.11,9.99,31.58,1.2,1.85,4.2,6.8,6.06,1.37,0.0,2,1.0,7.2,6,2.8,2.53,3.93,14,1.85,11.4,4.26,1.57,0,0
2024-04-20,SP1,20:00,Girona,Cadiz,H,H,2023/2024,5,0.4,12,11,6.0,4.32,60.0,2.4,26.32,1.98,9.02,68.42,1.8,2.0,4.2,6.4,4.86,2.79,20.0,5,0.6,3.4,14,4.2,1.82,4.16,10,1.92,7.6,4.26,2.1,1,0
2024-05-04,SP1,15:15,Real Madrid,Cadiz,H,D,2023/2024,9,0.4,7,6,6.0,5.89,60.0,2.6,26.32,1.9,9.93,57.89,2.4,2.06,4.6,5.2,5.9,2.53,40.0,2,0.4,6.4,12,4.4,1.94,4.03,19,2.0,11.0,4.26,1.97,1,1
2024-05-15,SP1,18:30,Sevilla,Cadiz,A,D,2023/2024,3,0.6,19,13,6.0,5.37,80.0,1.8,26.32,2.0,9.84,57.89,2.0,2.08,5.6,4.4,5.19,1.42,40.0,7,1.2,3.0,11,6.0,2.21,4.65,14,1.91,8.6,4.26,1.73,0,0
2024-05-25,SP1,17:30,Almeria,Cadiz,H,A,2023/2024,12,0.6,12,4,6.0,4.74,80.0,1.6,26.32,2.1,9.23,68.42,3.0,2.1,4.6,3.8,4.99,1.16,60.0,4,2.2,5.0,9,3.2,1.78,4.24,27,1.8,9.6,4.26,2.1,1,0
2023-08-19,SP1,16:00,Sociedad,Celta,D,H,2023/2024,2,1.0,17,12,6.63,5.74,0.0,1.0,68.42,1.9,10.4,31.58,1.0,2.06,7.0,9.0,6.36,1.37,0.0,6,1.0,6.5,12,4.0,2.63,4.04,11,2.0,13.5,3.74,1.53,0,1
2023-09-01,SP1,21:00,Almeria,Celta,A,A,2023/2024,5,2.0,14,9,6.63,4.74,66.67,1.0,68.42,2.17,9.82,68.42,1.5,1.84,6.0,7.5,5.61,1.16,50.0,8,2.67,6.0,9,4.33,2.09,4.21,16,1.76,12.0,3.74,1.87,1,1
2023-09-23,SP1,17:30,Barcelona,Celta,H,A,2023/2024,6,2.0,13,10,6.63,7.26,66.67,3.33,68.42,2.11,10.53,57.89,2.0,2.04,5.0,5.67,6.92,2.26,66.67,7,0.67,7.0,11,3.33,1.58,3.61,15,1.82,12.0,3.74,2.75,1,0
2023-10-02,SP1,20:00,Las Palmas,Celta,H,D,2023/2024,5,1.75,11,13,6.63,5.11,25.0,1.0,68.42,1.81,9.9,31.58,2.0,1.9,5.0,5.25,5.44,1.05,75.0,3,0.5,4.5,14,6.25,2.44,4.46,16,2.1,9.5,3.74,1.6,1,0
2023-10-27,SP1,20:00,Girona,Celta,H,D,2023/2024,2,1.4,4,15,6.63,4.32,60.0,2.4,68.42,2.12,9.1,68.42,1.8,2.12,4.2,6.2,5.23,2.79,60.0,2,1.6,5.8,12,4.2,1.7,3.87,12,1.85,10.0,3.74,2.2,0,1
2023-11-10,SP1,20:00,Ath Bilbao,Celta,H,D,2023/2024,12,1.8,13,15,6.63,5.95,100.0,2.8,68.42,2.15,9.76,57.89,2.4,2.03,3.2,5.8,6.17,2.21,80.0,5,1.4,6.6,13,3.2,1.81,3.59,21,1.84,9.8,3.74,2.1,1,0
2023-11-25,SP1,15:15,Valencia,Celta,D,D,2023/2024,0,1.2,13,13,6.63,4.11,20.0,1.2,68.42,2.05,8.81,36.84,2.0,2.06,3.6,5.6,4.76,1.05,60.0,1,0.2,2.8,7,5.4,2.2,4.05,8,1.85,6.4,3.74,1.7,0,1
2023-12-11,SP1,20:00,Vallecano,Celta,D,D,2023/2024,4,0.8,4,15,6.63,5.79,60.0,1.2,68.42,1.87,9.54,36.84,1.4,2.05,3.2,6.8,6.04,0.95,40.0,2,1.4,5.2,10,2.6,2.2,3.5,17,2.08,8.4,3.74,1.67,0,0
2023-12-20,SP1,20:30,Villarreal,Celta,H,H,2023/2024,8,1.0,15,16,6.63,6.05,80.0,1.8,68.42,1.84,10.03,73.68,1.6,1.84,3.6,6.8,6.24,1.89,40.0,5,2.0,5.8,15,4.0,2.13,3.79,12,2.06,9.4,3.74,1.83,1,1
2024-01-13,SP1,15:15,Mallorca,Celta,D,D,2023/2024,6,1.2,6,18,6.63,6.0,20.0,1.2,68.42,1.78,9.92,26.32,1.6,1.94,3.6,6.8,6.28,0.89,40.0,2,0.8,6.4,18,3.4,2.92,3.64,17,2.14,10.0,3.74,1.44,0,1
2024-02-04,SP1,15:15,Osasuna,Celta,A,A,2023/2024,1,1.2,6,10,6.63,5.16,40.0,1.2,68.42,1.93,9.52,26.32,0.8,2.11,3.4,7.2,5.72,1.0,40.0,5,1.2,5.0,10,3.6,2.78,3.8,18,1.98,8.4,3.74,1.48,1,0
2024-02-11,SP1,13:00,Getafe,Celta,H,H,2023/2024,4,1.6,9,16,6.63,4.16,20.0,1.2,68.42,2.0,8.55,31.58,1.4,2.09,2.8,6.2,4.87,1.05,60.0,4,1.2,3.0,13,3.2,2.86,3.68,11,1.88,5.8,3.74,1.44,1,0
2024-02-25,SP1,13:00,Cadiz,Celta,D,A,2023/2024,6,2.0,7,13,6.63,4.74,40.0,0.6,68.42,2.18,8.99,26.32,1.8,2.12,2.8,6.4,5.5,0.84,80.0,3,1.6,6.0,20,3.6,2.82,3.49,19,1.74,8.8,3.74,1.44,1,0
2024-03-10,SP1,17:30,Real Madrid,Celta,H,H,2023/2024,13,1.6,11,8,6.63,5.89,60.0,2.6,68.42,2.06,9.57,57.89,2.0,2.0,1.6,8.0,6.24,2.53,80.0,1,0.6,5.4,13,3.2,1.61,3.33,24,1.85,7.0,3.74,2.35,1,1
2024-03-17,SP1,13:00,Sevilla,Celta,A,H,2023/2024,4,1.8,18,13,6.63,5.37,60.0,1.6,68.42,1.9,9.61,57.89,2.0,1.93,3.0,6.6,5.55,1.42,100.0,5,1.6,2.8,6,5.6,2.04,4.06,11,2.0,5.8,3.74,1.97,1,1
2024-04-12,SP1,20:00,Betis,Celta,H,D,2023/2024,3,1.4,12,7,6.63,6.0,60.0,1.6,68.42,1.86,10.25,36.84,2.4,2.05,3.8,6.0,6.18,1.42,100.0,5,1.2,6.2,10,5.0,2.1,4.07,15,2.07,10.0,3.74,1.86,1,1
2024-04-27,SP1,17:30,Alaves,Celta,H,D,2023/2024,8,1.0,4,10,6.63,5.63,20.0,1.4,68.42,2.07,10.03,26.32,2.4,2.1,3.6,7.6,5.95,1.21,100.0,0,0.4,4.4,9,6.0,2.42,4.08,16,1.86,8.0,3.74,1.62,1,1
2024-05-12,SP1,15:15,Ath Madrid,Celta,H,D,2023/2024,8,0.6,6,7,6.63,4.21,80.0,1.8,68.42,1.96,9.38,78.95,2.2,2.05,4.8,6.6,5.03,2.21,80.0,2,1.2,4.0,9,4.2,1.61,4.35,21,1.93,8.8,3.74,2.38,0,1
2024-05-19,SP1,18:00,Granada,Celta,A,D,2023/2024,3,1.0,8,15,6.63,4.47,60.0,1.2,68.42,2.11,9.52,47.37,1.6,2.12,5.0,6.2,5.22,1.26,80.0,5,1.4,4.8,12,4.4,2.0,4.3,11,1.82,9.8,3.74,1.95,1,1
2024-08-26,SP1,20:30,Villarreal,Celta,H,A,2024/2025,9,3.0,18,8,4.53,5.26,100.0,3.0,68.42,1.91,8.97,73.68,4.0,2.12,4.0,7.0,5.18,2.26,100.0,8,2.5,4.5,6,3.5,1.63,3.79,22,1.97,8.5,3.37,2.3,1,1
2024-09-01,SP1,16:00,Osasuna,Celta,H,H,2024/2025,4,2.5,12,19,4.53,4.89,33.33,1.67,68.42,1.83,8.61,57.89,3.5,1.83,3.5,6.5,5.04,1.74,100.0,3,1.0,5.67,10,3.67,2.13,3.57,10,2.09,9.17,3.37,1.8,1,0
2024-09-22,SP1,15:15,Ath Bilbao,Celta,H,H,2024/2025,7,2.0,11,16,4.53,5.26,25.0,1.25,68.42,2.0,8.51,36.84,3.33,1.9,4.33,5.33,4.93,1.68,100.0,4,0.75,3.75,11,4.25,1.94,3.58,10,1.87,8.08,3.37,1.98,1,0
2024-10-05,SP1,17:30,Las Palmas,Celta,A,A,2024/2025,5,1.75,8,9,4.53,5.21,40.0,1.2,68.42,1.99,8.81,47.37,2.5,2.07,3.75,6.75,5.25,1.11,75.0,1,1.6,5.8,13,3.6,1.85,3.56,24,1.9,9.55,3.37,2.0,0,1
2024-10-27,SP1,13:00,Leganes,Celta,H,D,2024/2025,4,1.4,18,15,4.53,2.68,40.0,1.0,68.42,2.05,7.49,47.37,2.6,1.85,3.4,6.2,3.49,1.21,80.0,5,0.8,2.6,17,4.2,2.47,4.0,7,1.85,6.0,3.37,1.62,1,0
2024-11-10,SP1,13:00,Betis,Celta,D,D,2024/2025,6,1.2,3,12,4.53,5.42,60.0,1.4,68.42,1.89,8.66,57.89,2.2,2.05,2.6,5.2,5.17,1.68,80.0,2,1.0,5.4,8,4.2,2.11,3.49,19,2.0,8.0,3.37,1.73,1,0
2024-11-30,SP1,17:30,Espanol,Celta,H,H,2024/2025,5,1.0,16,13,4.53,4.05,80.0,1.8,68.42,1.98,8.15,36.84,2.2,1.93,3.0,4.4,4.26,1.21,80.0,2,1.6,4.6,7,3.8,2.26,3.89,9,1.91,7.6,3.37,1.67,1,0
2024-12-14,SP1,17:30,Sevilla,Celta,H,D,2024/2025,3,0.8,10,12,4.53,5.21,0.0,0.8,68.42,1.96,8.4,26.32,1.8,2.13,2.6,4.4,4.94,0.89,60.0,2,0.6,5.0,9,3.6,2.28,3.46,8,1.93,7.6,3.37,1.67,0,0
2025-01-10,SP1,20:00,Vallecano,Celta,H,D,2024/2025,5,0.8,23,18,4.53,5.74,80.0,1.6,68.42,1.94,8.58,52.63,2.2,1.89,2.8,2.8,5.09,1.26,80.0,7,1.8,5.2,9,3.8,2.25,3.49,8,1.96,8.0,3.37,1.67,1,0
2025-01-27,SP1,20:00,Alaves,Celta,D,H,2024/2025,1,1.0,5,15,4.53,5.79,0.0,0.8,68.42,2.03,8.98,15.79,1.8,1.98,3.2,2.6,5.2,0.74,60.0,2,0.8,6.2,14,4.2,2.35,3.78,3,1.87,9.4,3.37,1.62,0,0
2025-02-02,SP1,15:15,Valencia,Celta,H,H,2024/2025,5,0.8,3,9,4.53,5.84,60.0,1.2,68.42,1.88,8.81,47.37,1.8,1.98,3.6,3.2,5.16,1.37,60.0,2,1.2,5.0,17,4.4,2.39,3.65,8,1.99,8.6,3.37,1.62,1,0
2025-02-15,SP1,17:30,Ath Madrid,Celta,D,D,2024/2025,3,0.8,11,8,4.53,5.84,0.0,1.2,68.42,1.92,8.75,52.63,1.4,2.0,4.0,3.2,5.24,2.21,40.0,4,0.4,5.8,18,4.0,1.85,3.51,9,1.95,9.8,3.37,2.0,0,0
2025-03-01,SP1,13:00,Girona,Celta,D,D,2024/2025,6,1.2,10,8,4.53,5.42,100.0,1.8,68.42,2.02,8.49,68.42,1.6,2.06,3.6,3.4,5.13,1.42,60.0,6,1.4,6.8,17,2.6,2.1,3.36,9,1.87,10.4,3.37,1.89,1,0
2025-03-15,SP1,13:00,Valladolid,Celta,A,D,2024/2025,2,1.2,10,9,4.53,4.26,40.0,0.4,68.42,1.93,8.36,47.37,1.2,2.03,3.8,3.4,4.24,0.58,40.0,1,1.8,4.2,15,5.0,1.98,4.12,5,1.96,8.0,3.37,1.92,0,0
2025-04-05,SP1,17:30,Mallorca,Celta,A,H,2024/2025,2,1.4,10,9,4.53,4.63,60.0,1.6,68.42,2.03,8.73,47.37,1.2,1.95,3.4,3.6,4.5,1.05,60.0,4,1.2,4.6,11,5.8,2.36,4.23,7,1.87,8.0,3.37,1.67,1,0
2025-04-19,SP1,15:15,Barcelona,Celta,H,D,2024/2025,6,1.8,11,10,4.53,8.53,80.0,3.2,68.42,1.88,10.12,68.42,1.6,1.91,3.2,3.4,7.02,2.74,60.0,8,1.0,8.6,13,2.0,1.32,3.1,18,2.0,11.8,3.37,3.75,1,0
2025-05-04,SP1,13:00,Real Madrid,Celta,H,H,2024/2025,6,2.0,14,5,4.53,8.42,80.0,2.0,68.42,1.96,10.37,63.16,2.0,1.9,3.0,3.8,6.92,2.37,80.0,7,1.4,7.8,11,4.0,1.38,3.45,17,1.96,10.8,3.37,3.2,1,0
2025-05-13,SP1,19:00,Sociedad,Celta,A,A,2024/2025,5,1.8,6,18,4.53,6.74,20.0,0.4,68.42,1.87,9.55,42.11,1.6,1.95,2.8,5.8,6.18,1.05,60.0,2,1.0,7.6,11,3.0,1.99,3.37,15,2.01,10.4,3.37,1.95,0,1
2025-05-24,SP1,20:00,Getafe,Celta,A,D,2024/2025,1,2.0,15,13,4.53,3.63,60.0,0.6,68.42,1.89,7.29,26.32,1.8,2.02,3.2,5.6,3.97,0.79,80.0,8,2.0,2.8,10,3.6,2.13,3.32,6,1.99,6.0,3.37,1.83,1,0
2025-08-23,SP1,16:00,Mallorca,Celta,D,A,2025/2026,4,1.0,8,12,4.9,2.8,50.0,0.5,40.0,1.78,7.79,50.0,1.0,2.05,4.0,3.0,3.36,1.4,0.0,2,2.0,3.0,12,5.0,2.28,4.43,12,2.02,7.0,3.5,1.73,0,0
2025-09-21,SP1,13:00,Vallecano,Celta,D,D,2025/2026,5,1.0,9,8,4.9,6.9,0.0,1.0,40.0,1.88,10.3,20.0,1.0,1.87,5.5,4.0,6.12,0.8,0.0,5,1.0,7.0,10,5.5,2.05,4.18,15,1.95,12.5,3.5,1.85,0,1
2025-09-28,SP1,15:15,Elche,Celta,H,D,2025/2026,8,1.0,8,12,4.9,4.09,25.0,1.5,40.0,1.85,7.85,54.55,1.33,1.85,4.33,5.0,4.35,1.73,33.33,2,0.5,3.75,20,2.5,2.15,3.5,17,1.94,8.08,3.5,1.73,1,0
2025-10-26,SP1,17:30,Osasuna,Celta,A,H,2025/2026,7,1.5,11,10,4.9,3.4,40.0,1.6,40.0,1.83,7.69,50.0,1.5,1.83,3.75,5.25,3.92,1.8,50.0,5,1.0,3.0,13,4.2,2.2,3.77,17,1.98,6.75,3.5,1.67,1,0
2025-11-02,SP1,13:00,Levante,Celta,A,A,2025/2026,3,1.6,20,10,4.9,4.89,100.0,1.2,40.0,1.78,9.38,66.67,1.4,2.03,3.8,5.0,4.81,1.22,60.0,6,2.8,4.0,12,7.6,1.86,4.57,9,2.03,7.8,3.5,2.03,1,0
2025-11-22,SP1,13:00,Alaves,Celta,A,D,2025/2026,2,1.6,7,21,4.9,5.73,60.0,1.2,40.0,2.05,9.2,54.55,1.2,2.0,3.4,5.2,5.5,1.27,60.0,4,1.0,6.0,15,3.2,2.4,3.7,5,1.75,9.4,3.5,1.57,0,0
2025-12-07,SP1,20:00,Real Madrid,Celta,A,D,2025/2026,7,1.8,7,6,4.9,6.6,60.0,2.2,40.0,1.85,9.16,50.0,1.0,2.0,2.2,5.8,6.16,2.3,60.0,5,0.8,7.2,12,1.8,1.4,3.0,23,1.96,9.4,3.5,3.0,0,0
2025-12-20,SP1,13:00,Oviedo,Celta,D,D,2025/2026,3,1.6,6,14,4.9,4.6,0.0,0.0,40.0,2.05,8.69,20.0,0.6,1.9,2.4,5.2,4.75,0.3,40.0,2,0.4,4.8,7,4.2,2.5,3.94,10,1.74,7.2,3.5,1.53,0,0
2026-01-12,SP1,20:00,Sevilla,Celta,A,D,2025/2026,2,1.2,9,16,4.9,5.27,40.0,1.0,40.0,1.98,8.44,72.73,0.2,1.98,2.2,5.2,5.18,1.45,20.0,7,1.2,5.4,16,3.0,2.4,3.26,7,1.83,7.6,3.5,1.62,0,0
2026-01-25,SP1,17:30,Sociedad,Celta,H,H,2025/2026,4,1.0,17,7,4.9,6.18,80.0,1.8,40.0,1.85,9.61,72.73,0.6,2.0,3.2,4.8,5.62,1.64,20.0,4,1.6,5.2,13,5.6,2.12,3.99,10,1.94,8.4,3.5,1.73,1,1
2025-08-23,SP1,18:30,Ath Madrid,Elche,D,D,2025/2026,6,1.0,6,14,5.9,8.64,0.0,1.0,50.0,1.85,11.16,54.55,1.0,2.03,2.0,10.0,8.23,2.36,0.0,2,1.0,10.0,7,2.0,1.8,2.93,13,1.96,12.0,2.9,2.2,0,1
2025-09-12,SP1,20:00,Sevilla,Elche,D,H,2025/2026,3,1.5,5,23,5.9,5.27,100.0,1.5,50.0,2.0,8.18,72.73,1.5,2.0,2.0,6.0,5.32,1.45,50.0,2,2.0,3.5,19,2.5,2.3,2.86,7,1.83,5.5,2.9,1.62,1,0
